hour,node,shed_mw,bound_mw,marginal_wtp_eur_per_mwh,xi_shed_dual
1,N1,-9.996900448032447e-09,0.0,4000.0,-13241.801462431258
1,N2,-9.99690042088583e-09,0.0,4000.0,-13235.36694974931
1,N3,-9.996900428922696e-09,0.0,4000.0,-13235.354467891952
1,N4,-9.99690042088583e-09,0.0,4000.0,-48002.89684966602
1,N5,-9.996899911102812e-09,371.25,3999.999999730723,9.967159579013508e-09
1,N6,-9.996899937553602e-09,35.64,3999.9999971950338,9.657912281390681e-09
1,N7,-9.99690042088583e-09,0.0,4000.0,-13235.194838321784
1,N8,-9.996899937241896e-09,39.6,3999.99999747553,9.692121053251615e-09
1,N9,-9.99690042088583e-09,0.0,4000.0,-13235.864161911803
2,N1,-9.996900452161725e-09,0.0,4000.0,-13182.734207321138
2,N2,-9.996900424704904e-09,0.0,4000.0,-13177.73988961755
2,N3,-9.996900430832224e-09,0.0,4000.0,-13178.13475080698
2,N4,-9.996900424704904e-09,0.0,4000.0,-13179.702666411746
2,N5,-9.996899916253316e-09,354.375,3999.9999997179007,9.965595749442723e-09
2,N6,-9.996899941501352e-09,34.02,3999.999997061464,9.641622390028331e-09
2,N7,-9.996900424704904e-09,0.0,4000.0,-13177.693590652629
2,N8,-9.996899941203856e-09,37.8,3999.9999973553176,9.6774601510255e-09
2,N9,-9.996900424704904e-09,0.0,4000.0,-13178.422990096855
3,N1,-9.996900455224839e-09,0.0,4000.0,-13185.459946101337
3,N2,-9.996900427457795e-09,0.0,4000.0,-13181.565383628746
3,N3,-9.996900432208666e-09,0.0,4000.0,-13181.206123455157
3,N4,-9.996900427457797e-09,0.0,4000.0,-13182.644404585619
3,N5,-9.996899919893892e-09,343.125,3999.9999997086516,9.96446774122773e-09
3,N6,-9.996899944340083e-09,32.94,3999.9999969651185,9.629872304455487e-09
3,N7,-9.996900427457795e-09,0.0,4000.0,-13181.349065542076
3,N8,-9.996899944052062e-09,36.6,3999.9999972686064,9.666885074009942e-09
3,N9,-9.996900427457797e-09,0.0,4000.0,-13181.271503876611
4,N1,-9.996900455963458e-09,0.0,4000.0,-13200.73880326677
4,N2,-9.996900427752555e-09,0.0,4000.0,-13197.075636655873
4,N3,-9.996900432474555e-09,0.0,4000.0,-13196.298187104045
4,N4,-9.996900427989578e-09,0.0,4000.0,-13197.855694176355
4,N5,-9.996899920869237e-09,337.5,3999.9999997037958,9.963875536914858e-09
4,N6,-9.996899944914516e-09,32.4,3999.999996914537,9.623703509529745e-09
4,N7,-9.996900427752555e-09,0.0,4000.0,-13196.763265544017
4,N8,-9.996899944631233e-09,36.0,3999.9999972230835,9.661333158576773e-09
4,N9,-9.996900427989578e-09,0.0,4000.0,-13196.325737764655
5,N1,-9.9969004533888e-09,0.0,4000.0,-13143.389922560424
5,N2,-9.996900425429249e-09,0.0,4000.0,-13137.922485543088
5,N3,-9.996900431290633e-09,0.0,4000.0,-13138.884603631624
5,N4,-9.996900425621724e-09,0.0,4000.0,-13140.092640202849
5,N5,-9.996899917613828e-09,348.75,3999.9999997133505,9.96504084217567e-09
5,N6,-9.99689994246095e-09,33.48,3999.999997014068,9.635842105996529e-09
5,N7,-9.996900425429249e-09,0.0,4000.0,-13137.885974116496
5,N8,-9.996899942168192e-09,37.2,3999.9999973126614,9.672257895396879e-09
5,N9,-9.996900425621724e-09,0.0,4000.0,-13138.833168888616
6,N1,-9.996900445900135e-09,0.0,4000.0,-13124.422894685516
6,N2,-9.996900418753481e-09,0.0,4000.0,-13116.925677148756
6,N3,-9.996900427856528e-09,0.0,4000.0,-13118.88440140825
6,N4,-9.996900418753481e-09,0.0,4000.0,-13120.314156031896
6,N5,-9.99689990808297e-09,382.5,3999.999999738643,9.968125473748405e-09
6,N6,-9.996899935335585e-09,36.72,3999.9999972775327,9.66797368487919e-09
6,N7,-9.996900418753481e-09,0.0,4000.0,-13116.965557957166
6,N8,-9.996899935014408e-09,40.8,3999.9999975497794,9.701176316391274e-09
6,N9,-9.996900418753481e-09,0.0,4000.0,-13119.065475653564
7,N1,-9.996900433986476e-09,0.0,4000.0,-13113.399806873551
