iteration,investor,max_rel_delta_offer,max_rel_delta_price,abs_offer_step_mw,abs_price_step_eur_per_mwh,charge_offer_capacity_hours_mwh,discharge_offer_capacity_hours_mwh,mean_charge_bid_price_eur_per_mwh,mean_discharge_offer_price_eur_per_mwh
1,I1,0.6999997970591024,5.302234734055313,11.159840872270724,8.283515208171734,683.9054663615794,618.8780055877065,-5.973179641983794,5.8844726441911925
1,I3,25.425046301582306,5.931490606352547,16.382324800654487,5.221245419447339,1063.4027566669647,930.9577338281142,-6.614887634585312,6.668374004147868
1,I2,22.89363811131096,5.199920254449884,11.141931218889951,7.656423413535443,1216.7776343587336,1050.4649522614257,-4.952899340565501,6.215387735068247
1,I4,30.470452614618047,4.838677516911749,10.659306412075974,5.79666469660394,2376.70842297856,2126.4925931707517,-6.394389539634351,4.4914151591215274
2,I1,0.699996778977595,4.048810533470138,3.3555227034127992,4.364699261416916,205.1906382930667,185.68230431897877,-6.7008254178553734,6.6772102993508895
2,I3,28.123719102907536,1.320752029545217,7.014931872344387,4.364007054483688,1075.8993523545787,1041.750518308085,-6.015990662654243,5.917828181172346
2,I2,3.0989379968199646,2.0463416934379652,4.910788599018928,5.237652074293967,1029.9886498007402,950.3807208029253,-5.400456989609574,5.706266369280306
2,I4,2.232075163296254,10.103260153908762,5.343544030459638,4.434171285141728,2754.240134693128,2685.1825445675145,-5.967304032152324,5.442602745240599
3,I1,0.699992883478244,4.731779633176826,1.0066588286874656,4.128274917454487,61.561411204062644,55.70889165642738,-7.260247625356612,7.253163089805266
3,I3,18.452262288187562,188.93164229174405,4.340910553612481,148.37399863836384,988.8911389544309,987.2991913309447,-20.983831207139744,-6.934694353902963
3,I2,0.699999776943503,50.35467111616367,2.1577466869474162,53.5435243622073,891.0132002391513,845.8680604146174,0.6293747168806404,13.887179008021869
3,I4,0.9405609748971058,2.4279538521768727,2.013089192809499,2.9512927234653974,3447.8479638003305,3412.4852814610786,-5.708398953992184,5.4988154699932235
