hour,lambda_system,system_net_injection_residual_mw
1,60.00000058985416,-2.8220481507190698e-14
2,60.00000058959553,-1.0449974219284286e-14
3,60.00000058849009,3.454181385365018e-14
4,60.00000058423461,3.370220769127741e-14
5,60.00000058911199,-4.7906123512575505e-14
6,60.00000058988637,-4.485994908876023e-14
7,60.00000058999203,-6.999956170261612e-14
8,60.000000590005115,8.622963454385513e-14
9,60.000000589854494,-3.5901837058816e-14
10,52.200000512220115,4.891226312864205e-14
11,60.0000005896991,5.5865034820357096e-14
12,60.000000587174114,3.635980405647388e-15
13,52.200000647817596,1.9817480989559044e-14
14,52.20000070595366,3.5763059180737855e-14
15,52.200000517599804,6.50798859247459e-14
16,60.00000058932816,3.2487901258093643e-14
17,52.200000512131716,3.894801148263127e-14
18,60.00000058981594,-2.3224477896377493e-14
19,60.000000590092355,-5.80785419757035e-14
20,60.00000059030474,4.489464355827977e-15
21,60.000000590155366,9.198891648409813e-14
22,60.00000059003007,1.0295236885227155e-13
23,60.00000058997961,-5.787731405249019e-14
24,60.00000058992982,-4.143907439413397e-14
