iteration,investor,proximal_coefficient_eur_per_mw2_day,unpenalized_profit_eur_per_day,proximal_penalty_eur_per_day,strategic_epsilon_penalty,epsilon_penalty_eur_per_day,penalized_objective_eur_per_day
1,I2,0.0,2.808311335598237,0.0,1e-06,0.011296243138036953,2.7970150924602
1,I1,0.0,5639.255395314239,0.0,1e-06,0.012029491676126866,5639.243365822563
1,I4,0.0,236033.5085068984,0.0,1e-06,0.002346923134087296,236033.50615997525
1,I3,0.0,145042.71022677244,0.0,1e-06,0.018429989164028902,145042.69179678327
2,I2,0.0,11.494159931936736,0.0,1e-06,0.012505932077442428,11.481653999859294
2,I1,0.0,5400.522322028832,0.0,1e-06,0.0024741647992309736,5400.519847864032
2,I4,0.0,237609.69869666026,0.0,1e-06,0.9777054803453233,237608.7209911799
2,I3,0.0,145264.63144305904,0.0,1e-06,0.30220038544772,145264.3292426736
3,I2,0.0,343.15066426439387,0.0,1e-06,0.00746248140252977,343.14320178299135
3,I1,0.0,5357.574270077693,0.0,1e-06,0.0014636230050630876,5357.572806454687
3,I4,0.0,237765.44815778712,0.0,1e-06,0.2582033064836503,237765.18995448062
3,I3,0.0,143662.7852230333,0.0,1e-06,0.020415878563333725,143662.76480715474
4,I2,0.0,12.735304143377142,0.0,1e-06,0.0026120253352295525,12.732692118041912
4,I1,0.0,5055.643735911941,0.0,1e-06,0.026050153721471327,5055.6176857582195
4,I4,0.0,232387.31390009684,0.0,1e-06,0.006017688562796129,232387.30788240826
4,I3,0.0,144350.9851023951,0.0,1e-06,0.012985446589023916,144350.9721169485
5,I2,0.0,-0.009561050371108003,0.0,1e-06,0.0019868059011912075,-0.011547856272299211
5,I1,0.0,4050.7871744001295,0.0,1e-06,0.05540558186443015,4050.731768818265
5,I4,0.0,231978.63086939295,0.0,1e-06,0.005321203422834724,231978.62554818954
5,I3,0.0,144458.23895645977,0.0,1e-06,0.009618864823341846,144458.22933759494
6,I2,1.0,0.48424955808640036,0.16312824115005867,1e-06,0.02282022908858691,0.2983010878477548
6,I1,1.0,3832.774283672653,8.690607611694837,1e-06,0.028052228862439497,3824.0556238320955
6,I4,1.0,229410.17020964803,127.04567504526551,1e-06,0.022392518106266694,229283.10214208465
6,I3,1.0,144528.92527528518,3.434010693519396,1e-06,0.023796805934281743,144525.46746778573
7,I2,1.0,3.7180424342504548,0.010480661347410995,1e-06,0.022808277537157022,3.6847534953658867
7,I1,1.0,1074.4806950812435,68.36520403987367,1e-06,0.023209809919217433,1006.0922812314507
7,I4,1.0,229695.02474937314,30.74123510608759,1e-06,0.024742210609040388,229664.25877205643
7,I3,1.0,146172.76169324337,5.257084427603593,1e-06,0.04143862433497305,146167.46317019145
8,I2,1.0,19.157845118777814,0.005051621991337395,1e-06,0.022789276133719474,19.130004220652758
8,I1,1.0,886.2847847695061,23.614045688025602,1e-06,0.025314921754660415,862.6454241597258
8,I4,1.0,227713.9297860978,37.70442730398618,1e-06,0.02473094743159772,227676.20062784638
8,I3,1.0,145573.81466847777,62.44037452091301,1e-06,0.029639807624439372,145511.34465414923
9,I2,1.0,-0.004041508926942375,0.25027964756380766,1e-06,0.023956806398037284,-0.2782779628887873
9,I1,1.0,1566.8787179575893,39.73474362549184,1e-06,0.024441581169142537,1527.1195327509283
9,I4,1.0,227491.15717723483,63.25053956801334,1e-06,0.024057192192417375,227427.88258047463
9,I3,1.0,145705.57122606298,3.828302721378386,1e-06,0.028951959311419754,145701.7139713823
10,I2,1.0,12.47703510506259,0.043964183063254496,1e-06,0.02351808751778013,12.409552834481556
10,I1,1.0,1203.048715160002,5.419375348427098,1e-06,0.025902601982746926,1197.6034372095921
10,I4,1.0,228493.89713274746,92.03758838971906,1e-06,0.03082504636789593,228401.82871931136
10,I3,1.0,146080.3867088284,0.3658397594871497,1e-06,0.03650058030627268,146079.9843684886
11,I2,2.0,5.888842506601403,0.025100948819036992,1e-06,0.023695005255692923,5.840046552526673
11,I1,2.0,463.9560139808743,8.814950886042284,1e-06,0.026398201088679053,455.11466489374334
11,I4,2.0,231067.89817977673,20.14543244013928,1e-06,0.02666469751502879,231047.72608263907
11,I3,2.0,146562.5395571901,8.30683993106374,1e-06,0.02836990954144884,146554.20434734947
12,I2,2.0,-0.009099254438145656,0.27951053547487636,1e-06,0.023680926716856295,-0.31229071662987834
12,I1,2.0,1108.597080557322,30.77251795574249,1e-06,0.02732127254701677,1077.7972413290324
12,I4,2.0,233492.5286352317,173.197233700149,1e-06,0.02962197636639739,233319.3017795552
12,I3,2.0,147087.5315862791,39.640012641158584,1e-06,0.028384543069231345,147047.86318909487
13,I2,2.0,-0.011299715820845765,0.025252838909661082,1e-06,0.023956896606134957,-0.060509451336641804
13,I1,2.0,454.1227425913735,22.452330184257644,1e-06,0.02656091289027886,431.64385149422554
13,I4,2.0,232655.37518150272,79.736929066898,1e-06,0.028955820076157667,232575.60929661576
13,I3,2.0,147328.6305928969,4.176109730956726,1e-06,0.028309605304404354,147324.42617356064
14,I2,2.0,-0.007998036052883125,0.0023634658367572667,1e-06,0.024052257556826277,-0.03441375944646667
14,I1,2.0,488.24610957735695,0.01428283284776043,1e-06,0.025939903927196813,488.20588684058197
14,I4,2.0,236344.07954897665,1014.7286471123346,1e-06,0.03004943204541862,235329.32085243225
14,I3,2.0,148461.1543672246,1.9570914783769082,1e-06,0.02744777510061962,148459.1698279711
15,I2,2.0,-0.00911345189631048,0.00030602610788400315,1e-06,0.024070376833258602,-0.033489854837453086
15,I1,2.0,-143.86154400042722,39.976540467322344,1e-06,0.02591783767475186,-183.86400230542432
15,I4,2.0,235501.91989030977,62.20679199876278,1e-06,0.042917308516396344,235439.6701810025
15,I3,2.0,148439.8203514876,1.596701733569589,1e-06,0.02671991352154548,148438.19692984052
16,I2,3.0,-0.008876497287670702,9.286524621983063e-05,1e-06,0.024155247249385146,-0.03312460978327568
16,I1,3.0,-114.54592956251192,26.650806101506554,1e-06,0.025969610038784428,-141.22270527405726
16,I4,3.0,235715.14334806142,47.948015909030595,1e-06,0.02585372199856153,235667.16947843038
16,I3,3.0,148502.2294013489,1.2385059689976181,1e-06,0.026681075722895766,148500.96421430417
17,I2,3.0,-0.009109889489286017,7.118304534277261e-05,1e-06,0.024153018341316192,-0.03333409087594498
17,I1,3.0,-77.23526396850254,26.650646447890225,1e-06,0.025950071016301004,-103.91186048740906
17,I4,3.0,238040.49318384496,813.0770337561548,1e-06,0.031303527091658956,237227.3848465617
