iteration,investor,max_rel_delta_offer,max_rel_delta_price,abs_offer_step_mw,abs_price_step_eur_per_mwh,charge_offer_capacity_hours_mwh,discharge_offer_capacity_hours_mwh,mean_charge_bid_price_eur_per_mwh,mean_discharge_offer_price_eur_per_mwh
1,I2,0.6999998543563134,5.298940220022678,11.722389360290721,7.479278795523436,646.9572180400642,501.8381767332756,-6.520096449788752,6.558083329141566
1,I1,7.288096546427781,57.721084795106094,11.114366516770326,40.85727530948543,1243.804045160244,1173.8468338361013,-4.961527761991722,11.256824603826882
1,I3,27.695835369165334,4.086722438975736,16.359600498139862,3.6831165175205003,1797.8114889252683,1610.2405716222577,-6.140559941699046,6.543943162242633
1,I4,27.99817801666685,137.72931985673344,10.545928473509035,35.574520749668196,2244.7263985186783,1987.715900389573,-5.547813127935951,5.611672345962325
2,I2,5.847967559321074,1.7741554302638054,3.5348110911505786,2.6591746621494505,334.28460536595225,290.90534605719273,-6.754994683387338,6.7502471421164785
2,I1,0.6999999586149265,4.048810533470138,4.578242769176463,27.06291469892286,662.2825787941346,652.5709886369124,-6.251020551021019,8.297192434262804
2,I3,2.1330787977954677,1.4013482532619328,5.811824928145486,4.37318920280824,1725.9622913582657,1666.5636973281614,-5.754773969813753,5.824778779810176
2,I4,3.4049838024847165,3.3615777873205466,5.188669923019255,24.344845664352572,2204.516536664365,2117.8412147866215,-5.535958710718881,5.509339266180977
3,I2,1.221026482521687,8.286597372299688,1.375136928801626,6.623198234381414,162.1496912911824,146.14033899232163,-7.576371974820604,7.369746678947575
3,I1,1.0863666977014717,8.002608981103482,2.2467816648608987,8.115310437368032,602.3384921502004,597.1134638460795,-6.972038448174196,7.736775882681048
3,I3,0.7406442624064484,1.9955705871539833,2.2175871327181826,2.104519252029123,1870.2907598825045,1860.8412480215234,-5.660235495492406,5.773819533669758
3,I4,0.6806257002200197,230.4918739252435,2.002409874712106,254.96420878048,3017.5971205510436,2981.708613885962,-44.2460828579361,-28.414019343248587
4,I2,0.6999978732737377,4.716497227540556,0.4764575401410065,3.121770363131661,48.64813199401675,43.845404871749416,-7.522911592446182,7.460924003684273
4,I1,0.6989148927386474,1.7202570748039994,0.859255458057867,6.647352404349306,495.2682435451124,488.78824985280437,-6.941915343492834,7.0971340913810215
4,I3,0.0,0.0,0.0,0.0,1870.2907598825045,1860.8412480215234,-5.660235495492406,5.773819533669758
4,I4,0.6999999828458139,14.978526874399034,5.411671482438205,156.56051256566607,3385.126265398641,3403.366199993109,-26.026049211989,-8.07521804014227
5,I2,0.6999901790281309,0.2832410057957045,0.14293751592090223,0.9365311089394983,14.597878670938183,13.15706794751158,-7.506873477733855,7.488277201105283
5,I1,9.25679693332106,1.4965068482123636,2.433500922062773,2.4163850525728474,380.78448812421243,383.77031971834987,-6.967440134511045,6.842359483652642
5,I3,0.6999999814747333,17.50775749841966,1.0205947152009127,9.487791894702516,1828.4173321843562,1825.5824834745536,-5.234068164907305,7.504345859982647
5,I4,5.297056573267985,1.1106659550639788,6.575545801693473,85.57851698982496,4286.5609353870395,4369.358900778315,-12.646614816452198,2.1594157051398684
