investor,hour,node,lambda_best_response_eur_per_mwh,lambda_joint_eur_per_mwh,difference_eur_per_mwh
I1,1,N1,60.000000587451204,59.99999999712007,5.903311333099737e-07
I1,1,N2,60.00000058616676,59.999999995993264,5.901734994040453e-07
I1,1,N3,60.00000058752462,59.999999997137984,5.903866338030639e-07
I1,1,N4,60.00000058764361,59.99999999727314,5.903704689558253e-07
I1,1,N5,60.00000058774743,59.99999999735521,5.90392218668967e-07
I1,1,N6,60.000000587630616,59.99999999723519,5.903954232167052e-07
I1,1,N7,60.00000058707933,59.99999999677249,5.90306839853838e-07
I1,1,N8,60.00000058743437,59.999999997056115,5.903782565042093e-07
I1,1,N9,60.00000058752511,59.99999999713859,5.903865201162262e-07
I1,2,N1,60.00000058117466,59.999999988547884,5.926267760969495e-07
I1,2,N2,60.00000057981166,59.999999987368874,5.924427881609517e-07
I1,2,N3,60.000000581182896,59.99999998853189,5.926510056042389e-07
I1,2,N4,60.00000058133287,59.999999988677615,5.926552546497987e-07
I1,2,N5,60.00000058139937,59.999999988731176,5.926681936330169e-07
I1,2,N6,60.00000058129954,59.999999988634606,5.926649322418598e-07
I1,2,N7,60.000000580724226,59.9999999881481,5.925761286107445e-07
I1,2,N8,60.00000058108331,59.99999998844399,5.92639324281663e-07
I1,2,N9,60.00000058118342,59.99999998853247,5.9265094876082e-07
I1,3,N1,60.00000051935256,59.99999993023661,5.89115948912422e-07
I1,3,N2,60.000000517969674,59.99999992905466,5.889150145321764e-07
I1,3,N3,60.000000519369614,59.99999993024964,5.891199705843064e-07
I1,3,N4,60.00000051950078,59.999999930362904,5.891378762612476e-07
I1,3,N5,60.000000519550234,59.99999993040505,5.891451806405712e-07
I1,3,N6,60.00000051948402,59.99999993034698,5.891370378208194e-07
I1,3,N7,60.00000051888224,59.99999992983388,5.890483549819692e-07
I1,3,N8,60.000000519264894,59.99999993015928,5.891056176210441e-07
I1,3,N9,60.00000051937025,59.999999930250105,5.891201482199904e-07
I1,4,N1,59.99999649147392,59.999998791365925,-2.2998920030659065e-06
I1,4,N2,59.9999964900989,59.9999987901917,-2.300092795337605e-06
I1,4,N3,59.999996491527966,59.99999879141153,-2.2998835618182056e-06
I1,4,N4,59.99999649162403,59.99999879149418,-2.2998701467713545e-06
I1,4,N5,59.99999649166901,59.99999879153273,-2.2998637234650232e-06
I1,4,N6,59.99999649163302,59.99999879150112,-2.2998681004082755e-06
I1,4,N7,59.99999649101146,59.99999879097092,-2.2999594619932395e-06
I1,4,N8,59.999996491419616,59.99999879131875,-2.2998991369149735e-06
I1,4,N9,59.99999649152815,59.99999879141162,-2.29988346944765e-06
I1,5,N1,60.00000055938631,59.999999965911755,5.934745530566943e-07
I1,5,N2,60.00000055800851,59.999999964731856,5.932766526939304e-07
I1,5,N3,60.000000559390784,59.99999996591052,5.934802658202898e-07
I1,5,N4,60.000000559537696,59.99999996603992,5.934977735932989e-07
I1,5,N5,60.00000055959453,59.99999996608787,5.935066624829233e-07
I1,5,N6,60.00000055950809,59.999999966010904,5.934971838428282e-07
I1,5,N7,60.000000558921066,59.99999996551108,5.934099860382958e-07
I1,5,N8,60.000000559288445,59.99999996582187,5.934665736617717e-07
I1,5,N9,60.00000055939145,59.999999965911094,5.934803581908454e-07
I1,6,N1,60.00000058806872,59.999999997773415,5.902953077452366e-07
I1,6,N2,60.00000058681695,59.999999996666574,5.901503783434237e-07
I1,6,N3,60.000000588153156,59.999999997789715,5.903634416881687e-07
I1,6,N4,60.000000588277125,59.999999997936754,5.903403703655385e-07
I1,6,N5,60.000000588402116,59.999999998035165,5.903669517692833e-07
I1,6,N6,60.00000058825986,59.999999997887635,5.903722239963827e-07
I1,6,N7,60.00000058772952,59.99999999744579,5.902837258986438e-07
I1,6,N8,60.000000588067685,59.9999999977118,5.903558886188875e-07
I1,6,N9,60.00000058815374,59.99999999779045,5.903632924741942e-07
I1,7,N1,60.00000058993895,59.99999999979599,5.901429602772623e-07
I1,7,N2,60.000000588992826,59.999999998920785,5.900720410068061e-07
I1,7,N3,60.00000059023884,59.99999999996423,5.90274609635344e-07
I1,7,N4,60.000000590299415,60.000000000072895,5.902265201029877e-07
I1,7,N5,60.00000059059502,60.000000000309875,5.902851469841153e-07
I1,7,N6,60.000000590315935,60.00000000004008,5.902758530851315e-07
I1,7,N7,60.00000058990538,59.99999999970001,5.902053743511715e-07
I1,7,N8,60.00000059017942,59.99999999990634,5.902730748630347e-07
I1,7,N9,60.00000059023947,59.99999999996508,5.902743964725232e-07
I1,8,N1,60.00000059020803,59.99999999997765,5.902303783500429e-07
I1,8,N2,60.00000058924882,59.999999999050935,5.901978852307366e-07
I1,8,N3,60.00000059034094,59.9999999999618,5.903791375772016e-07
I1,8,N4,60.00000059058832,60.000000000259575,5.903287458863815e-07
I1,8,N5,60.000000590995754,60.00000000057994,5.904158157932216e-07
I1,8,N6,60.000000590452366,60.00000000007068,5.90381688425623e-07
I1,8,N7,60.000000590161385,59.99999999983016,5.903312256805293e-07
I1,8,N8,60.000000590264385,59.999999999887045,5.903773399040801e-07
I1,8,N9,60.000000590341706,59.99999999996286,5.9037884625468e-07
I1,9,N1,60.00000058712862,59.999999995188915,5.919397025877515e-07
I1,9,N2,60.00000058495521,59.99999999313902,5.918161889439943e-07
I1,9,N3,60.00000058574504,59.99999999373995,5.920050938357235e-07
I1,9,N4,60.00000058724985,59.99999999527422,5.919756276284716e-07
I1,9,N5,60.0000005873968,59.99999999535264,5.920441594753356e-07
I1,9,N6,60.000000585999366,59.99999999391573,5.920836372297344e-07
I1,9,N7,60.00000058586777,59.999999993918244,5.919495222883597e-07
I1,9,N8,60.00000058560232,59.99999999364159,5.9196073465273e-07
I1,9,N9,60.000000585746406,59.99999999374161,5.920047954077745e-07
I1,10,N1,52.20000051560521,52.2000000030946,5.125106099512777e-07
I1,10,N2,52.200000513146364,52.200000000990094,5.121562693943815e-07
I1,10,N3,52.20000051273021,52.20000000063835,5.120918658008122e-07
I1,10,N4,52.20000051566719,52.2000000031475,5.125196906874407e-07
I1,10,N5,52.20000051553211,52.20000000303183,5.125002786598998e-07
I1,10,N6,52.20000051249843,52.200000000440824,5.120576034300939e-07
I1,10,N7,52.20000051361796,52.200000001394535,5.122234227883382e-07
I1,10,N8,52.200000512803925,52.20000000070018,5.121037460753541e-07
I1,10,N9,52.200000512730284,52.20000000063835,5.120919368550858e-07
I1,11,N1,60.00000058530044,59.99999999598848,5.893119592315088e-07
I1,11,N2,52.20000051091842,52.19999999908504,5.118333845643974e-07
I1,11,N3,46.720976064803686,46.72097560795215,4.5685153793328936e-07
I1,11,N4,60.000000585382125,59.999999996058236,5.893238892440422e-07
I1,11,N5,57.30487860898976,57.30487804636025,5.62629509204271e-07
I1,11,N6,41.33073211150595,41.330731708118854,4.0338709794696115e-07
I1,11,N7,52.20000051101306,52.19999999916639,5.118466717135561e-07
I1,11,N8,49.91707365588081,49.91707316733533,4.885454814029799e-07
I1,11,N9,46.72097606480375,46.72097560795215,4.568516018821356e-07
I1,12,N1,52.200000565611305,59.99998166084213,-7.799981095230827
I1,12,N2,52.20000051056229,52.19999999877907,5.117832202472528e-07
I1,12,N3,4.353435150730662e-08,35.298944662617274,-35.298944619082924
I1,12,N4,52.20000056566066,59.99998166088425,-7.799981095223593
I1,12,N5,52.20000054713751,57.30486604636935,-5.104865499231835
I1,12,N6,6.327114999056599e-09,29.908713433454356,-29.90871342712724
I1,12,N7,52.20000051063937,52.19999999884518,5.117941910270929e-07
I1,12,N8,6.541880822784493e-08,38.49503470893885,-38.49503464352004
I1,12,N9,4.353159750685246e-08,35.298944662613664,-35.298944619082064
I1,13,N1,52.200000512892316,59.999999347865284,-7.799998834972968
I1,13,N2,52.20000050993209,52.199999998238845,5.116932442206235e-07
I1,13,N3,4.337037393996333e-09,35.298937367902425,-35.298937363565386
I1,13,N4,52.20000051294526,59.999999347910624,-7.799998834965365
I1,13,N5,52.200000512391135,57.30487762181427,-5.1048771094231356
I1,13,N6,2.9106202514253564e-09,29.90869391543321,-29.90869391252259
I1,13,N7,52.200000509989835,52.19999999828826,5.117015717814866e-07
I1,13,N8,4.953006878814695e-09,38.495034661867734,-38.495034656914726
I1,13,N9,4.334293086703226e-09,35.29893736789881,-35.29893736356451
I1,14,N1,52.200000508918066,59.99997999892498,-7.799979490006912
I1,14,N2,52.20000050907053,52.19999999752024,5.115502901276159e-07
I1,14,N3,2.4167379680985123e-09,35.29894217516083,-35.29894217274409
I1,14,N4,52.20000050897823,59.99997999897633,-7.799979489998101
I1,14,N5,52.200000509486316,57.30486495822978,-5.104864448743463
I1,14,N6,2.99748770220577e-09,29.908712093293676,-29.908712090296188
I1,14,N7,52.2000005091134,52.19999999755712,5.115562800028783e-07
I1,14,N8,1.861492721758472e-09,38.49503154116296,-38.495031539301465
I1,14,N9,2.4140025682962737e-09,35.29894217515722,-35.29894217274322
I1,15,N1,52.200000473533926,59.99998160186607,-7.799981128332142
I1,15,N2,52.20000050797371,52.19999999659946,5.113742531648313e-07
I1,15,N3,2.1775399555399652e-08,35.298944641974714,-35.298944620199315
I1,15,N4,52.20000047360503,59.99998160192678,-7.799981128321747
I1,15,N5,52.20000048596121,57.304866007000996,-5.104865521039784
I1,15,N6,4.593452394576575e-08,29.908713451659693,-29.90871340572517
I1,15,N7,52.20000050800596,52.199999996627255,5.113787011623572e-07
I1,15,N8,7.2687396478367285e-09,38.495034665268506,-38.49503465799977
I1,15,N9,2.1772641755107996e-08,35.29894464197111,-35.29894462019847
I1,16,N1,60.00000047969832,59.99999992372406,5.559742604077655e-07
I1,16,N2,52.20000050837546,52.199999996910186,5.114652736892822e-07
I1,16,N3,5.390244165276197,35.29895745772078,-29.908713292444585
I1,16,N4,60.00000047978193,59.99999992379571,5.559862188420084e-07
I1,16,N5,57.304878538952444,57.30487799827545,5.406769929550137e-07
I1,16,N6,2.830458543547578e-07,29.908713606190354,-29.9087133231445
I1,16,N7,52.20000050841094,52.199999996940505,5.114704322295438e-07
I1,16,N8,8.586341714216706,38.49505498846505,-29.908713274248342
I1,16,N9,5.390244165276157,35.29895745772069,-29.90871329244453
I1,17,N1,52.20000051412579,52.200000001824016,5.123017743358105e-07
I1,17,N2,52.2000005124167,52.20000000036084,5.120558626003913e-07
I1,17,N3,52.20000051181989,52.19999999985419,5.119656947272233e-07
I1,17,N4,52.20000051421935,52.200000001903895,5.123154522834739e-07
I1,17,N5,52.20000051424011,52.20000000192121,5.123188984157423e-07
I1,17,N6,52.200000511655844,52.1999999997142,5.119416428556178e-07
I1,17,N7,52.200000512745326,52.200000000642625,5.121027015775326e-07
I1,17,N8,52.20000051185627,52.19999999988439,5.119718764490244e-07
I1,17,N9,52.20000051181996,52.19999999985419,5.119657657814969e-07
I1,18,N1,60.00000058570168,59.99999999272747,5.929742101784541e-07
I1,18,N2,60.00000058363769,59.99999999083919,5.92798500065328e-07
I1,18,N3,60.00000058445906,59.99999999149624,5.929628201783999e-07
I1,18,N4,60.000000585841136,59.99999999283256,5.930085791305828e-07
I1,18,N5,60.00000058602802,59.99999999296235,5.930656712394011e-07
I1,18,N6,60.00000058471679,59.99999999169492,5.930218662797415e-07
I1,18,N7,60.00000058455026,59.99999999161842,5.929318405151207e-07
I1,18,N8,60.00000058430568,59.99999999137739,5.929282878014419e-07
I1,18,N9,60.000000584460466,59.99999999149784,5.929626283318612e-07
I1,19,N1,60.000000592072865,60.00000000112781,5.909450564445251e-07
I1,19,N2,60.00000059196524,60.000000000855515,5.911097247235375e-07
I1,19,N3,60.00000059296564,60.00000000169915,5.912664917673283e-07
I1,19,N4,60.00000059288799,60.000000001717424,5.911705684980006e-07
I1,19,N5,60.00000059373508,60.000000002389314,5.91345767020357e-07
I1,19,N6,60.00000059293816,60.000000001696556,5.912416014552946e-07
I1,19,N7,60.0000005928778,60.00000000163474,5.912430580679029e-07
I1,19,N8,60.000000592977834,60.00000000169624,5.912815908004632e-07
I1,19,N9,60.00000059296641,60.00000000170019,5.912662217610887e-07
I1,20,N1,60.000000602518654,60.00000000489892,5.976197314794263e-07
I1,20,N2,60.000000603175145,60.000000005275034,5.979001116429572e-07
I1,20,N3,60.00000060420922,60.00000000615459,5.980546262662756e-07
I1,20,N4,60.00000060386005,60.000000005901,5.979590511628885e-07
I1,20,N5,60.00000060487563,60.000000006734204,5.98141426166876e-07
I1,20,N6,60.000000604091284,60.000000006060304,5.980309794040295e-07
I1,20,N7,60.00000060408771,60.00000000605425,5.980334591981773e-07
I1,20,N8,60.00000060428615,60.00000000621023,5.980759212320663e-07
I1,20,N9,60.000000604209795,60.000000006155446,5.980543491546086e-07
I1,21,N1,60.00000059319447,60.00000000206581,5.911286606874455e-07
I1,21,N2,60.00000059337293,60.000000002112735,5.912601963586894e-07
I1,21,N3,60.000000594519385,60.00000000308174,5.914376473015182e-07
