iteration,investor,selection,termination,solve_seconds,profit_eur_per_day,selected_tick_price_eur_per_mw_day,access_payment_eur_per_day,auction_strong_duality_gap,spot_strong_duality_gap,max_abs_price_dual_fraction_of_bound,max_abs_internal_dual_fraction_of_bound,embedded_storage_pair_count,variable_count,constraint_count,selected_total_bid_quantity_mw,selected_total_award_mw,max_quantity_change_mw,max_price_change_eur_per_mw_day,max_duration_change_hours
1,I1,candidate,optimal,49.001984199974686,16482.820711121614,30.0,3000.00002303392,4.574758349917829e-10,0.004015629237983376,0.20136714624904792,0.8183280346203491,10,2854,2847,100.0,100.00000076779733,30.0,0.0,0.7112632312709648
1,I2,candidate,optimal,44.30632069997955,15699.724502989366,30.01,3000.9999915036738,1.5984369383659214e-09,0.003731039701960981,0.20136714624904878,0.7610018546527958,10,2854,2847,100.0,99.9999997168835,30.0,0.010000000000001563,0.7112632258438509
