hour,node,demand_mw,generation_mw,p_charge_mw,p_discharge_mw,storage_net_injection_mw,load_shed_mw,net_injection_mw,lambda_eur_per_mwh
1,N1,0.0,364.50000319552214,1.493203412862961e-07,2.1152752412544559e-07,6.220718283914947e-08,0.0,364.5000032577293,67.15000054130752
1,N2,0.0,0,5.899956032708332e-07,9.178060735004138e-08,-4.982149959207918e-07,0.0,-4.982150002753525e-07,67.1500006490807
1,N3,0.0,58.19970694834689,4.4746326472894734e-07,3.834312515695404,3.8343120682321388,0.0,62.03401901657904,67.15000062515966
1,N4,0.0,0,3.50154070563841e-07,4.911979304032813e-07,1.4104385983944032e-07,0.0,1.4104385345697036e-07,67.15000061932523
1,N5,371.25,9.429088855990905e-08,6.917976078992975e-07,5.828666506820588e-07,-1.0893095721723871e-07,0.0,-371.2500000146401,67.15000065057833
1,N6,35.64,0,1.0754090997819331e-07,4.970653232469717e-07,3.8952441326877835e-07,0.0,-35.639999610475584,67.15000062632971
1,N7,0.0,0,5.89998204370036e-07,9.17805224729005e-08,-4.982176818971355e-07,0.0,-4.982176835148007e-07,67.1500006490807
1,N8,39.6,0,4.4746316563662843e-07,15.563562327343739,15.563561879880574,0.0,-24.036438120119453,67.15000064082078
1,N9,0.0,0,4.474632468185964e-07,4.392416773778863,4.392416326315616,0.0,4.392416326315612,67.15000062751005
2,N1,0.0,368.43750323489706,1.493203021873699e-07,2.115276105630904e-07,6.22073083757205e-08,0.0,368.4375032971044,67.15000049361372
2,N2,0.0,0,5.899977219359076e-07,9.178053748085554e-08,-4.982171844550521e-07,0.0,-4.982171845249059e-07,67.15000060995591
2,N3,0.0,34.735498930611854,4.474632653108718e-07,3.768912546792705,3.7689120993294396,0.0,38.50441102994131,67.15000059169097
2,N4,0.0,0,3.5015415075058603e-07,4.911977613730796e-07,1.410436106224935e-07,0.0,1.4104361191643647e-07,67.15000058185777
2,N5,354.375,9.429088840166939e-08,6.917985417056331e-07,5.828659147878914e-07,-1.0893262691774162e-07,0.0,-354.3750000146417,67.15000061069956
2,N6,34.02,0,1.0754081227295237e-07,4.970673985969066e-07,3.8952658632395423e-07,0.0,-34.01999961047341,67.15000059053725
2,N7,0.0,0,5.90000323148043e-07,9.17804526007397e-08,-4.982198705473033e-07,0.0,-4.982198744066162e-07,67.15000060995591
