hour,lambda_system,system_net_injection_residual_mw
1,67.15000054130752,6.762278164102728e-15
2,67.15000049361372,9.496336193447842e-15
3,67.1500004080979,5.728547275636494e-14
4,67.1500002895384,1.177686848357533e-14
5,67.15000043576968,6.646085546060392e-15
6,67.15000054885458,-5.3182787996450514e-14
7,67.15000061275857,2.0607342177488995e-14
8,67.15000062890343,-4.3281455863585915e-14
9,67.1500005750249,1.5591968326070403e-14
10,60.0000006583889,3.0420566472575794e-14
11,60.00000058192174,-3.503331880321724e-14
12,60.00000056381255,6.027066430198881e-14
13,60.000000548423216,1.9458539290275687e-14
14,60.00000052260445,-7.52793983248786e-15
15,60.000000514111434,4.8205689472805756e-14
16,60.00000055566995,1.2465513363594009e-15
17,60.000000611707975,6.961347900305993e-15
18,67.15000052292925,5.068770959291246e-14
19,67.14999982966059,-2.721271103506333e-14
20,67.14999988256389,1.4592653333869222e-14
21,67.15000061859014,3.138916418552171e-14
22,67.1500006111565,-1.5524162862186664e-14
23,67.15000058098131,-4.2746085936416756e-14
24,67.15000055756501,-3.968246549262424e-14
