iteration,investor,max_rel_delta_offer,max_rel_delta_price,abs_offer_step_mw,abs_price_step_eur_per_mwh,undamped_offer_residual_mw,undamped_price_residual_eur_per_mwh,charge_offer_capacity_hours_mwh,discharge_offer_capacity_hours_mwh,mean_charge_bid_price_eur_per_mwh,mean_discharge_offer_price_eur_per_mwh
57,I1,1.0,1.0994540908868045,34.66988537524328,94.2343634989081,34.669885250250616,94.2343634989081,0.0,0.0,-7.5,7.5
57,I2,1.0,8.308855186169234,0.04332462709647977,171.7645821944929,0.043324463080424085,171.7645821944929,0.0,0.0,-7.5,7.5
57,I3,4.100759456763559,131.42262101295168,7.184539275277018,375.0332044809338,7.184539275277053,372.2122341606149,462.38894684383786,734.1818949044493,-45.381098523253684,85.37675258749758
57,I4,0.9504042519854087,22.336146004996397,4.556646856080993,20.4794040550779,4.556646856347098,20.4794040550779,3879.624128231309,3896.496523628077,-5.885879061642845,9.844605365054859
58,I1,0.0,0.0,0.0,0.0,9.186325983008076e-07,0.0,0.0,0.0,-7.5,7.5
58,I2,0.0,0.0,0.0,0.0,7.2316632431407e-07,0.0,0.0,0.0,-7.5,7.5
58,I3,1.0,3.0501957094051084,5.817832473540902,198.4956243369612,5.8178152944071515,201.66893307462527,559.7888831858419,697.899611556597,-41.785176370470026,80.35903269415584
58,I4,0.7461671956436151,41.877724468495764,4.533362626173767,232.8700411017984,4.533362626174323,232.8700411017984,3891.522899161125,3892.783062639602,-49.9542647520624,44.41339098472071
59,I1,0.0,0.0,0.0,0.0,9.185598807486264e-07,0.0,0.0,0.0,-7.5,7.5
59,I2,0.0,0.0,0.0,0.0,7.17489621294401e-07,0.0,0.0,0.0,-7.5,7.5
59,I3,7.07781119533726,28.74568855191826,5.596540659262944,204.14765678142513,5.596540659285224,204.14765678142513,642.4193905571843,627.4844915475234,-60.83474114241589,60.61033409993133
59,I4,0.29443726804085996,2.481435552182331,1.6980221629075307,127.02939407114398,1.6980221629090153,127.02939407114398,3895.893586897174,3878.342938642175,-72.83174814936955,65.75042115279506
60,I1,0.0,0.0,0.0,0.0,1.5304043175426393e-06,0.0,0.0,0.0,-7.5,7.5
60,I2,0.0,0.0,0.0,0.0,9.639920656873108e-07,0.0,0.0,0.0,-7.5,7.5
60,I3,2.378334909842822,0.4839440564433348,0.41135099474129644,73.29942622528844,0.41135099474300285,73.29942622528844,657.5781441810011,641.2924212115112,-66.40072580325624,76.78370633582595
60,I4,0.2656197689778888,0.9470229719349929,2.1863935096433558,61.7383315100038,2.1863935096444997,61.7383315100038,4029.5232039568036,4006.935619906137,-78.74911430359788,60.208124945079874
61,I1,0.0,0.0,0.0,0.0,9.185507740038403e-07,0.0,0.0,0.0,-7.5,7.5
61,I2,0.0,0.0,0.0,0.0,7.236360103372087e-07,0.0,0.0,0.0,-7.5,7.5
61,I3,0.2723170547918129,0.3972756763299878,0.2946326503763514,98.26296291281363,0.29463265082322,98.26296291281363,652.1103195133379,638.4236564930385,-60.33242288202413,54.17543390177926
61,I4,45.09304516024683,42.52702692114702,7.761788092682884,308.04304621318767,7.761788092683345,308.04304621318767,4049.438947167286,3986.3892366212,-52.78527196183431,127.7490611476348
