iteration,investor,proximal_coefficient_eur_per_mw2_day,unpenalized_profit_eur_per_day,proximal_penalty_eur_per_day,strategic_epsilon_penalty,epsilon_penalty_eur_per_day,penalized_objective_eur_per_day
57,I1,0.0,-6.348333837460725e-05,0.0,0.0,0.0,-6.348333837460725e-05
57,I2,0.0,-6.310938737587517e-05,0.0,0.0,0.0,-6.310938737587517e-05
57,I3,0.0,132402.38372900692,0.0,0.0,0.0,132402.38372900692
57,I4,0.0,205358.22667900778,0.0,0.0,0.0,205358.22667900778
58,I1,0.0,-7.738976254285029e-05,0.0,0.0,0.0,-7.738976254285029e-05
58,I2,0.0,-7.27296965642942e-05,0.0,0.0,0.0,-7.27296965642942e-05
58,I3,0.0,132758.44542526786,0.0,0.0,0.0,132758.44542526786
58,I4,0.0,208369.6520550043,0.0,0.0,0.0,208369.6520550043
59,I1,0.0,-7.408706565304414e-05,0.0,0.0,0.0,-7.408706565304414e-05
59,I2,0.0,-9.376289068107797e-05,0.0,0.0,0.0,-9.376289068107797e-05
59,I3,0.0,133482.34050660816,0.0,0.0,0.0,133482.34050660816
59,I4,0.0,208451.8687398782,0.0,0.0,0.0,208451.8687398782
60,I1,0.0,-0.00012832901332169043,0.0,0.0,0.0,-0.00012832901332169043
60,I2,0.0,-0.00014703411107600185,0.0,0.0,0.0,-0.00014703411107600185
60,I3,0.0,133126.1063240073,0.0,0.0,0.0,133126.1063240073
60,I4,0.0,208535.59514794365,0.0,0.0,0.0,208535.59514794365
61,I1,0.0,-7.453256463863264e-05,0.0,0.0,0.0,-7.453256463863264e-05
61,I2,0.0,-7.051712844009876e-05,0.0,0.0,0.0,-7.051712844009876e-05
61,I3,0.0,133306.2925378058,0.0,0.0,0.0,133306.2925378058
61,I4,0.0,208772.9096512521,0.0,0.0,0.0,208772.9096512521
