hour,lambda_system,system_net_injection_residual_mw
1,55.000000543865475,-7.815970093361102e-14
2,55.0000005413557,-1.2079226507921703e-13
3,55.00000054042449,2.1316282072803006e-14
4,55.00000054019755,-2.842170943040401e-14
5,55.00000054065638,7.105427357601002e-15
6,55.000000544024665,-2.842170943040401e-14
7,62.77850891208949,3.552713678800501e-15
8,75.00000073971937,1.4210854715202004e-13
9,62.7785089240571,-2.842170943040401e-14
10,55.00000054250295,-2.842170943040401e-14
11,60.333333926095285,-5.684341886080802e-14
12,55.517493256464384,2.842170943040401e-14
13,55.51749325518414,2.842170943040401e-14
14,55.51749325413419,1.0658141036401503e-13
15,55.51749325147934,-4.263256414560601e-14
16,55.51749325613435,-1.4210854715202004e-14
17,60.333333923484815,2.842170943040401e-14
18,75.00000073385087,5.684341886080802e-14
19,75.0000007405554,1.0302869668521453e-13
20,75.00000074079998,-1.0480505352461478e-13
21,75.0000007408079,4.263256414560601e-14
22,75.0000007384018,6.838973831690964e-14
23,75.0000007277439,1.3500311979441904e-13
24,55.000000558397545,-3.552713678800501e-14
