hour,lambda_system,system_net_injection_residual_mw
1,55.0000005482471,-5.684341886080802e-14
2,55.00000054361726,-5.684341886080802e-14
3,55.00000054307055,8.526512829121202e-14
4,55.00000054323444,7.815970093361102e-14
5,55.000000543567566,0.0
6,55.00000054800037,6.394884621840902e-14
7,62.77850889836734,-4.973799150320701e-14
8,62.77850890899746,-4.618527782440651e-14
9,62.77850889351205,-2.6645352591003757e-15
10,55.000000546083335,-3.552713678800501e-14
11,55.00000053004737,-4.263256414560601e-14
12,30.00000029755784,-4.263256414560601e-14
13,30.000000289671817,2.842170943040401e-14
14,29.48288411943686,-8.526512829121202e-14
15,30.000000289331933,1.4210854715202004e-14
16,30.000000291821355,-1.4210854715202004e-14
17,55.00000053945479,-7.105427357601002e-15
18,75.00000073234565,2.1316282072803006e-14
19,87.34614528221623,-1.4210854715202004e-14
20,87.34614537421044,6.217248937900877e-14
21,87.34614602054266,1.2434497875801753e-14
22,87.34614534600628,-1.7763568394002505e-15
23,87.34614527062769,1.4210854715202004e-14
24,55.00000059242767,7.105427357601002e-15
