investor,hour,node,lambda_best_response_eur_per_mwh,lambda_joint_eur_per_mwh,difference_eur_per_mwh
I1,1,N1,55.00000053708928,54.99999998771388,5.4937540028277e-07
I1,1,N2,55.00000055540683,55.000000064780465,4.906263626480722e-07
I1,1,N3,55.00000056316015,55.00000009739865,4.6576150225519086e-07
I1,1,N4,55.000000563769056,55.00000009995601,4.6381304485976216e-07
I1,1,N5,55.00000056691403,55.00000011316633,4.5374770252237795e-07
I1,2,N1,55.00000051141621,54.999999879704596,6.3171161457376e-07
I1,2,N2,55.000000531481426,54.99999996412503,5.673563947539151e-07
I1,2,N3,55.00000053848432,54.99999999358618,5.448981426070532e-07
I1,2,N4,55.000000537708964,54.999999990319665,5.473892983332007e-07
I1,2,N5,55.000000539629696,54.99999999838011,5.41249583818626e-07
I1,3,N1,55.0000004802648,54.99999974857045,7.316943495538908e-07
I1,3,N2,55.000000502228254,54.99999984097822,6.612500342839667e-07
I1,3,N3,55.00000050875444,54.99999986843377,6.403206711524945e-07
I1,3,N4,55.0000005067757,54.99999986010409,6.466716087061286e-07
I1,3,N5,55.00000050789912,54.99999986481001,6.43089109075845e-07
I1,4,N1,55.00000042063064,54.99999949725706,9.233735838165558e-07
I1,4,N2,55.00000044396429,54.999999595430275,8.485340146080489e-07
I1,4,N3,55.000000450251136,54.99999962187887,8.28372265004873e-07
I1,4,N4,55.00000044749515,54.999999610278934,8.372162128011951e-07
I1,4,N5,55.000000448195635,54.99999961320524,8.349903950488624e-07
I1,5,N1,55.000000493031486,54.99999980231694,6.907145433387996e-07
I1,5,N2,55.000000514785135,54.99999989384201,6.20943126250495e-07
I1,5,N3,55.00000052155317,54.9999999223149,5.992382696717868e-07
I1,5,N4,55.00000052004634,54.9999999159706,6.040757440928246e-07
I1,5,N5,55.00000052162723,54.999999922600104,5.990271247924284e-07
I1,6,N1,55.00000055711345,55.00000007190767,4.85205781330933e-07
I1,6,N2,55.000000575257914,55.00000014824596,4.270119546845308e-07
I1,6,N3,55.000000583556634,55.000000183158306,4.003983278266787e-07
I1,6,N4,55.000000584949994,55.000000189015594,3.9593439993268476e-07
I1,6,N5,55.0000005891601,55.0000002067048,3.8245530475933265e-07
I1,7,N1,75.00000071545516,74.9999998893001,8.261550590304978e-07
I1,7,N2,75.00000073072816,74.99999995351311,7.772150496521135e-07
I1,7,N3,75.00000073826858,74.99999998482426,7.534443255963197e-07
I1,7,N4,75.00000073183851,74.99999995752032,7.74318195340129e-07
I1,7,N5,75.00000073244445,74.9999999520461,7.803983521625923e-07
I1,8,N1,75.00000074852879,75.00000002434923,7.241795572099363e-07
I1,8,N2,75.00000076571153,75.00000009710149,6.686100419983632e-07
I1,8,N3,75.00000077280954,75.00000012664202,6.46167521267671e-07
I1,8,N4,75.00000075676029,75.00000005948111,6.972791766202135e-07
I1,8,N5,75.00000075622502,75.00000005256643,7.036585856212696e-07
I1,9,N1,75.00000073472766,74.99999996792901,7.667986494652723e-07
I1,9,N2,75.00000075057083,75.00000003621122,7.143596150172016e-07
I1,9,N3,75.0000007568096,75.00000006247127,6.943383255020308e-07
I1,9,N4,75.00000074473854,75.0000000126785,7.320600445837044e-07
I1,9,N5,75.00000073588008,74.99999996918937,7.666907038128556e-07
I1,10,N1,75.00000062875526,74.99999940861424,1.2201410157786086e-06
I1,10,N2,75.00000065040867,74.99999951376614,1.1366425241021716e-06
I1,10,N3,75.00000065929589,74.99999955556913,1.1037267597657774e-06
