investor,node,power_mw,energy_mwh
I1,N1,0.0,0.0
I1,N2,0.0,0.0
I1,N3,4.04427214222777,14.997548904780025
I1,N4,0.0,0.0
I1,N5,0.0,0.0
I1,N6,34.76138036234108,111.71574266131168
I1,N7,0.0,0.0
I1,N8,43.57316286166907,108.07892984494478
I1,N9,3.9668237391171997,14.240821095942879
I3,N1,0.0,0.0
I3,N2,0.0,0.0
I3,N3,6.7954104378755975,24.715519763368448
I3,N4,0.0,0.0
I3,N5,0.0,0.0
I3,N6,4.550086705408226,15.100567964267446
I3,N7,0.0,0.0
I3,N8,6.220893507554668,12.732588149097754
I3,N9,1.034769541277304,2.816431657724971
I4,N1,0.0,0.0
I4,N2,0.0,0.0
I4,N3,0.915570288893484,2.824768357020362
I4,N4,0.0,0.0
I4,N5,0.0,0.0
I4,N6,4.8200573387283905,15.415129985236383
I4,N7,0.0,0.0
I4,N8,3.903462755840333,7.9820283379807595
I4,N9,9.350889730379782,28.205220857190643
