iteration,investor,proximal_coefficient_eur_per_mw2_day,unpenalized_profit_eur_per_day,proximal_penalty_eur_per_day,strategic_epsilon_penalty,epsilon_penalty_eur_per_day,penalized_objective_eur_per_day
1,I1,0.0,497.16046826809526,0.0,1e-06,0.07889214768507859,497.0815761204102
1,I2,0.0,1561.1328022606779,0.0,1e-06,0.003561489586130167,1561.1292407710916
1,I3,0.0,144543.62184435927,0.0,1e-06,0.003347204877133319,144543.61849715438
1,I4,0.0,239329.139573828,0.0,1e-06,0.06157277776926392,239329.07800105022
2,I1,0.0,144.4966680118505,0.0,1e-06,0.016809938578934102,144.47985807327154
2,I2,0.0,4335.007129615697,0.0,1e-06,0.009804365234644317,4334.997325250462
2,I3,0.0,144215.03057238698,0.0,1e-06,0.002936818364308759,144215.0276355686
2,I4,0.0,235954.72387672676,0.0,1e-06,16.57960695957556,235938.1442697672
3,I1,0.0,1135.5229680701377,0.0,1e-06,0.12032631621031835,1135.4026417539274
3,I2,0.0,4373.577708423267,0.0,1e-06,0.00600857431522769,4373.5716998489515
3,I3,0.0,143352.00550056488,0.0,1e-06,0.0028140356203349886,143352.00268652925
3,I4,0.0,235247.87528690638,0.0,1e-06,6.05335403716538,235241.8219328692
4,I1,0.0,-0.009985172821996766,0.0,1e-06,0.003981601571680089,-0.013966774393676856
4,I2,0.0,3906.242677994269,0.0,1e-06,0.0021463616009569655,3906.240531632668
4,I3,0.0,143617.91684854365,0.0,1e-06,0.002502484673530156,143617.91434605897
4,I4,0.0,238454.2161282956,0.0,1e-06,0.23272076396804459,238453.98340753163
5,I1,0.0,-0.009802683462153038,0.0,1e-06,0.001581056503273068,-0.011383739965426106
5,I2,0.0,2699.852389522175,0.0,1e-06,0.03158468122895234,2699.820804840946
5,I3,0.0,143197.32084152297,0.0,1e-06,0.01945407059277097,143197.30138745237
5,I4,0.0,238894.3210528373,0.0,1e-06,0.05668298938181842,238894.26436984792
6,I1,1.0,-0.007614561573145589,0.8365187439254855,1e-06,0.023581929422465963,-0.867715234921097
6,I2,1.0,1.4955691953527577,144.64796201820388,1e-06,0.033072252242533594,-143.18546507509367
6,I3,1.0,144520.12457043855,71.72122116325853,1e-06,0.017382550947174853,144448.38596672434
6,I4,1.0,237695.15686587663,47.342734498277785,1e-06,0.12927342386728777,237647.68485795447
7,I1,1.0,-0.009161097849410825,0.07547168555055003,1e-06,0.02371593509936504,-0.1083487184993259
7,I2,1.0,-99.5584904800568,127.25793185203972,1e-06,0.028450407582869663,-226.8448727396794
7,I3,1.0,144846.33071742306,80.51697839355252,1e-06,0.017458260432947934,144765.79628076908
7,I4,1.0,239113.16412036293,53.25533578152247,1e-06,0.12644661783480904,239059.78233796358
8,I1,1.0,-0.0091348423780005,0.006976845978676748,1e-06,0.02381980535203842,-0.03993149370871567
8,I2,1.0,-0.01119970889311957,60.94034049663054,1e-06,0.028340135460166897,-60.979880340983826
8,I3,1.0,144775.19676580603,99.33690939293183,1e-06,0.017824195408909924,144675.84203221768
8,I4,1.0,240815.36957185465,138.47173425120033,1e-06,0.12378260436244062,240676.77405499908
9,I1,1.0,-0.00912982559121947,0.0008129945250264115,1e-06,0.023851945756487636,-0.033794765872733515
9,I2,1.0,-0.009360736428709424,5.4851926931433015,1e-06,0.024091631536990652,-5.518645061109002
9,I3,1.0,144781.49323707883,46.54503460498789,1e-06,0.022376016571912807,144734.92582645727
9,I4,1.0,241645.0959593035,139.85084223431875,1e-06,0.16870648356478382,241505.0764105856
10,I1,1.0,-0.009123713967049932,0.0002582673779995728,1e-06,0.023861954632899873,-0.033243935977949376
