scenario,probability,hour,node,p_charge_mw,p_discharge_mw,soc_mwh
high,0.25,15,N3,-0.0,0.0,-0.0
high,0.25,15,N4,0.0,0.0,-0.0
high,0.25,15,N5,0.0,0.0,-0.0
high,0.25,15,N6,21.773036127613068,0.0,143.77352113307722
high,0.25,15,N7,0.0,0.0,-0.0
high,0.25,15,N8,28.899884838235323,0.0,99.83737559347924
high,0.25,15,N9,81.31957903415187,0.0,297.6030232734445
high,0.25,16,N1,0.0,0.0,-0.0
high,0.25,16,N2,0.0,0.0,-0.0
high,0.25,16,N3,0.0,0.0,-0.0
high,0.25,16,N4,0.0,-0.0,0.0
high,0.25,16,N5,0.0,0.0,-0.0
high,0.25,16,N6,6.390000000000271,0.0,149.7545611330775
high,0.25,16,N7,0.0,0.0,-0.0
high,0.25,16,N8,0.0,0.0,99.83737559347924
high,0.25,16,N9,0.0,0.0,297.6030232734445
high,0.25,17,N1,0.0,0.0,-0.0
high,0.25,17,N2,0.0,0.0,-0.0
high,0.25,17,N3,0.0,-0.0,-0.0
high,0.25,17,N4,0.0,-0.0,-0.0
high,0.25,17,N5,0.0,0.0,-0.0
high,0.25,17,N6,0.0,0.0,149.7545611330775
high,0.25,17,N7,0.0,0.0,-0.0
high,0.25,17,N8,0.0,-0.0,99.83737559347924
high,0.25,17,N9,0.0,-0.0,297.6030232734445
high,0.25,18,N1,0.0,0.0,-0.0
high,0.25,18,N2,0.0,-0.0,-0.0
high,0.25,18,N3,0.0,-0.0,-0.0
high,0.25,18,N4,0.0,-0.0,-0.0
high,0.25,18,N5,0.0,-0.0,-0.0
high,0.25,18,N6,0.0,0.0,149.7545611330775
high,0.25,18,N7,0.0,-0.0,-0.0
high,0.25,18,N8,0.0,-0.0,99.83737559347924
high,0.25,18,N9,0.0,67.94999999999999,225.00686942729064
high,0.25,19,N1,0.0,-0.0,0.0
high,0.25,19,N2,0.0,-0.0,0.0
high,0.25,19,N3,0.0,-0.0,-0.0
high,0.25,19,N4,0.0,-0.0,-0.0
high,0.25,19,N5,0.0,-0.0,-0.0
high,0.25,19,N6,0.0,44.07026691176529,102.67094263760175
high,0.25,19,N7,0.0,-0.0,-0.0
high,0.25,19,N8,0.0,49.91868779673962,46.50544418670614
high,0.25,19,N9,0.0,93.1931929096637,125.44149238705165
high,0.25,20,N1,0.0,-0.0,0.0
high,0.25,20,N2,0.0,-0.0,-0.0
high,0.25,20,N3,0.0,-0.0,0.0
high,0.25,20,N4,0.0,-0.0,-0.0
high,0.25,20,N5,0.0,-0.0,-0.0
high,0.25,20,N6,0.0,44.07026691176529,55.58732414212602
high,0.25,20,N7,0.0,-0.0,-0.0
high,0.25,20,N8,0.0,43.52909575875695,0.0
high,0.25,20,N9,0.0,93.1931929096637,25.876115346812668
high,0.25,21,N1,0.0,-0.0,-0.0
high,0.25,21,N2,0.0,-0.0,-0.0
high,0.25,21,N3,0.0,0.0,-0.0
high,0.25,21,N4,0.0,0.0,-0.0
high,0.25,21,N5,0.0,0.0,-0.0
high,0.25,21,N6,0.0,0.0,55.58732414212602
high,0.25,21,N7,0.0,0.0,-0.0
high,0.25,21,N8,0.0,0.0,-0.0
high,0.25,21,N9,0.0,0.0,25.876115346812668
high,0.25,22,N1,0.0,0.0,-0.0
high,0.25,22,N2,0.0,0.0,-0.0
high,0.25,22,N3,0.0,0.0,-0.0
high,0.25,22,N4,0.0,0.0,-0.0
high,0.25,22,N5,0.0,0.0,-0.0
high,0.25,22,N6,0.0,7.95946848526467,47.08361849547573
high,0.25,22,N7,0.0,0.0,-0.0
high,0.25,22,N8,0.0,0.0,-0.0
high,0.25,22,N9,0.0,0.0,25.876115346812668
high,0.25,23,N1,0.0,-0.0,-0.0
high,0.25,23,N2,0.0,-0.0,-0.0
high,0.25,23,N3,0.0,-0.0,-0.0
high,0.25,23,N4,0.0,-0.0,0.0
high,0.25,23,N5,0.0,-0.0,-0.0
high,0.25,23,N6,0.0,44.07026691176529,-0.0
high,0.25,23,N7,0.0,-0.0,0.0
high,0.25,23,N8,0.0,-0.0,-0.0
high,0.25,23,N9,0.0,24.220043964616657,-0.0
high,0.25,24,N1,0.0,0.0,-0.0
high,0.25,24,N2,0.0,0.0,-0.0
high,0.25,24,N3,0.0,0.0,-0.0
high,0.25,24,N4,0.0,0.0,-0.0
high,0.25,24,N5,0.0,0.0,0.0
high,0.25,24,N6,0.0,0.0,0.0
high,0.25,24,N7,0.0,0.0,-0.0
high,0.25,24,N8,0.0,0.0,-0.0
high,0.25,24,N9,0.0,0.0,-0.0
