iteration,investor,termination,solve_seconds,optimistic_mpec_profit_eur_per_day,max_access_shadow_price_eur_per_mw_day,strong_duality_gap,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,abs_capacity_step_mw_equivalent,abs_offer_step_mw,abs_price_step_eur_per_mwh,converged_sweep_streak,max_undamped_delta_power_mw,undamped_capacity_residual_mw_equivalent,undamped_offer_residual_mw,undamped_price_residual_eur_per_mwh
1,I1,optimal,55.83477580000181,446.0961321817416,5.3155965653451735e-08,0.0011401980882510543,49.459851489019314,152.88540417133032,0.2499993976465609,0.24999939136054344,12.246582245620736,3.2016418119385555,3.0873448594090287,0,32.8226292921529,48.986328982482945,12.806567247754224,12.349379437636115
1,I2,optimal,59.519948200002545,425.8089669924106,2.6867874743741576e-07,0.001119338208809495,49.210791354250404,152.38729962642893,0.2499994359559927,0.24999942983283274,12.501151042628845,3.9135154677770467,3.336447797301636,0,33.817853977859286,50.00460417061113,15.654061871172487,13.345791189206544
1,I3,optimal,51.12292090000119,150010.01736717863,3.4475317983035974e-07,0.001397409534547478,52.58060349107072,156.8623250908334,0.249998500958388,0.24999848302333105,10.48888915574529,3.654424485787496,2.772590347221469,0,26.37716923647346,41.95555662298116,14.617697943149986,11.090361388885876
1,I4,optimal,22.86144450001302,246510.30269526032,5.492347313792327e-07,0.001660518639255315,79.21144645834055,218.58729603562801,0.2499991346217274,0.2499991242866597,10.844917844085938,3.637354830876598,3.9122971160087894,0,24.836341221745638,43.37967137640181,14.549419323541152,15.649188464035158
2,I1,optimal,33.40148020000197,1716.7004779838512,4.1518841847839365e-07,0.0013105731923133135,49.37642235170563,145.24493781164674,0.2499992143198005,0.2499992042231929,3.0533683279311714,2.3954340008091535,2.5944465800571397,0,7.908414760963827,12.21347331172468,9.58173600323662,10.377786320228559
2,I2,optimal,66.2749482000072,4132.097210164605,2.5443478861829836e-07,0.0012544177006930113,45.68700458587506,141.02254523892591,0.24999932298447988,0.24999931326155747,3.2722527307249947,2.722513454801234,2.3749076180404884,0,7.908332913786754,13.089010923015564,10.89005381931179,9.499630472161954
2,I3,optimal,75.89935289998539,147396.86145835166,4.3456174304232546e-07,0.0013423784985207021,53.71890469820302,152.39212598100633,0.2169270153671448,0.21692699477735905,3.4486771253689734,2.7371417514962615,2.1742883386839216,0,11.416960014563337,13.7947085014759,10.948567005985042,8.697153354735686
2,I4,optimal,40.25350520000211,241961.88369146176,2.526768646211243e-07,0.0019292904762551188,70.64846421076447,206.91383661820933,0.6900061751223893,0.6900061689758682,5.908874304649403,2.8175077720772057,3.262434336343157,0,13.721601199211781,23.63549721862669,11.270031088356388,13.049737345372629
3,I1,optimal,94.96714110000175,4905.4714169520685,9.270793435860578e-07,0.00046116678277030587,52.06175408470736,139.12689231425324,0.2499989233986691,0.24999891074107786,4.554814454523856,1.7965899837731627,1.7588936499979704,0,16.674339587479707,18.219257818095414,7.186359935092654,7.0355745999918815
3,I2,optimal,50.8051306999987,4366.423238834851,1.1420619264452734e-06,0.0008725504740141332,48.83403894831097,134.90448221937265,0.24999835863474848,0.24999833336863897,4.980845633225717,2.46819802758559,1.7586093136133134,0,18.5211933052354,19.92338253300011,9.872792110467357,7.034437254453254
