iteration,investor,proximal_coefficient_eur_per_mw2_day,unpenalized_profit_eur_per_day,proximal_penalty_eur_per_day,strategic_epsilon_penalty,epsilon_penalty_eur_per_day,penalized_objective_eur_per_day
1,I1,0.0,446.0961321817416,0.0,0.0001,0.0010742551278826653,446.0950579266137
1,I2,0.0,425.8089669924106,0.0,0.0001,0.11237784818614995,425.69658914422445
1,I3,0.0,150010.01736717863,0.0,0.0001,0.0032238503145302832,150010.01414332833
1,I4,0.0,246510.30269526032,0.0,0.0001,0.0015696018888546614,246510.30112565844
2,I1,0.0,1716.7004779838512,0.0,0.0001,0.10886765975990237,1716.5916103240913
2,I2,0.0,4132.097210164605,0.0,0.0001,0.016066266245237302,4132.081143898359
2,I3,0.0,147396.86145835166,0.0,0.0001,0.0025998447516295286,147396.85885850692
2,I4,0.0,241961.88369146176,0.0,0.0001,2.336985178719506,241959.54670628303
3,I1,0.0,4905.4714169520685,0.0,0.0001,0.0012347474097361352,4905.470182204659
3,I2,0.0,4366.423238834851,0.0,0.0001,0.005276532841656755,4366.417962302009
3,I3,0.0,146625.43585942345,0.0,0.0001,0.23043153641310693,146625.20542788703
3,I4,0.0,239417.1413107982,0.0,0.0001,0.002086315854378066,239417.13922448235
4,I1,0.0,4708.733160080642,0.0,0.0001,0.0023660589908428794,4708.7307940216515
4,I2,0.0,4348.018563207225,0.0,0.0001,0.08024448067074966,4347.938318726555
4,I3,0.0,146801.08203103195,0.0,0.0001,0.09827752823961401,146800.9837535037
4,I4,0.0,240883.19012399315,0.0,0.0001,1.5079321871916014,240881.68219180594
5,I1,0.0,4688.159704270463,0.0,0.0001,0.0011050615153125136,4688.1585992089485
5,I2,0.0,4379.796665237293,0.0,0.0001,0.023576027293191765,4379.77308921
5,I3,0.0,146870.54197173947,0.0,0.0001,0.07129922017951895,146870.4706725193
5,I4,0.0,241607.1903309855,0.0,0.0001,0.03793094532566093,241607.15240004018
6,I1,0.0,4786.358348077288,0.0,0.0001,0.0011325268537388706,4786.357215550434
6,I2,0.0,4443.618282232342,0.0,0.0001,0.19664810875678415,4443.421634123585
6,I3,0.0,147038.62696586296,0.0,0.0001,0.002302194039624692,147038.62466366892
6,I4,0.0,242690.3177392311,0.0,0.0001,0.5154877372090796,242689.8022514939
7,I1,0.0,4850.673453895368,0.0,0.0001,0.0033646073398547,4850.670089288028
7,I2,0.0,4453.655181052923,0.0,0.0001,0.13311574480035504,4453.522065308122
7,I3,0.0,146995.16067313871,0.0,0.0001,1.380943965957175,146993.77972917276
7,I4,0.0,242057.52488148992,0.0,0.0001,39.1157129982855,242018.40916849163
8,I1,0.0,4860.343192734892,0.0,0.0001,0.0023756582718446463,4860.34081707662
8,I2,0.0,4483.9780500313955,0.0,0.0001,0.0011530799266898392,4483.976896951469
8,I3,0.0,147119.12801876952,0.0,0.0001,0.05200824160879935,147119.0760105279
8,I4,0.0,242394.50985350445,0.0,0.0001,0.009357186411963562,242394.50049631804
9,I1,0.0,4868.024026793195,0.0,0.0001,0.0010542000581288853,4868.022972593137
9,I2,0.0,4490.436016320793,0.0,0.0001,0.0013912580101459113,4490.434625062783
9,I3,0.0,147186.01956478046,0.0,0.0001,0.0011392140073272089,147186.01842556646
9,I4,0.0,242468.5549308624,0.0,0.0001,0.0032010998930806977,242468.5517297625
10,I1,0.0,4852.568956555244,0.0,0.0001,0.0018114208996911256,4852.567145134344
10,I2,0.0,4481.344875876921,0.0,0.0001,0.0010923861416902124,4481.343783490779
10,I3,0.0,147266.5095346405,0.0,0.0001,0.004384631638688289,147266.50515000886
10,I4,0.0,243036.73376543814,0.0,0.0001,0.004803562222046231,243036.72896187592
