hour,lambda_system,system_net_injection_residual_mw
1,67.1663983595476,5.095298775208209e-15
2,67.16155190056256,4.163319238234503e-14
3,67.15805840556511,-4.540848633500036e-14
4,67.15618039753228,3.597377112672078e-14
5,67.15941140609971,-3.9420901652337664e-15
6,67.16910434071973,3.758544031633333e-14
7,67.18364839722314,-1.802311503194264e-14
8,67.18744770675393,-3.1921294688123656e-14
9,67.17243721247887,1.4976940336812126e-14
10,60.05140518319913,2.8137904887202697e-14
11,60.02594863016549,-4.2169755110574934e-15
12,60.017209332345324,-1.361949760428523e-14
13,60.01056702685921,1.4161291919017288e-14
14,60.00891332821092,1.8062800345318852e-14
15,60.009414761100295,1.157033266810272e-14
16,60.018009236286396,3.3426674411571146e-15
17,60.04508040680317,5.160559050669237e-14
18,67.15209975140696,1.1914946116869e-15
19,67.1764894512751,3.3407733087274425e-14
20,67.18446754351831,5.552294768706067e-14
21,67.18482243873942,1.7674280672416404e-14
22,67.18213716389018,-8.949347676145107e-14
23,67.17808504327566,4.0979748067414425e-15
24,67.1715477111272,-5.29059035403747e-15
