hour,node,demand_mw,generation_mw,p_charge_mw,p_discharge_mw,storage_net_injection_mw,load_shed_mw,net_injection_mw,lambda_eur_per_mwh
1,N1,0.0,364.5000033855597,2.0647312811665477e-07,2.9580735619167005e-07,8.933422807501528e-08,0.0,364.5000034748939,67.15000057301165
1,N2,0.0,0,2.2266367479170364e-07,2.654967302455172e-07,4.2833055453813557e-08,0.0,4.2833055453813576e-08,67.15000062037268
1,N3,0.0,16.616919940541667,3.4094124218703476e-07,13.941443665375521,13.941443324434278,0.0,30.558363264975945,67.15000060764864
1,N4,0.0,0,2.0647219703287748e-07,2.9581058272949695e-07,8.933838569661949e-08,0.0,8.933838569661952e-08,67.15000060496487
1,N5,371.25,5.0959576552595254e-08,2.1239014979126578e-07,2.835096366381069e-07,7.111948684684115e-08,0.0,-371.2499998779209,67.15000062133707
1,N6,35.64,0,9.058586330316014e-08,1.4153718182259536e-07,5.095131851943522e-08,0.0,-35.639999949048686,67.150000608453
1,N7,0.0,0,1.0039824811459209e-07,1.214582515399987e-07,2.1060003425406617e-08,0.0,2.106000342540662e-08,67.15000062037268
1,N8,39.6,0,3.0553406061618854e-07,34.22281243572777,34.2228121301937,0.0,-5.377187869806309,67.15000061464504
1,N9,0.0,0,3.503821650556667e-07,17.20882115405681,17.20882080367464,0.0,17.20882080367464,67.15000060855931
2,N1,0.0,368.4375034249347,2.0646822984967696e-07,2.9582259264816384e-07,8.935436279848687e-08,0.0,368.43750351428906,67.1500005529155
2,N2,0.0,0,2.226584398748892e-07,2.6550768632996705e-07,4.284924645507788e-08,0.0,4.2849246455077875e-08,67.15000060210573
2,N3,0.0,13.548188653140585,3.488891924284669e-07,8.492951135679004,8.49295078678981,0.0,22.041139439930397,67.15000059187761
2,N4,0.0,0,2.0646748414589116e-07,2.958271642177449e-07,8.935968007185378e-08,0.0,8.935968007185376e-08,67.15000058735552
2,N5,354.375,5.095957708585157e-08,2.1238517354330332e-07,2.835232524722074e-07,7.113807892890407e-08,0.0,-354.3749998779024,67.15000060264056
2,N6,34.02,0,9.05821981331555e-08,1.415559007433927e-07,5.0973702610237205e-08,0.0,-34.0199999490263,67.15000059168598
2,N7,0.0,0,1.0039316873532971e-07,1.2146904474139782e-07,2.10758760060681e-08,0.0,2.1075876006068097e-08,67.15000060210573
2,N8,37.8,0,3.074429111550114e-07,26.364222029147072,26.364221721704162,0.0,-11.435778278295832,67.15000059763535
2,N9,0.0,0,3.4825802106126853e-07,9.352135345978237,9.352134997720215,0.0,9.352134997720215,67.15000059254758
3,N1,0.0,372.3750034643097,2.0646578371501929e-07,2.958298026738834e-07,8.936401895886412e-08,0.0,372.3750035536737,67.15000059226418
3,N2,0.0,0,2.226554981961856e-07,2.655134354124879e-07,4.285793721630231e-08,0.0,4.2857937216302326e-08,67.15000064510686
3,N3,0.0,32.15227499988428,3.4060556172883556e-07,6.759964533369724,6.759964192764162,0.0,38.912239192648435,67.15000063377585
3,N4,0.0,0,2.064647677911012e-07,2.9583559010990467e-07,8.937082231880346e-08,0.0,8.937082231880347e-08,67.15000062957745
3,N5,343.125,5.095957849011997e-08,2.1238236517659645e-07,2.835305023996333e-07,7.114813722303684e-08,0.0,-343.12499987789226,67.15000064508018
3,N6,32.94,0,9.05802737290507e-08,1.4156215683079818e-07,5.0981883101747476e-08,0.0,-32.939999949018116,67.15000063405228
3,N7,0.0,0,1.0039059933165593e-07,1.2147426782384323e-07,2.1083668492187306e-08,0.0,2.1083668492187316e-08,67.15000064510686
3,N8,36.6,0,3.065836688572403e-07,1.1589795621718533,1.1589792555881844,0.0,-35.441020744411816,67.15000064192805
3,N9,0.0,0,3.5345217003442444e-07,0.21877802513978722,0.2187776716876172,0.0,0.21877767168761716,67.15000063495056
4,N1,0.0,375.0000034905597,2.064631781520708e-07,2.9583635691921164e-07,8.937317876714089e-08,0.0,375.00000357993287,67.15000054936402
4,N2,0.0,0,2.2265286761770743e-07,2.6551825117518713e-07,4.286538355747969e-08,0.0,4.28653835574797e-08,67.15000060372607
4,N3,0.0,12.159666574740848,3.5628433737121846e-07,1.4644790232908749e-06,1.1081946859196564e-06,0.0,12.159667682935535,67.15000059500568
