hour,lambda_system,system_net_injection_residual_mw
1,55.000000594464474,5.684341886080802e-14
2,55.00000056735852,1.4210854715202004e-14
3,55.0000005591933,2.842170943040401e-14
4,55.000000556681364,-8.526512829121202e-14
5,55.00000055737428,-5.684341886080802e-14
6,55.000000586749714,-4.263256414560601e-14
7,62.7785089130037,-1.1812772982011666e-13
8,62.77850892504208,-1.4210854715202004e-14
9,62.77850890681024,-3.552713678800501e-15
10,55.00000056255389,0.0
11,55.00000052137063,-2.842170943040401e-14
12,47.987174588534074,-2.842170943040401e-14
13,33.92730860833963,0.0
14,29.990038821413766,0.0
15,33.9267596466232,2.842170943040401e-14
16,47.98717459538035,0.0
17,55.00000053886644,4.973799150320701e-14
18,75.00000068851345,3.907985046680551e-14
19,75.0000007423308,2.4868995751603507e-14
20,75.00000074590274,0.0
21,75.00000074419754,-2.1316282072803006e-14
22,75.00000072330552,6.750155989720952e-14
23,75.00000065979125,-2.4868995751603507e-14
24,55.00000077726301,2.1316282072803006e-14
