hour,lambda_system,system_net_injection_residual_mw
1,60.0000004821788,-1.0325074129013956e-14
2,60.00000023640414,2.892130979148533e-14
3,59.99999880501797,1.1907141939104804e-14
4,59.99992460655711,3.101685575046531e-15
5,59.999999707057086,6.013939346516395e-14
6,60.000000505364014,5.904998712225051e-15
7,60.00000058086544,5.920264278813647e-14
8,60.00000058738981,-5.3665405452818504e-14
9,60.00000044572392,-9.520162436160717e-15
10,52.20000063046473,-2.861599845971341e-14
11,60.00000043557501,-2.5181245977279332e-14
12,59.964385029226776,6.188799472894857e-14
13,52.235214631976014,4.872491299323656e-14
14,52.140948107103526,-3.5811631438065206e-14
15,52.18000801059253,-1.9734214262712158e-14
16,59.99999606338939,-4.658773367083313e-14
17,52.20000058185214,-2.2266910537638296e-14
18,60.000000397807746,-2.969846590872294e-14
19,60.00000062921494,8.559125630469566e-14
20,60.00000071934579,8.734679646238419e-14
21,60.000000659827826,6.77721767594619e-14
22,60.000000603268155,2.3342439092743916e-14
23,60.00000057436374,3.6637359812630166e-14
24,60.00000054086537,-6.030592691885772e-14
