investor,hour,node,lambda_best_response_eur_per_mwh,lambda_joint_eur_per_mwh,difference_eur_per_mwh
I1,1,N1,60.00000048297111,59.99999999788284,4.850882717732929e-07
I1,1,N2,60.00000042051127,59.99999999677804,4.2373323339006674e-07
I1,1,N3,60.000000486208705,59.99999999791502,4.882936863737086e-07
I1,1,N4,60.000000492901265,59.99999999804713,4.94854134558409e-07
I1,1,N5,60.000000498185685,59.99999999813305,5.000526357434865e-07
I1,1,N6,60.00000049352474,59.99999999804954,4.954751986474548e-07
I1,1,N7,60.000000465522305,59.99999999755726,4.6796504449275744e-07
I1,1,N8,60.000000483416144,59.99999999784827,4.855678739090763e-07
I1,1,N9,60.00000048687633,59.9999999979254,4.889509312988594e-07
I1,2,N1,60.00000042062164,59.999999997133855,4.234877835074258e-07
I1,2,N2,60.00000035680423,59.999999996030915,3.607733134458613e-07
I1,2,N3,60.00000042680906,59.999999997243705,4.2956535395433093e-07
I1,2,N4,60.00000042976998,59.99999999729311,4.324768738683815e-07
I1,2,N5,60.000000433793204,59.99999999736335,4.364298504810904e-07
I1,2,N6,60.00000043140733,59.999999997322526,4.340848036576972e-07
I1,2,N7,60.000000401815264,59.99999999681014,4.05005124548552e-07
I1,2,N8,60.00000042186611,59.999999997158554,4.247075580110504e-07
I1,2,N9,60.00000042681307,59.999999997243705,4.295693614153606e-07
I1,3,N1,60.00000007298803,59.99999999154419,8.144383656372156e-08
I1,3,N2,60.000000006524026,59.99999999039532,1.612870903500152e-08
I1,3,N3,60.00000007690216,59.99999999165425,8.524791184072456e-08
I1,3,N4,60.000000080974,59.999999991683254,8.929074368779766e-08
I1,3,N5,60.00000008379269,59.9999999917326,9.206009110585e-08
I1,3,N6,60.000000081859234,59.999999991699625,9.015960955593982e-08
I1,3,N7,60.00000005153506,59.99999999117454,6.036052013769222e-08
I1,3,N8,60.000000071676354,59.9999999915244,8.015195618327198e-08
I1,3,N9,60.00000007690617,59.99999999161457,8.529159600811909e-08
I1,4,N1,59.99998591520016,59.99999989935413,-1.39841539663621e-05
