iteration,investor,termination,solve_seconds,profit_belief_eur_per_day,strong_duality_gap,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,max_undamped_delta_power_mw
1,I1,optimal,5.304480799939483,16076.803438924531,0.010957792692352086,119.39971608353339,329.6158869143701,5.593688957483982,10.13451169657134,79.90984224977119
1,I2,optimal,6.633655400015414,7321.569198528061,0.010946711525321007,96.09757000574619,220.76635438088158,4.027602203229861,4.027602246459899,57.53717433185517
2,I1,optimal,7.332176300231367,13576.613369983326,0.010383110609836876,121.22895652723403,341.84569675151516,0.6999999186391198,0.6999998741413,17.26115213351111
2,I2,optimal,5.249204100109637,6642.731694030878,0.010944939916953444,92.97301427716343,219.27089435221671,0.699999959485883,0.699999960292281,5.584887531973848
3,I1,optimal,5.743416899815202,13362.731887858896,0.010953617107588798,120.2915862556822,341.39705020667435,0.6300013516705134,0.6300013379013656,1.6754631853369801
3,I2,optimal,4.770813500043005,6572.741810602815,0.010940223524812609,93.12898962446874,218.03257224956894,0.6300000210174446,0.6300000217513158,3.5296530864153084
4,I1,optimal,7.759679599665105,13456.376060625618,0.010944446723442525,121.08435960045549,344.79732376855156,3.06472261794299,3.0647226120918183,4.378175168489986
4,I2,optimal,7.4938220996409655,6628.716125766442,0.010230927262455225,94.01546697191861,218.85312573256903,0.18899944300662416,0.18899922722438312,2.021500362392164
5,I1,optimal,6.691043599974364,13516.132029983133,0.010945280373562127,123.59111523803786,350.45434795088295,1.8236532014197053,1.8236532011145405,8.68768354713802
5,I2,optimal,6.44749049982056,6711.190836830234,0.010940866719465703,96.05119051726253,221.0166889634886,0.7180066834031124,0.7180066416253632,2.575722739029594
6,I1,optimal,10.69259659992531,13599.984842464339,0.010950004565529525,126.80896136706103,357.90048052580914,0.6575638095120184,0.6575638096064594,8.84526805283181
6,I2,optimal,6.25465859984979,7020.194238401795,0.01032535667764023,86.31204289954316,246.48360144361342,0.5593055040622634,0.5593054568128049,19.913873302251424
7,I1,optimal,5.801045299973339,13071.356380536774,0.010959848528727889,125.51195651399435,403.19399988751206,0.662430310533618,0.6624303106530907,14.770103813025242
7,I2,optimal,5.075891900341958,7113.177735291724,0.010957249556668103,85.32748743141724,256.9364005733996,0.1677915301955335,0.1677915755553715,1.6684983713721806
8,I1,optimal,5.465647799894214,13087.95233964287,0.010962517408188432,125.81814716494934,417.6176201963674,0.5726058079307503,0.5726058082368236,5.349964178813821
8,I2,optimal,7.0005966001190245,7120.905255674987,0.01096239808248356,85.48305966462348,260.30552535766,0.05033757961305816,0.05033759316202932,1.0977570798154375
9,I1,optimal,5.182297899853438,13089.378961060265,0.010061031382065266,125.24477986202817,422.07183731994843,0.5031229222916914,0.2393076763654936,1.6184881215558926
9,I2,optimal,5.611035699956119,7095.0795898429005,0.010961788066197187,84.84909552250592,260.3713928720511,0.017981167784527678,0.017981168055279224,1.0254370592763564
10,I1,optimal,9.13901749998331,13107.758711801262,0.010962823871523142,126.15886333397198,424.049959378889,0.3319776503737345,0.025921896395767783,0.9687746944969717
10,I2,optimal,5.556725800037384,7100.456573738616,0.010949662537313998,84.88689742828245,260.590649404915,0.04763087193975204,0.047630869857975294,0.2906324083490901
11,I1,optimal,5.6730272001586854,13109.866115080711,0.010962366359308362,126.43526043051185,424.7079910213575,0.1566990205679758,0.06519364661455795,0.3336165553290953
11,I2,optimal,5.606452000327408,7101.049619982734,0.01094978564651683,84.89917217217973,260.6757927175161,0.05241802881314216,0.052418028188608794,0.07488289830448883
12,I1,optimal,5.402665500063449,13110.04872935248,0.010029956232756376,126.51817688174869,424.9109116778536,0.046875779024985,0.024408055529472054,0.11543836792307638
12,I2,optimal,8.865081599913538,7101.107496590557,0.010949755844194442,84.90313561729612,260.70328827516823,0.019633503693240337,0.019633503505880293,0.02804786241891477
13,I1,optimal,7.072858499828726,13110.069758116326,0.010962356405798346,126.54316562382903,424.9724562660543,0.014049832834489651,0.007759282956172459,0.03622162988813393
13,I2,optimal,6.835249499883503,7101.111961946539,0.010949547868221998,84.90432256821337,260.71165520979355,0.18803364907164039,0.18803364892111588,0.268619498673772
14,I1,optimal,6.165433099959046,13110.070902440144,0.010962811473291367,126.55064970116074,424.9909454304148,0.004196101315356092,0.002349308602881904,0.010969885514727329
14,I2,optimal,5.499296799767762,7101.112526381354,0.010949781688395888,84.90469757441556,260.71418155608234,0.13162577753224863,0.13162577756719152,0.18803682504606947
15,I1,optimal,6.7274517002515495,13110.070914365973,0.010962799889966846,126.55289023138431,424.99648938891045,0.001254715236304604,0.0007042847373310372,0.0032939714610626947
15,I2,optimal,6.875023300293833,7101.112684708066,0.010943999921437353,84.90481683486877,260.7149466068311,0.039490058642082326,0.039490057956677024,0.056414369488689046
16,I1,optimal,7.271381299942732,13110.070828728185,0.010960189392790198,126.5535583941839,424.99814710679976,0.0003738452663326239,0.00020903961109756898,0.000982677745144711
16,I2,optimal,7.697763199917972,7101.112456564862,0.010949089366476983,84.90484629001301,260.71516643500206,0.011846992411837187,0.011846991552522203,0.016924274874053125
17,I1,optimal,5.9530425001867115,13110.070940286481,0.010962676838971674,126.55376143192359,424.9986491913592,0.00011318600203043495,6.377303550806069e-05,0.00029762834079738454
17,I2,optimal,6.358195700217038,7101.087336223525,0.010949880932457745,84.90399789913238,260.7140192852688,0.003553863152758026,0.0035538627871062834,0.0050769473610828945
