hour,node,demand_mw,generation_mw,p_charge_mw,p_discharge_mw,storage_net_injection_mw,load_shed_mw,net_injection_mw,lambda_eur_per_mwh
1,N1,0.0,344.5000032027044,1.3610545143763136e-07,7.23816559955587e-08,-6.372379544207266e-08,0.0,344.5000031389806,67.15000063225074
1,N2,0.0,0,2.739256706897113,4.226099363376714e-08,-2.739256664636119,0.0,-2.7392566646361196,67.15000067459698
1,N3,0.0,107.4688183035761,6.396118026984649e-08,2.335140822246915e-07,1.6955290195484502e-07,0.0,107.468818473129,67.15000065664589
1,N4,0.0,0,1.3646538415358104e-07,7.231251753931354e-08,-6.41528666142675e-08,0.0,-6.415286661426386e-08,67.15000065835854
1,N5,371.25,0,1.705850416000598e-07,6.260438722365205e-08,-1.0798065437640775e-07,0.0,-371.25000010798067,67.15000067470137
1,N6,35.64,0,8.196649156749716e-08,1.1901273885003505e-07,3.7046247282537894e-08,0.0,-35.63999996295375,67.15000066030963
1,N7,0.0,0,2.739565413606989,4.226099363774503e-08,-2.739565371345995,0.0,-2.739565371345995,67.15000067453929
1,N8,39.6,0,5.735031361420525e-08,4.4722396966234737e-07,3.8987365604814213e-07,0.0,-39.599999610126346,67.15000066939629
1,N9,0.0,0,6.399158578920345e-08,2.3307775962608005e-07,1.690861738368766e-07,0.0,1.690861738368766e-07,67.15000065892306
2,N1,0.0,348.4375032420794,1.32405322972666e-07,7.377811351611032e-08,-5.862720945655567e-08,0.0,348.4375031834522,67.15000062205813
2,N2,0.0,0,2.714986455133248,4.226099365895033e-08,-2.7149864128722543,0.0,-2.7149864128722547,67.15000066542224
2,N3,0.0,83.18777753295007,6.307514220140878e-08,2.453141909556231e-07,1.8223904875421435e-07,0.0,83.18777771518911,67.15000065112218
2,N4,0.0,0,1.3277299856178022e-07,7.369644535490932e-08,-5.9076553206870896e-08,0.0,-5.90765532068709e-08,67.15000065033126
2,N5,354.375,0,1.6609802880162124e-07,6.34615130751757e-08,-1.0263651572644553e-07,0.0,-354.3750001026365,67.15000066535093
2,N6,34.02,0,7.96157403459995e-08,1.2473110972930027e-07,4.511536938330077e-08,0.0,-34.01999995488464,67.15000065322211
2,N7,0.0,0,2.7152950148760198,4.2260993663745385e-08,-2.715294972615026,0.0,-2.7152949726150264,67.15000066536685
2,N8,37.8,0,5.679856677664587e-08,4.784894861877962e-07,4.216909194111504e-07,0.0,-37.79999957830908,67.1500006612743
2,N9,0.0,0,6.310334827644445e-08,2.448561204731081e-07,1.8175277219666368e-07,0.0,1.8175277219666368e-07,67.15000065282901
3,N1,0.0,352.3750032814544,1.2911958354451683e-07,7.512453712869781e-08,-5.399504641581902e-08,0.0,352.3750032274594,67.15000061200607
3,N2,0.0,0,2.729809268328199,4.226099366214812e-08,-2.7298092260672053,0.0,-2.7298092260672058,67.15000065736808
3,N3,0.0,65.7499300558908,6.210260081410714e-08,2.6000508080580606e-07,1.979024799916989e-07,0.0,65.74993025379328,67.15000064539005
3,N4,0.0,0,1.294926690610016e-07,7.50306946931813e-08,-5.4461974367820285e-08,0.0,-5.446197436782032e-08,67.15000064280065
3,N5,343.125,0,1.6258786177424865e-07,6.417724963018441e-08,-9.841061214406424e-08,0.0,-343.1250000984106,67.15000065713873
