iteration,regularization_stage,dual_tikhonov_gamma,proximal_coefficient_eur_per_mw2_day,complementarity_epsilon,investor,termination,solve_seconds,preparation_seconds,attempt_count,retry_status,optimistic_mpec_profit_eur_per_day,max_access_shadow_price_eur_per_mw_day,strong_duality_gap,max_complementarity_product,sum_complementarity_products,max_original_nodal_balance_residual_mw,total_absolute_original_nodal_balance_residual_mwh,max_hourly_system_balance_residual_mw,signed_primal_dual_gap_eur_per_day,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,abs_capacity_step_mw_equivalent,abs_offer_step_mw,abs_price_step_eur_per_mwh,converged_sweep_streak,max_undamped_delta_power_mw,max_undamped_delta_energy_mwh,max_undamped_rel_delta_power,max_undamped_rel_delta_energy,undamped_capacity_residual_mw_equivalent,undamped_offer_residual_mw,undamped_price_residual_eur_per_mwh
1,1,0.001,0.0,,I1,optimal,8.249111499870196,3.1188089000061154,1,not_needed,18819.567599893664,0.0,5.005858838558197e-08,0.0,0.0,0.060000000608882206,11.391066447912692,0.5400000054707814,-5.005858838558197e-08,46.795537642949796,136.80332381463109,26.99080391178255,35.63468359526982,,,,,107.9632156471302,285.07746876215856,107.9632156471302,142.53873438107928,,,
1,1,0.001,0.0,,I2,optimal,12.498096600174904,3.15151230012998,1,not_needed,17873.28633107108,0.0,4.557659849524498e-08,0.0,0.0,0.060000000614725935,11.391066446329042,0.5400000055224266,-4.557659849524498e-08,46.79553762698016,136.80332377037564,24.44473717211584,32.73954613140248,,,,,97.77894868846336,261.9163690512198,97.77894868846336,130.9581845256099,,,
1,1,0.001,0.0,,I3,optimal,11.698668600060046,3.1559887998737395,1,not_needed,124196.8894264532,0.0,3.696768544614315e-07,0.0,0.0,0.060000000590540975,11.744830341968957,0.5400000053143409,-3.696768544614315e-07,33.002967251533725,116.31068620077201,12.76705197422123,19.505797296441852,,,,,51.06820789688492,156.04637837153481,51.06820789688492,78.02318918576741,,,
1,1,0.001,0.0,,I4,optimal,10.835756700020283,3.096817900193855,1,not_needed,183784.52362433475,0.0,5.5588316172361374e-08,0.0,0.0,0.060000000590197215,12.179483679465832,0.5400000053116193,-5.5588316172361374e-08,46.83403280468509,136.98291925448655,21.516158633106834,31.368615416230647,,,,,86.06463453242733,250.94892332984517,86.06463453242733,125.47446166492259,,,
2,1,0.001,0.0,,I1,optimal,92.44616970000789,7.849278399953619,1,not_needed,5389.1396291838255,0.0,1.1059455573558807e-08,0.0,0.0,0.06000000061429926,11.391066415410663,0.5400000055202943,-1.1059455573558807e-08,50.23405628801001,141.88169917223638,0.7098603383788045,1.328858914926202,,,,,4.5754347334923295,10.630871319409618,2.839441353515218,5.315435659704809,,,
2,1,0.001,0.0,,I2,optimal,18.439716499997303,7.961009800201282,1,not_needed,5113.738065767508,1.0718228851575651e-07,7.683411240577698e-09,0.0,0.0,0.060000000617032374,11.391066419209398,0.5400000055446825,-7.683411240577698e-09,50.23405622946806,141.8815871448164,0.2488078208272015,0.2481569626152008,,,,,9.75993433718116,18.50055438874557,0.995231283308806,0.9926278504608034,,,
2,1,0.001,0.0,,I3,optimal,25.582233200082555,6.849804899888113,1,not_needed,125485.52486202898,0.0,5.50062395632267e-08,0.0,0.0,0.060000000590746505,12.183878375734828,0.5400000053155736,-5.50062395632267e-08,36.47623625883791,121.55503456700961,0.9391135377111454,0.5714928353606807,,,,,22.286316061803454,50.77697387185848,3.7564541508445806,2.2859713414427234,,,
2,1,0.001,0.0,,I4,optimal,19.523340499959886,7.216743000084534,1,not_needed,186013.8584184096,5.3834836630675784e-08,7.275957614183426e-09,0.0,0.0,0.06000000060085845,12.160972736642245,0.5400000053813799,7.275957614183426e-09,50.31106078041953,142.2413129937184,0.2499937429710405,0.24999201245796715,,,,,10.111854133263579,23.597079797140502,0.9999749718841618,0.9999680498318682,,,
3,1,0.001,0.0,,I1,optimal,12.473577599972486,7.791687799850479,1,not_needed,4863.947649420445,1.3392593107625143e-08,4.132743924856186e-09,0.0,0.0,0.06000000061147346,11.391066417924929,0.5400000054945828,4.132743924856186e-09,50.21574134955291,141.79511743072513,0.1982437639201693,0.23525221133606475,,,,,0.9196662637006057,3.4181747865606695,0.7929750556806769,0.9410088453442585,,,
3,1,0.001,0.0,,I2,optimal,20.056733699981123,7.782185199903324,1,not_needed,4618.243907045466,0.0,8.731149137020111e-10,0.0,0.0,0.06000000061015968,11.39106641572099,0.5400000054819961,8.731149137020111e-10,50.21574124295046,141.7950052777541,0.21935691164397128,0.20245483655840596,,,,,1.7291075776923535,3.642074025921005,0.8774276465758851,0.8098193462336236,,,
