hour,lambda_system,system_net_injection_residual_mw
1,67.15000058767434,-2.5146174736916945e-14
2,67.15000056022718,-9.57895160489785e-15
3,67.15000051543828,5.0850575261595726e-14
4,67.15000046169445,-6.327179976053709e-14
5,67.1500005295709,4.407377177946679e-14
6,67.15000059218318,5.561499482361324e-16
7,67.15000063079064,-1.1138083298024268e-15
8,67.15000064147746,1.6787058546296284e-14
9,67.150000614625,3.6864697844079944e-14
10,60.00000063271848,-3.8911758684247026e-15
11,60.00000058484296,-4.716641609836455e-14
12,60.00000057213316,-4.4139306480367837e-14
13,60.00000054318916,3.3343714231241826e-14
14,60.00000051694973,-1.4861156001885257e-15
15,60.00000050972988,1.4272498808487856e-15
16,60.00000056833652,1.051637249674484e-14
17,60.00000060353784,4.560632805210112e-15
18,67.15000058645457,7.49925510408074e-14
19,67.1500004210227,1.6460869414091544e-14
20,67.15000044960233,3.274259874490731e-14
21,67.15000063497146,5.570190670380908e-14
22,67.15000062948533,2.6902095080049893e-14
23,67.15000061134477,5.399057655729976e-14
24,67.15000059720687,-8.38174197588904e-15
