Time,Node,Load_MW,RES_MW,RES_Act_MW,RES_Curtail_MW,Conv_MW,Import_MW,Export_MW,Price_EUR,aFRR_Price_Up_EUR,aFRR_Price_Down_EUR,Flow_L12_MW,Limit_L12_MW,Flow_L14_MW,Limit_L14_MW,Flow_L15_MW,Limit_L15_MW,Flow_L23_MW,Limit_L23_MW,Flow_L34_MW,Limit_L34_MW,Flow_L45_MW,Limit_L45_MW,I1_Power_MW,I1_SOC_Perc,I1_Ch_MW,I1_Dis_MW,I1_R_Up_MW,I1_R_Down_MW,I2_Power_MW,I2_SOC_Perc,I2_Ch_MW,I2_Dis_MW,I2_R_Up_MW,I2_R_Down_MW,I3_Power_MW,I3_SOC_Perc,I3_Ch_MW,I3_Dis_MW,I3_R_Up_MW,I3_R_Down_MW,I4_Power_MW,I4_SOC_Perc,I4_Ch_MW,I4_Dis_MW,I4_R_Up_MW,I4_R_Down_MW,Total_BESS_Power_MW
3,N1,39.54,370.0,370.0,0,599.7871256675037,0.0,896.6254058752396,62.060005700288436,644.6173538025682,644.7753332535325,391.82463540969945,400,242.93682769757825,400,261.86394276796193,400,113.3812379895657,400,-163.28316711425882,240,-192.23401778759,240,-9.035099710192737,235.56892623615636,12.793586341745655,3.7584866315529184,2.1582300993313126,2.28199651154729,-8.333231516243359,0.0,8.621301631780927,0.28807011553756895,1.8949873709882081,1.9665781479851887,-8.183557595314895,0.0,8.922410037820832,0.7388524425059364,1.8916953572793564,1.9646532880839414,-8.061843691957382,0.0,8.97435983917958,0.9125161472221998,1.8941499076245925,1.9829007913028198,-33.61373251370837
3,N2,237.24,0.0,0.0,0,0.0,278.44339742013364,0.0,62.4559673708297,644.6173538025682,644.7753332535325,391.82463540969945,400,242.93682769757825,400,261.86394276796193,400,113.3812379895657,400,-163.28316711425882,240,-192.23401778759,240,-10.637768635998595,232.78405111315686,13.93809268549338,3.3003240494947854,2.184959649291922,1.9425178874570812,-10.405925102251711,0.0,10.697334476592463,0.29140937434075276,1.894362549619571,1.7799547987245896,-9.986063705380927,0.0,10.700887076901164,0.7148233715202383,1.895682162748066,1.803431941025126,-10.173639976531833,0.0,11.045298780070937,0.871658803539104,1.8916281632397496,1.769205772177534,-41.203397420163064
3,N3,237.24,0.0,0.0,0,0.0,276.6644051038244,0.0,62.3981700521934,644.6173538025682,644.7753332535325,391.82463540969945,400,242.93682769757825,400,261.86394276796193,400,113.3812379895657,400,-163.28316711425882,240,-192.23401778759,240,-10.32148433342301,247.25090080825458,13.679002254684557,3.357517921261547,2.1863782407629917,1.9891492757656934,-9.801840921300911,0.0,10.093168487398255,0.2913275660973448,1.8940975910770472,1.8263506701252692,-9.619093131594385,0.0,10.339671654891214,0.7205785232968291,1.8935221942673626,1.8362386837536793,-9.6819867175356,0.0,10.56219331196224,0.8802065944266405,1.8922623245109487,1.8215196859772593,-39.42440510385391
3,N4,237.24,0.0,0.0,0,0.0,271.88767837090955,0.0,62.2036042566204,644.6173538025682,644.7753332535325,391.82463540969945,400,242.93682769757825,400,261.86394276796193,400,113.3812379895657,400,-163.28316711425882,240,-192.23401778759,240,-9.18533899463255,238.94276347864073,12.829074231936481,3.643735237303931,2.1697970159465063,2.1788953627097736,-8.597296614605366,0.0,8.887465783329672,0.29016916872430637,1.8945009546298877,1.9354592538666093,-8.472515277686748,0.0,9.209804261239317,0.7372889835525684,1.8928770629215128,1.9292326234050852,-8.3925274840136,0.0,9.297561614252842,0.9050341302392428,1.8948790174848613,1.9391940594435608,-34.64767837093826
3,N5,39.54,0.0,0.0,0,0.0,69.62992498037195,0.0,62.1174019122526,644.6173538025682,644.7753332535325,391.82463540969945,400,242.93682769757825,400,261.86394276796193,400,113.3812379895657,400,-163.28316711425882,240,-192.23401778759,240,-5.905873433728168,228.78419184531583,10.312263132433339,4.406389698705171,2.133913291177884,2.439501965860741,-8.270395160919865,0.0,8.558471443344693,0.28807628242482886,1.8957210589340012,1.964199134025432,-8.212241390041008,0.0,8.947531077803085,0.7352896877620767,1.9009468214981624,1.9407885951271808,-8.078835642632066,0.0,8.987418001717181,0.9085823590851153,1.901786603289918,1.9619759974106075,-30.46734562732111
4,N1,37.8,354.83,354.83,0,599.3217643904597,0.0,881.6264966000366,46.473092429385204,644.6173538025682,644.7753332535325,385.39240950710536,400,238.05855839398166,400,258.17552869894956,400,110.84265800597254,400,-161.26758378576173,240,-188.035582205514,240,-9.267177776955563,251.95207009798426,12.959073280082517,3.691895503126955,2.1582300993313126,2.28199651154729,-8.644960284453258,0.0,8.936491747778428,0.2915314633251687,1.8949873709882081,1.9665781479851887,-8.489778411191192,0.0,9.225805617025154,0.7360272058339608,1.8916953572793564,1.9646532880839414,-8.312929159366321,0.0,9.219719605071068,0.9067904457047472,1.8941499076245925,1.9829007913028198,-34.714845631966334
4,N2,226.8,0.0,0.0,0,0.0,274.5497515011328,0.0,46.69725956509666,644.6173538025682,644.7753332535325,385.39240950710536,400,238.05855839398166,400,258.17552869894956,400,110.84265800597254,400,-161.26758378576173,240,-188.035582205514,240,-11.575102751298452,253.64467409699753,14.695839136429877,3.1207363851314236,2.184959649291922,1.9425178874570812,-12.221469522616072,0.0,12.510150687009421,0.2886811643933489,1.894362549619571,1.7799547987245896,-11.842523022630608,0.0,12.530674509554743,0.6881514869241349,1.895682162748066,1.803431941025126,-12.110656204620827,0.0,12.951684977172663,0.841028772551836,1.8916281632397496,1.769205772177534,-47.74975150116596
4,N3,226.8,0.0,0.0,0,0.0,272.11024179173404,0.0,46.671685200390925,644.6173538025682,644.7753332535325,385.39240950710536,400,238.05855839398166,400,258.17552869894956,400,110.84265800597254,400,-161.26758378576173,240,-188.035582205514,240,-11.363396843520459,267.69490535821336,14.53901341445311,3.175616570932652,2.1863782407629917,1.9891492757656934,-11.401148289456769,0.0,11.690858243667126,0.2897099542103575,1.8940975910770472,1.8263506701252692,-11.212903812603628,0.0,11.91061941902635,0.6977156064227231,1.8935221942673626,1.8362386837536793,-11.332792846186313,0.0,12.186435685781383,0.8536428395950696,1.8922623245109487,1.8215196859772593,-45.31024179176717
4,N4,226.8,0.0,0.0,0,0.0,264.82655681373404,0.0,46.56621603409736,644.6173538025682,644.7753332535325,385.39240950710536,400,238.05855839398166,400,258.17552869894956,400,110.84265800597254,400,-161.26758378576173,240,-188.035582205514,240,-10.28556861051549,257.28652934305944,13.771195801366842,3.4856271908513516,2.1697970159465063,2.1788953627097736,-9.404114588434393,0.0,9.695943684220161,0.29182909578576766,1.8945009546298877,1.9354592538666093,-9.229071705386731,0.0,9.955071753060508,0.7260000476737773,1.8928770629215128,1.9292326234050852,-9.107801909429577,0.0,9.998907853434176,0.891105944004599,1.8948790174848613,1.9391940594435608,-38.02655681376619
4,N5,37.8,0.0,0.0,0,0.0,70.1399464934356,0.0,46.520784102934094,644.6173538025682,644.7753332535325,385.39240950710536,400,238.05855839398166,400,258.17552869894956,400,110.84265800597254,400,-161.26758378576173,240,-188.035582205514,240,-6.873345406609798,240.55741923392108,11.054706960412396,4.181361553802598,2.133913291177884,2.439501965860741,-8.677304857929363,0.0,8.968487281367796,0.2911824234384337,1.8957210589340012,1.964199134025432,-8.601179716406909,0.0,9.331127793599357,0.7299480771924488,1.9009468214981624,1.9407885951271808,-8.408025322064052,0.0,9.309082108004436,0.9010567859403826,1.901786603289918,1.9619759974106075,-32.559855303010124
5,N1,38.58,367.41,367.41,0,599.6845298777289,0.0,892.5805131767913,54.20204790157403,644.873108121783,644.5122283613741,389.4082896163057,400,241.26541743560435,400,261.9068061248813,400,112.57994003503455,400,-162.41641752707704,240,-190.51397746946577,240,-10.036733402760618,269.8025459644252,13.631892726114417,3.595159323353799,2.815650219149269,2.1349828750535504,-8.723330084901372,0.0,9.013358024734346,0.29002793983297515,2.125525395172582,1.9359823414075876,-8.665877280325644,0.0,9.394946388477692,0.7290691081520478,2.1178874923670747,1.9375340524181988,-8.499037899734937,0.0,9.400437968367775,0.9014000686328388,2.1583850368135384,1.94197299375899,-35.92497866772257
5,N2,231.48000000000002,0.0,0.0,0,0.0,276.828349581271,0.0,54.50842183589126,644.873108121783,644.5122283613741,389.4082896163057,400,241.26541743560435,400,261.9068061248813,400,112.57994003503455,400,-162.41641752707704,240,-190.51397746946577,240,-10.929947504189968,273.2743365365415,14.134357916871629,3.204410412681661,1.3939161262463005,2.105797917917394,-11.701722861107825,0.0,11.99169934931718,0.28997648820935423,1.5086794399750576,1.8309216719177348,-11.229710512385072,0.0,11.933317786070338,0.7036072736852671,1.5137403215356917,1.8362324906817802,-11.486968703620088,0.0,12.342344463664565,0.855375760044478,1.465429499780246,1.8194111657912693,-45.34834958130295
5,N3,231.48000000000002,0.0,0.0,0,0.0,274.9963575621115,0.0,54.467516386669935,644.873108121783,644.5122283613741,389.4082896163057,400,241.26541743560435,400,261.9068061248813,400,112.57994003503455,400,-162.41641752707704,240,-190.51397746946577,240,-10.781040350531438,287.0326082448183,14.015032786402884,3.233992435871447,1.6084700747425253,2.1238064497646385,-11.07460598542065,0.0,11.364965079967163,0.2903590945465136,1.6672962356804433,1.8547863658704569,-10.776032933007123,0.0,11.484692630233667,0.7086596972265446,1.6771370934765906,1.8535309507302675,-10.884678293184274,0.0,11.748468560336018,0.8637902671517439,1.6435346653442091,1.8491292495541063,-43.51635756214348
5,N4,231.48000000000002,0.0,0.0,0,0.0,269.3629773779932,0.0,54.319564502357494,644.873108121783,644.5122283613741,389.4082896163057,400,241.26541743560435,400,261.9068061248813,400,112.57994003503455,400,-162.41641752707704,240,-190.51397746946577,240,-10.213893381963238,275.50151112772534,13.678836108689527,3.4649427267262896,2.4492379011265153,2.1832189267119744,-9.380345721741492,0.0,9.671424946339728,0.291079224598237,2.0536936835747426,1.9160748253523945,-9.200583994617789,0.0,9.925474406595095,0.7248904119773056,2.057973130213521,1.9132748925266323,-9.088154279701529,0.0,9.978621575546912,0.8904672958453835,2.0611314166843457,1.9210997973745967,-37.882977378024044
5,N5,38.58,0.0,0.0,0,0.0,71.39282865541558,0.0,54.25484232335515,644.873108121783,644.5122283613741,389.4082896163057,400,241.26541743560435,400,261.9068061248813,400,112.57994003503455,400,-162.41641752707704,240,-190.51397746946577,240,-7.089692130836078,252.758591411089,11.18622531820607,4.0965331873699915,2.563226968275555,2.2879971201069123,-8.712931374466187,0.0,9.002239536861213,0.28930816239502544,2.118159072365942,1.9349809358991321,-8.746276264282328,0.0,9.464698040380442,0.7184217760981142,2.1073655973277066,1.933953203710373,-8.560146904199721,0.0,9.451933991010405,0.8917870868106839,2.145675494785098,1.9434413007624378,-33.10904667378431
6,N1,42.36,320.42,320.42,0,599.8495205052144,0.0,865.8058736805999,71.40446243211453,644.873108121783,644.5122283613741,385.33142581388574,400,237.94017390178942,400,242.53427396492484,400,111.20075351039159,400,-161.4612766554888,240,-191.28491357706665,240,-3.3579005438294285,274.73274500815256,8.493004065054961,5.135103521225533,2.815650219149269,2.1349828750535504,-3.080043123915694,0.0,3.3747461700751273,0.2947030461594335,2.125525395172582,1.9359823414075876,-2.8221291994432502,0.0,3.7652917359657563,0.9431625365225059,2.1178874923670747,1.9375340524181988,-2.8365977215647495,0.0,3.9506047588877897,1.11400703732304,2.1583850368135384,1.94197299375899,-12.09667058875312
6,N2,254.16,0.0,0.0,0,0.0,274.13067230349407,0.0,71.62809444460277,644.873108121783,644.5122283613741,385.33142581388574,400,237.94017390178942,400,242.53427396492484,400,111.20075351039159,400,-161.4612766554888,240,-191.28491357706665,240,-5.830302630308944,283.0756072981297,10.066836918431797,4.2365342881228525,1.3939161262463005,2.105797917917394,-4.715361667044351,0.0,5.005961275378341,0.29059960833398935,1.5086794399750576,1.8309216719177348,-4.672845398970416,0.0,5.5083764931372645,0.8355310941668477,1.5137403215356917,1.8362324906817802,-4.752162607199662,0.0,5.747449834918772,0.9952872277191096,1.465429499780246,1.8194111657912693,-19.970672303523372
6,N3,254.16,0.0,0.0,0,0.0,272.6620301658802,0.0,71.60233797165222,644.873108121783,644.5122283613741,385.33142581388574,400,237.94017390178942,400,242.53427396492484,400,111.20075351039159,400,-161.4612766554888,240,-191.28491357706665,240,-5.582642297251687,296.35128071672756,9.879948781956456,4.297306484704769,1.6084700747425253,2.1238064497646385,-4.324085488748365,0.0,4.615446348619102,0.291360859870737,1.6672962356804433,1.8547863658704569,-4.278483277649838,0.0,5.127379178327445,0.8488959006776067,1.6771370934765906,1.8535309507302675,-4.316819102259405,0.0,5.329585289501057,1.0127661872416516,1.6435346653442091,1.8491292495541063,-18.502030165909293
6,N4,254.16,0.0,0.0,0,0.0,267.76381082336735,0.0,71.49630395984568,644.873108121783,644.5122283613741,385.33142581388574,400,237.94017390178942,400,242.53427396492484,400,111.20075351039159,400,-161.4612766554888,240,-191.28491357706665,240,-3.7384742601717385,281.235157715206,8.529864243659606,4.791389983487868,2.4492379011265153,2.1832189267119744,-3.3997373618618942,0.0,3.6929547299664502,0.293217368104556,2.0536936835747426,1.9160748253523945,-3.221514739346016,0.0,4.121912898426831,0.9003981590808148,2.057973130213521,1.9132748925266323,-3.2440844620149525,0.0,4.318330197719289,1.0742457357043371,2.0611314166843457,1.9210997973745967,-13.6038108233946
6,N5,42.36,0.0,0.0,0,0.0,51.249360387858246,0.0,71.4489869730724,644.873108121783,644.5122283613741,385.33142581388574,400,237.94017390178942,400,242.53427396492484,400,111.20075351039159,400,-161.4612766554888,240,-191.28491357706665,240,-0.4573999753117599,251.90339680486687,6.918075646932226,6.460675671620466,2.563226968275555,2.2879971201069123,-3.1293988026448614,0.0,3.4206767673760075,0.2912779647311462,2.118159072365942,1.9349809358991321,-2.9697681976118773,0.0,3.8663134367060596,0.8965452390941824,2.1073655973277066,1.933953203710373,-2.948627249869528,0.0,4.033953408365303,1.0853261584957752,2.145675494785098,1.9434413007624378,-9.505194225438027
7,N1,51.9,278.24,278.24,0,599.8781432947636,0.0,842.3791335684064,79.83193642329624,644.873108121783,644.5122283613741,398.6406651460966,400,247.9558107315451,400,195.78265769076475,400,118.33124131675243,400,-166.39472897600234,240,-211.6110315494302,240,3.4674526239819645,265.8926203402335,5.379876830007598,8.847329453989563,2.815650219149269,2.1349828750535504,5.7549754135627476,0.0,0.2976727050446945,6.052648118607442,2.125525395172582,1.9359823414075876,3.506110663311971,0.0,0.9057582679548386,4.41186893126681,2.1178874923670747,1.9375340524181988,3.438703640478705,0.0,1.0915690333599857,4.530272673838691,2.1583850368135384,1.94197299375899,16.16724234133539
7,N2,311.4,0.0,0.0,0,0.0,280.30942382934404,0.0,82.23841687112974,644.873108121783,644.5122283613741,398.6406651460966,400,247.9558107315451,400,195.78265769076475,400,118.33124131675243,400,-166.39472897600234,240,-211.6110315494302,240,9.143583481446123,262.5859345381548,3.5284834250920727,12.672066906538197,1.3939161262463005,2.105797917917394,7.099630472763811,0.0,0.2860826234634554,7.385713096227266,1.5086794399750576,1.8309216719177348,7.410865035591588,0.0,0.7474215095001999,8.158286545091787,1.5137403215356917,1.8362324906817802,7.436497180839882,0.0,0.9066100620479519,8.343107242887834,1.465429499780246,1.8194111657912693,31.090576170641405
7,N3,311.4,0.0,0.0,0,0.0,284.72597029275465,0.0,81.79909654770428,644.873108121783,644.5122283613741,398.6406651460966,400,247.9558107315451,400,195.78265769076475,400,118.33124131675243,400,-166.39472897600234,240,-211.6110315494302,240,7.329175482296007,279.65061056145464,3.889851136904902,11.219026619200909,1.6084700747425253,2.1238064497646385,6.542293328848269,0.0,0.28686944168888995,6.82916277053716,1.6672962356804433,1.8547863658704569,6.413372166081828,0.0,0.7671941674973328,7.180566333579161,1.6771370934765906,1.8535309507302675,6.389188730006244,0.0,0.9342109885137218,7.3233997185199655,1.6435346653442091,1.8491292495541063,26.674029707232346
7,N4,311.4,0.0,0.0,0,0.0,293.17211330497315,0.0,80.55440998488925,644.873108121783,644.5122283613741,398.6406651460966,400,247.9558107315451,400,195.78265769076475,400,118.33124131675243,400,-166.39472897600234,240,-211.6110315494302,240,3.2223677734344047,273.0702466907363,4.812670027102394,8.035037800536799,2.4492379011265153,2.1832189267119744,5.988080912523229,0.0,0.2908524802920569,6.2789333928152855,2.0536936835747426,1.9160748253523945,4.546005423424125,0.0,0.8314168391692631,5.377422262593388,2.057973130213521,1.9132748925266323,4.471432585636287,0.0,1.0169445323666624,5.4883771180029495,2.0611314166843457,1.9210997973745967,18.227886695018046
7,N5,51.9,0.0,0.0,0,50.37345290541499,0.0,15.828373858665387,79.98219816307447,644.873108121783,644.5122283613741,398.6406651460966,400,247.9558107315451,400,195.78265769076475,400,118.33124131675243,400,-166.39472897600234,240,-211.6110315494302,240,3.934819866589158,242.19656287755623,4.865278872919377,8.800098739508535,2.563226968275555,2.2879971201069123,5.887367837312884,0.0,0.29172339303405553,6.179091230346939,2.118159072365942,1.9349809358991321,3.822051602329404,0.0,0.8412947466290677,4.663346348958472,2.1073655973277066,1.933953203710373,3.7106816470104387,0.0,1.0468970734784278,4.757578720488866,2.145675494785098,1.9434413007624378,17.354920953241884
8,N1,59.7,214.23,214.23,0,599.8777967453575,0.0,762.882128836036,79.81349420381076,644.873108121783,644.5122283613741,398.92113443861746,400,252.6200864878461,400,111.34090790957265,400,114.6646193489278,400,-160.5525635509443,240,-234.58144170401536,240,-4.463875999846302,272.9082545707262,9.548110708342486,5.084234708496185,2.815650219149269,2.1349828750535504,6.021343063740233,0.0,0.29586046854721687,6.317203532287451,2.125525395172582,1.9359823414075876,3.555303000221791,0.0,0.8814436057702364,4.4367466059920275,2.1178874923670747,1.9375340524181988,3.367802521606075,0.0,1.0677121081281877,4.4355146297342625,2.1583850368135384,1.94197299375899,8.480572585721799
8,N2,358.2,0.0,0.0,0,0.0,284.25651508968946,0.0,83.65418313693334,644.873108121783,644.5122283613741,398.92113443861746,400,252.6200864878461,400,111.34090790957265,400,114.6646193489278,400,-160.5525635509443,240,-234.58144170401536,240,18.976233710891115,221.59986827353424,1.5210342610873298,20.497267971978445,1.3939161262463005,2.105797917917394,18.182733060064386,0.0,0.29880638468531334,18.4815394447497,1.5086794399750576,1.8309216719177348,18.374611023513005,0.0,0.5475654358123794,18.922176459325385,1.5137403215356917,1.8362324906817802,18.409907115827522,0.0,0.6637921083985984,19.07369922422612,1.465429499780246,1.8194111657912693,73.94348491029604
8,N3,358.2,15.05,15.05,0,0.0,275.217182899872,0.0,82.94244732872433,644.873108121783,644.5122283613741,398.92113443861746,400,252.6200864878461,400,111.34090790957265,400,114.6646193489278,400,-160.5525635509443,240,-234.58144170401536,240,17.68874083015408,241.34171262326737,1.8472498153966062,19.535990645550687,1.6084700747425253,2.1238064497646385,16.649204654910772,0.0,0.2988198727207663,16.94802452763154,1.6672962356804433,1.8547863658704569,16.82527048025573,0.0,0.5843027252524086,17.40957320550814,1.6771370934765906,1.8535309507302675,16.775614495962948,0.0,0.7124952483907846,17.488109744353732,1.6435346653442091,1.8491292495541063,67.93883046128352
8,N4,358.2,0.0,0.0,0,0.0,326.64896464091726,0.0,80.94940570175727,644.873108121783,644.5122283613741,398.92113443861746,400,252.6200864878461,400,111.34090790957265,400,114.6646193489278,400,-160.5525635509443,240,-234.58144170401536,240,7.299548955486663,256.3745208789368,4.107499216846093,11.407048172332756,2.4492379011265153,2.1832189267119744,9.427824839917822,0.0,0.2890413537812481,9.71686619369907,2.0536936835747426,1.9160748253523945,7.4422390078438525,0.0,0.7271777544281939,8.169416762272046,2.057973130213521,1.9132748925266323,7.381422555825269,0.0,0.8969697109193627,8.278392266744632,2.0611314166843457,1.9210997973745967,31.55103535907361
8,N5,59.7,0.0,0.0,0,170.66056486413632,0.0,123.24053379444265,80.03097128367264,644.873108121783,644.5122283613741,398.92113443861746,400,252.6200864878461,400,111.34090790957265,400,114.6646193489278,400,-160.5525635509443,240,-234.58144170401536,240,-2.039241239253637,244.54360149898565,7.6032461612920015,5.5640049220383645,2.563226968275555,2.2879971201069123,6.28263873697091,0.0,0.28949228970324625,6.572131026674156,2.118159072365942,1.9349809358991321,4.099170403253122,0.0,0.8153554387655033,4.914525842018626,2.1073655973277066,1.933953203710373,3.9374010293305437,0.0,1.0122817049746555,4.949682734305199,2.145675494785098,1.9434413007624378,12.279968930300939
