hour,line,flow_mw,limit_mw,abs_utilization,mu_upper_dual,mu_lower_dual
1,L14,364.50000324255876,400.0,0.9112500081063969,-7.423888516688202e-08,0.0
1,L45,316.9958910922248,400.0,0.7924897277305619,-2.6132217776815843e-08,0.0
1,L46,47.50411221067626,200.0,0.23752056105338132,-9.579526949676582e-09,2.094236183622269e-09
1,L69,11.86411288905017,200.0,0.059320564445250856,-5.875139130637901e-09,4.131040459748895e-09
1,L57,-54.25410884192536,400.0,0.1356352721048134,0.0,0.0
1,L93,-59.66105542705863,400.0,0.14915263856764657,0.0,0.0
1,L72,1.453698064509449e-06,400.0,3.6342451612736223e-09,0.0,0.0
1,L98,78.53338590372802,200.0,0.3926669295186401,-1.4901914745099943e-08,6.837354056620318e-10
1,L78,-54.25411674545277,200.0,0.27127058372726387,-1.7728527258036469e-09,1.0484838586902284e-08
2,L14,368.4375032819366,400.0,0.9210937582048415,-8.474789452965415e-08,0.0
2,L45,310.4679970346377,400.0,0.7761699925865941,-2.347946152084439e-08,0.0
2,L46,57.96950630764402,200.0,0.28984753153822007,-1.1024237192199733e-08,1.601786762095691e-09
2,L69,23.949506986188055,200.0,0.11974753493094027,-6.966334728743716e-09,3.365852985983765e-09
2,L57,-43.90700289951269,400.0,0.10976750724878173,0.0,0.0
2,L93,-36.301239008984325,400.0,0.09075309752246082,0.0,0.0
2,L72,1.4537094663665872e-06,400.0,3.634273665916468e-09,0.0,0.0
2,L98,67.0122691998699,200.0,0.3350613459993495,-1.2692255339825506e-08,1.1495303182929222e-09
2,L78,-43.907010803063265,200.0,0.21953505401531634,-2.2712634501487926e-09,9.132688410494918e-09
3,L14,372.3750033213815,400.0,0.9309375083034537,-9.825268479627164e-08,0.0
3,L45,306.7203221942071,400.0,0.7668008054855178,-2.2113895352975333e-08,0.0
3,L46,65.65468118758942,200.0,0.32827340593794707,-1.2233406440530895e-08,1.2637463863814928e-09
3,L69,32.714681871345434,200.0,0.16357340935672718,-7.859593643182388e-09,2.859180049597763e-09
3,L57,-36.40467773994933,400.0,0.09101169434987331,0.0,0.0
3,L93,-20.305548182201896,400.0,0.05076387045550474,0.0,0.0
3,L72,1.4546680909209917e-06,400.0,3.6366702273024792e-09,0.0,0.0
3,L98,59.39692774279454,200.0,0.2969846387139727,-1.1407905845204423e-08,1.4881709299657436e-09
3,L78,-36.404685646043426,200.0,0.18202342823021714,-2.6583281701801775e-09,8.262039179919958e-09
4,L14,375.0000033477688,400.0,0.937500008369422,-1.0961921658231996e-07,0.0
4,L45,305.20681128656486,400.0,0.7630170282164122,-2.1582488195727147e-08,0.0
4,L46,69.79319212175626,200.0,0.3489659606087813,-1.2948606791051158e-08,1.0886699504188463e-09
4,L69,37.393192816081445,200.0,0.18696596408040722,-8.378971377592087e-09,2.602749868764644e-09
4,L57,-32.293188647603586,400.0,0.08073297161900897,0.0,0.0
4,L93,-12.626769260089853,400.0,0.031566923150224635,0.0,0.0
4,L72,1.4565853015609921e-06,400.0,3.6414632539024803e-09,0.0,0.0
4,L98,55.95683512823308,200.0,0.2797841756411654,-1.0848664443323502e-08,1.6559531563191888e-09
4,L78,-32.29319655878501,200.0,0.16146598279392507,-2.879568429971094e-09,7.820414277470379e-09
5,L14,372.3750033217236,400.0,0.9309375083043091,-9.825268479327444e-08,0.0
5,L45,309.1554652826283,400.0,0.7728886632065708,-2.2986755605966537e-08,0.0
5,L46,63.21953809985237,200.0,0.31609769049926184,-1.1833424861839906e-08,1.3692645831042542e-09
5,L69,29.73953881078066,200.0,0.14869769405390332,-7.544826240008455e-09,3.0274638320095477e-09
5,L57,-39.594534651558114,400.0,0.09898633662889528,0.0,0.0
5,L93,-24.46933147242355,400.0,0.061173328681058875,0.0,0.0
5,L72,1.4594839856360764e-06,400.0,3.648709964090191e-09,0.0,0.0
5,L98,61.317145853506965,200.0,0.3065857292675348,-1.1732541666854047e-08,1.396813093239559e-09
5,L78,-39.59454257041562,200.0,0.1979727128520781,-2.491198204668566e-09,8.621488394262067e-09
6,L14,364.5000032432462,400.0,0.9112500081081155,-7.423888519078043e-08,0.0
6,L45,321.78255057686135,400.0,0.8044563764421534,-2.8381958029349588e-08,0.0
6,L46,42.71745272741468,200.0,0.2135872636370734,-8.9767795254079e-09,2.3362682417918865e-09
6,L69,5.997453462149776,200.0,0.029987267310748883,-5.390548270360762e-09,4.538512381965852e-09
6,L57,-60.717449357349025,400.0,0.15179362339337257,0.0,0.0
6,L93,-67.32699550591481,400.0,0.16831748876478703,0.0,0.0
6,L72,1.4634001574007375e-06,400.0,3.658500393501844e-09,0.0,0.0
6,L98,81.89263678949347,200.0,0.40946318394746734,-1.5700329653168206e-08,5.432103222307345e-10
6,L78,-60.717457286548175,200.0,0.30358728643274085,-1.4835752895143117e-09,1.1423883716935054e-08
7,L14,351.3750031123373,400.0,0.8784375077808433,-5.150088289507754e-08,0.0
7,L45,348.3824471359115,400.0,0.8709561178397788,-4.841653992264371e-08,0.0
7,L46,2.9925560377965224,200.0,0.014962780188982611,-5.146838949060509e-09,4.762894117948426e-09
7,L69,-35.411568191103356,200.0,0.17705784095551677,-2.680297866560909e-09,8.216505472906276e-09
