investor,node,power_mw,energy_mwh
I1,N1,0.0,0.0
I1,N2,0.0,0.0
I1,N3,0.0008427037939089753,0.001928116659597333
I1,N4,0.0,0.0
I1,N5,0.0,0.0
I1,N6,0.009627370343540607,0.02009706536270961
I1,N7,0.0,0.0
I1,N8,0.000772903995737429,0.001865582215051934
I1,N9,0.000322441748246854,0.0009092562908647195
I2,N1,0.0,0.0
I2,N2,0.0,0.0
I2,N3,0.00026775208387400004,0.0006893219033347754
I2,N4,0.0,0.0
I2,N5,0.0,0.0
I2,N6,3.1790405074942663,9.304592900973276
I2,N7,0.0,0.0
I2,N8,0.01168597811914972,0.04765133631111135
I2,N9,0.40949885165980415,0.8583395342783839
I3,N1,0.0,0.0
I3,N2,0.0,0.0
I3,N3,23.901410284935366,83.88617301070933
I3,N4,0.0,0.0
I3,N5,0.0,0.0
I3,N6,22.773777377908573,67.21307636621071
I3,N7,0.0,0.0
I3,N8,9.507746527006525,23.667136486170115
I3,N9,3.1119162759338197,8.738264270888534
I4,N1,6.671196904284842,13.342393843934836
I4,N2,0.0,0.0
I4,N3,26.34273750353576,78.13840105071665
I4,N4,13.9562150981494,27.912430231599597
I4,N5,0.0,0.0
I4,N6,28.231437893365484,100.81906450726183
I4,N7,0.0,0.0
I4,N8,46.701910552694656,103.28246394928726
I4,N9,28.076097088724172,78.9542855266632
