sweep,investor,termination,optimal,solve_seconds,best_feasible_objective,best_objective_bound,profit_eur_per_day,old_power_mw,best_response_power_mw,new_power_mw,old_energy_mwh,best_response_energy_mwh,new_energy_mwh,max_raw_deviation_mw,max_raw_deviation_mwh,max_iterate_change_mw,max_iterate_change_mwh,max_raw_bid_deviation_eur_per_mwh,max_iterate_bid_change_eur_per_mwh
1,I1,optimal,True,3.9736153000267223,,,19006.682827733533,0.0,187.1821518343179,46.795537626521046,0.0,547.1949727302024,136.79874248380526,58.21985608592864,167.07010506227806,14.55496402148216,41.767526265569515,495.7291302839536,123.9322825709884
1,I2,optimal,True,14.577798700076528,,,18060.429990209974,0.0,187.18215037271966,46.795537593179915,0.0,547.1949698868559,136.79874247171398,58.21985608592864,167.07010506227806,14.55496402148216,41.767526265569515,495.7291302839536,123.9322825709884
1,I3,optimal,True,6.125566000002436,,,127904.74347021698,0.0,186.8025036143643,46.70062570006064,0.0,547.1949716077751,136.79874246804974,58.21985608592864,167.07010506227806,14.55496402148216,41.767526265569515,495.7291302839536,123.9322825709884
1,I4,optimal,True,7.659509899909608,,,207620.47352707302,0.0,207.4268682435416,51.85671689800678,0.0,589.1420649607153,147.28551585430716,58.21985608592864,167.07010506227806,14.55496402148216,41.767526265569515,495.7291302839536,123.9322825709884
2,I1,optimal,True,3.7245899999979883,,,4666.555405872843,46.795537626521046,48.59048336883402,47.244273888160976,136.79874248380526,136.62414880803195,136.75509368776642,38.49302860084682,91.44857456765922,9.623257150211705,22.862143641914802,39.51007354315931,9.877518385789827
2,I2,optimal,True,3.9820550000295043,,,4445.480181378316,46.795537593179915,50.08798865847987,47.61865029857767,136.79874247171398,136.62414785698593,136.75509367317343,38.49302860084682,91.44857456765922,9.623257150211705,22.862143641914802,39.51007354315931,9.877518385789827
2,I3,optimal,True,9.378914100001566,,,128508.04774723206,46.70062570006064,51.58924214937706,47.92277959609216,136.79874246804974,151.177018356023,140.3933109832228,38.49302860084682,91.44857456765922,9.623257150211705,22.862143641914802,39.51007354315931,9.877518385789827
2,I4,optimal,True,16.203144300030544,,,208221.0220690119,51.85671689800678,131.78307567921482,71.83830647883298,147.28551585430716,325.8712094881831,191.9319389741783,38.49302860084682,91.44857456765922,9.623257150211705,22.862143641914802,39.51007354315931,9.877518385789827
3,I1,optimal,True,7.831511999946088,,,2949.4007708052613,47.244273888160976,35.55973620612411,44.32313920632858,136.75509368776642,85.8487607586315,124.02850990478275,12.154436649140738,42.31047094436428,3.038609162285187,10.57761773609107,441.74926969960575,110.43731742490144
3,I2,optimal,True,7.1876471999567,,,2797.922448256823,47.61865029857767,34.2019370778217,44.26447188349193,136.75509367317343,85.84875951887702,124.02850989296401,12.154436649140738,42.31047094436428,3.038609162285187,10.57761773609107,441.74926969960575,110.43731742490144
