iteration,investor,proximal_coefficient_eur_per_mw2_day,unpenalized_profit_eur_per_day,proximal_penalty_eur_per_day,strategic_epsilon_penalty,epsilon_penalty_eur_per_day,penalized_objective_eur_per_day
4,I1,0.0,4698.5896796328525,0.0,1e-06,0.008915119725641546,4698.580764513127
4,I2,0.0,1965.9280442619422,0.0,1e-06,0.02303344754735679,1965.905010814395
4,I3,0.0,143875.8759142058,0.0,1e-06,0.01800028840549877,143875.8579139174
4,I4,0.0,228829.8950570043,0.0,1e-06,2.305770645258332,228827.58928635903
5,I1,0.0,4715.437071831976,0.0,1e-06,0.01701877849323975,4715.420053053483
5,I2,0.0,4487.56261967033,0.0,1e-06,0.010206185539631754,4487.55241348479
5,I3,0.0,144426.46578316885,0.0,1e-06,0.6624659214200543,144425.80331724742
5,I4,0.0,230208.71266693866,0.0,1e-06,0.004899498723066716,230208.70776743995
6,I1,0.0,3861.4135222710233,0.0,1e-06,0.037352126280615974,3861.376170144743
6,I2,0.0,1486.1863437397071,0.0,1e-06,0.01753389843007699,1486.1688098412772
6,I3,0.0,144595.83422751765,0.0,1e-06,0.013988475064071573,144595.8202390426
6,I4,0.0,233967.8031459267,0.0,1e-06,0.1320973433555951,233967.67104858335
7,I1,0.0,2578.6736571589395,0.0,1e-06,0.0021146083716885875,2578.6715425505677
7,I2,0.0,3197.804402931679,0.0,1e-06,0.007192603806756382,3197.797210327872
7,I3,0.0,144426.09114045204,0.0,1e-06,0.4911873461993815,144425.59995310585
7,I4,0.0,230129.4061819629,0.0,1e-06,0.04256558923721965,230129.36361637365
8,I1,0.0,2099.887135937554,0.0,1e-06,0.00187158859145273,2099.8852643489627
8,I2,0.0,3547.8520097605874,0.0,1e-06,0.011328225296601114,3547.840681535291
8,I3,0.0,144840.81746565038,0.0,1e-06,0.012138356020468583,144840.80532729437
8,I4,0.0,232854.7167931064,0.0,1e-06,0.2709118996507729,232854.44588120675
9,I1,0.0,2378.885293823135,0.0,1e-06,0.013985388607353093,2378.8713084345272
9,I2,0.0,3052.4507199158957,0.0,1e-06,0.0070671499096268756,3052.443652765986
9,I3,0.0,145530.76586056696,0.0,1e-06,0.06831424870888322,145530.69754631826
9,I4,0.0,234927.63734289503,0.0,1e-06,0.2455638028431955,234927.3917790922
10,I1,0.0,2609.8521244223266,0.0,1e-06,0.0015321786833419838,2609.8505922436434
10,I2,0.0,2449.7573571462694,0.0,1e-06,1.733821158145845,2448.0235359881235
10,I3,0.0,145267.3174307937,0.0,1e-06,0.02747035607241509,145267.2899604376
10,I4,0.0,233626.40882497633,0.0,1e-06,0.20806469114730056,233626.2007602852
11,I1,0.0,3155.325227013968,0.0,1e-06,0.027863132906318436,3155.2973638810613
11,I2,0.0,2897.511677965877,0.0,1e-06,0.012844928208515164,2897.4988330376686
11,I3,0.0,144878.17863462016,0.0,1e-06,0.12282254009210641,144878.05581208007
11,I4,0.0,233826.19173157183,0.0,1e-06,0.015036573606727669,233826.17669499823
12,I1,0.0,1199.4181123841786,0.0,1e-06,0.03774984411474719,1199.3803625400637
12,I2,0.0,2129.0084767939243,0.0,1e-06,0.01995261410360906,2128.9885241798206
12,I3,0.0,144040.67231036705,0.0,1e-06,0.0016704992144646095,144040.67063986784
12,I4,0.0,235955.2964785055,0.0,1e-06,0.023016983131101714,235955.2734615224
13,I1,0.0,2168.4161986785502,0.0,1e-06,0.0014044529477139445,2168.4147942256027
13,I2,0.0,2005.4642508632342,0.0,1e-06,0.009025281423553851,2005.4552255818105
13,I3,0.0,143718.03229289694,0.0,1e-06,0.032103099212228946,143718.00018979772
13,I4,0.0,237293.95858459017,0.0,1e-06,0.4479826711163796,237293.51060191906
14,I1,0.0,289.44855829066387,0.0,1e-06,0.06366442802630604,289.38489386263757
14,I2,0.0,137.41535288187976,0.0,1e-06,0.17227038701760128,137.24308249486216
14,I3,0.0,144768.8447610573,0.0,1e-06,0.017014442251358265,144768.82774661505
14,I4,0.0,236830.18988184247,0.0,1e-06,0.011688205724808724,236830.17819363673
15,I1,0.0,1194.1675465073442,0.0,1e-06,0.04304736035280348,1194.1244991469914
15,I2,0.0,1118.440118233671,0.0,1e-06,0.05197199156988955,1118.3881462421011
15,I3,0.0,145720.16707318416,0.0,1e-06,0.0014178764566548517,145720.1656553077
15,I4,0.0,235921.35756598963,0.0,1e-06,0.05101714797513035,235921.30654884165
16,I1,0.0,196.54076133374653,0.0,1e-06,0.005210003749187075,196.53555132999733
16,I2,0.0,431.1508339872423,0.0,1e-06,0.008871478987788943,431.14196250825455
16,I3,0.0,145612.2141132606,0.0,1e-06,0.0015383936570925088,145612.21257486692
16,I4,0.0,227052.38234297707,0.0,1e-06,0.004606084147595691,227052.37773689293
17,I1,0.0,180.31041329898693,0.0,1e-06,0.0012918359919427977,180.309121462995
17,I2,0.0,230.35848952374488,0.0,1e-06,0.03850888598512368,230.31998063775976
17,I3,0.0,144316.5514290152,0.0,1e-06,0.0029651228449789177,144316.54846389237
17,I4,0.0,236039.5865186847,0.0,1e-06,1.5342490358223049,236038.05226964888
18,I1,0.0,297.24608383928637,0.0,1e-06,0.1759502167173817,297.070133622569
18,I2,0.0,106.16241579016733,0.0,1e-06,0.5943765368100217,105.56803925335731
18,I3,0.0,145916.01597258446,0.0,1e-06,0.24890641207725417,145915.76706617238
18,I4,0.0,235652.57259671847,0.0,1e-06,0.005203184678429885,235652.5673935338
19,I1,0.0,54.06712388257054,0.0,1e-06,0.18445115802707707,53.88267272454346
19,I2,0.0,114.62676967658521,0.0,1e-06,0.8029339432623886,113.82383573332282
19,I3,0.0,145888.85990464198,0.0,1e-06,0.04795070844310404,145888.81195393353
19,I4,0.0,234268.71204072703,0.0,1e-06,0.004990390208430794,234268.70705033682
20,I1,0.0,13.321638005609078,0.0,1e-06,0.058556325150071954,13.263081680459006
20,I2,0.0,-0.001938019580321791,0.0,1e-06,0.0012375750390772695,-0.0031755946193990606
20,I3,0.0,144129.4185785305,0.0,1e-06,0.00786676935426667,144129.41071176113
20,I4,0.0,237937.67491973742,0.0,1e-06,0.019367208451823433,237937.65555252897
21,I1,0.0,36.1429505090551,0.0,1e-06,0.7094465859921099,35.433503923062986
21,I2,0.0,-0.00955600138942681,0.0,1e-06,0.002091778168001918,-0.011647779557428729
21,I3,0.0,145992.38001425212,0.0,1e-06,0.03141715977751918,145992.34859709235
21,I4,0.0,238377.32356615824,0.0,1e-06,0.02410153922659771,238377.29946461902
22,I1,0.0,-0.00490789062739159,0.0,1e-06,0.34264757686501784,-0.34755546749240945
22,I2,0.0,-0.009508682180646408,0.0,1e-06,0.004652780633823073,-0.014161462814469481
22,I3,0.0,145385.68311176123,0.0,1e-06,0.028903363654260716,145385.65420839758
22,I4,0.0,240021.37568961966,0.0,1e-06,0.026299945657262846,240021.349389674
23,I1,0.0,-0.00947748209651899,0.0,1e-06,0.0019470909799560907,-0.01142457307647508
23,I2,0.0,-0.009742673114264088,0.0,1e-06,0.0015891231052788488,-0.011331796219542938
23,I3,0.0,146190.98949986402,0.0,1e-06,0.012262708982597667,146190.97723715505
23,I4,0.0,240048.91087629163,0.0,1e-06,0.6848216103797202,240048.22605468126
24,I1,0.0,-0.00954605841856234,0.0,1e-06,0.0025487189328525606,-0.012094777351414902
24,I2,0.0,-0.009737638283768854,0.0,1e-06,0.0016432853415037439,-0.011380923625272597
24,I3,0.0,146448.3500253329,0.0,1e-06,0.011102658410429385,146448.3389226745
24,I4,0.0,240614.46221887626,0.0,1e-06,0.09195407284278315,240614.3702648034
25,I1,0.0,-0.009693215207531664,0.0,1e-06,0.002333918322698192,-0.012027133530229855
25,I2,0.0,-0.009691558676601972,0.0,1e-06,0.0019663512684360783,-0.01165790994503805
25,I3,0.0,146803.770547964,0.0,1e-06,0.027838123325326744,146803.74270984068
25,I4,0.0,240761.669408087,0.0,1e-06,0.0021193457014494384,240761.6672887413
26,I1,0.0,-0.009894033836300123,0.0,1e-06,0.0026104322617105397,-0.012504466098010663
26,I2,0.0,-0.009670370186639273,0.0,1e-06,0.0017801880343827961,-0.011450558221022068
26,I3,0.0,147087.55933272015,0.0,1e-06,0.001321330886393494,147087.55801138925
26,I4,0.0,241075.5215298528,0.0,1e-06,0.0012515774001013635,241075.5202782754
27,I1,0.0,-0.009764503648624277,0.0,1e-06,0.0017196160527663614,-0.011484119701390638
27,I2,0.0,-0.009722797287317054,0.0,1e-06,0.001670105789542287,-0.011392903076859341
27,I3,0.0,146719.80272443334,0.0,1e-06,0.010707744899917987,146719.79201668844
