iteration,investor,termination,solve_seconds,optimistic_mpec_profit_eur_per_day,max_access_shadow_price_eur_per_mw_day,strong_duality_gap,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,abs_capacity_step_mw_equivalent,abs_offer_step_mw,abs_price_step_eur_per_mwh,converged_sweep_streak,max_undamped_delta_power_mw,undamped_capacity_residual_mw_equivalent,undamped_offer_residual_mw,undamped_price_residual_eur_per_mwh
4,I1,optimal,150.19819209999696,4698.5896796328525,3.4928985670848486e-07,0.0010010122787207365,42.573653281951444,132.06452513706728,0.24999561664937703,0.24999557190873875,2.269702014044925,1.9967808556951976,1.2807617127525068,0,6.572865297904208,9.078808056180499,7.987123422781056,5.123046851010028
4,I2,optimal,52.6371971999979,1965.9280442619422,3.31158531390881e-07,0.0016562695964239538,42.31475585173963,132.12657277923807,0.24999715669890002,0.24999712291741033,2.590076017380582,1.5215917861384654,3.548469419509404,0,8.532256295339863,10.360304070004906,6.086367144913458,14.193877678037612
4,I3,optimal,133.3721249999944,143875.8759142058,4.6961952078987945e-07,0.0016543142846785486,45.86057348415374,146.38077087963214,0.12832454273112617,0.12832452709027975,0.9188150783619965,1.554822400808713,2.708478307153742,0,3.1288367441079648,3.6752602846109643,6.21928959897836,6.030099772195007
4,I4,optimal,20.28870719999395,228829.8950570043,9.12272533750298e-05,0.0018262885278090835,66.22020498308252,206.43117202007355,0.24999770923622722,0.24999768198112948,2.5778713992843016,1.9202724372892712,37.118407151420044,0,6.941372751179246,10.311485597876501,7.6810897493547605,148.47362860568018
5,I1,optimal,85.56138209999335,4715.437071831976,3.159621903179472e-07,0.0011311357375234365,40.000692090782,127.62449647553674,0.24999533689832876,0.24999528020677805,2.090845498158441,1.497275821526679,1.5503946874772998,0,6.953720127879976,8.363381982147153,5.9891032831550355,6.2015787499092
5,I2,optimal,28.670778200001223,4487.56261967033,3.1349928487831365e-07,0.0003591033164411783,39.67728874111511,127.4878972197655,0.24999623497721335,0.24999619016626326,2.161521998115681,1.142972910300693,1.7877825531752252,0,7.212508294468474,8.646087993375005,4.571891641556058,7.151130212700901
5,I3,optimal,83.57581560000108,144426.46578316885,7.161435629842554e-07,0.0010528502170927823,48.02630344520975,157.46333455274765,0.05620936987157295,0.08330829550807095,3.633699061187026,1.1914281791971717,28.69970677334209,0,9.116249636671277,14.53479624543989,4.76571271721705,114.79844726345497
5,I4,optimal,19.798313999999664,230208.71266693866,11.949493600735117,0.0017537243547849357,71.35726679161947,218.02719949532826,0.20293774981244217,0.2029377151932511,6.2590028449596,1.562762351175996,39.42130091049335,0,21.808829651533856,25.03601138012687,6.251049404971954,157.6852036419734
6,I1,optimal,50.037997300001734,3861.4135222710233,3.2338185143711137e-07,0.0012908322969451547,36.753682267471454,119.21614338613549,0.2499936567168813,0.24999358112751946,3.24984556758247,1.1216789325227967,1.910122219777457,0,10.485070961861517,12.999382271258547,4.486715730702077,7.5740477934548185
6,I2,optimal,67.846687199999,1486.1863437397071,3.3310830693991003,0.0013485281961038709,43.45626886018091,129.30195302186098,0.24999995593043597,0.24999995601390337,4.525332840000372,1.7676375013280916,2.361316119808236,0,17.619114702255764,18.101331360001524,7.07055000531238,9.445264479232945
6,I3,optimal,18.452724599999783,144595.83422751765,6.512862747114332e-07,0.0014849035651423037,48.87836428887441,161.04819162736788,0.021381034674906624,0.02524141343815485,1.3056099241827441,0.8804571543277688,7.223344319343795,0,3.662572466672934,5.222439698675232,3.521828617885909,28.89337727737518
6,I4,optimal,8.41512760000478,233967.8031459267,26.929959723758394,0.0016622208640910685,77.23593469621025,235.81315298889996,0.5814217757504878,0.5814217945200902,5.914260684746027,1.09707958575174,23.570580204159757,0,17.619117371391297,23.657042739306345,4.3883183433529664,94.28232081663903
7,I1,optimal,48.782115799993335,2578.6736571589395,3.861505057807694e-07,0.001491281611379236,33.20228975213025,107.52223884905425,0.24999127520207148,0.24999117414878466,4.123578284021043,0.84188815867355,1.0155395933627638,0,12.328220952541148,16.494313136451733,3.3675526351484293,3.93901533752937
7,I2,optimal,29.852942899997288,3197.804402931679,3.570555297039078e-07,0.0007398478337563574,38.467164144480705,117.20330895498346,0.24999198062026748,0.24999189769093552,5.3374090610063085,0.8443928416050406,1.943981519197652,0,18.07921780659398,21.349636244520596,3.3775713669278455,7.775926076790608
