hour,node,shed_mw,bound_mw,marginal_wtp_eur_per_mwh,xi_shed_dual
1,N1,0.0,0.0,,
1,N2,0.0,0.0,,
1,N3,0.0,0.0,,
1,N4,0.0,0.0,,
1,N5,0.0,371.25,,
1,N6,0.0,35.64,,
1,N7,0.0,0.0,,
1,N8,0.0,39.6,,
1,N9,0.0,0.0,,
2,N1,0.0,0.0,,
2,N2,0.0,0.0,,
2,N3,0.0,0.0,,
2,N4,0.0,0.0,,
2,N5,0.0,354.375,,
2,N6,0.0,34.02,,
2,N7,0.0,0.0,,
2,N8,0.0,37.8,,
2,N9,0.0,0.0,,
3,N1,0.0,0.0,,
3,N2,0.0,0.0,,
3,N3,0.0,0.0,,
3,N4,0.0,0.0,,
3,N5,0.0,343.125,,
3,N6,0.0,32.94,,
3,N7,0.0,0.0,,
3,N8,0.0,36.6,,
3,N9,0.0,0.0,,
4,N1,0.0,0.0,,
4,N2,0.0,0.0,,
4,N3,0.0,0.0,,
4,N4,0.0,0.0,,
4,N5,0.0,337.5,,
4,N6,0.0,32.4,,
4,N7,0.0,0.0,,
4,N8,0.0,36.0,,
4,N9,0.0,0.0,,
5,N1,0.0,0.0,,
5,N2,0.0,0.0,,
5,N3,0.0,0.0,,
5,N4,0.0,0.0,,
5,N5,0.0,348.75,,
5,N6,0.0,33.48,,
5,N7,0.0,0.0,,
5,N8,0.0,37.2,,
5,N9,0.0,0.0,,
6,N1,0.0,0.0,,
6,N2,0.0,0.0,,
6,N3,0.0,0.0,,
6,N4,0.0,0.0,,
6,N5,0.0,382.5,,
6,N6,0.0,36.72,,
6,N7,0.0,0.0,,
6,N8,0.0,40.8,,
6,N9,0.0,0.0,,
7,N1,0.0,0.0,,
7,N2,0.0,0.0,,
7,N3,0.0,0.0,,
7,N4,0.0,0.0,,
7,N5,0.0,450.0,,
7,N6,0.0,43.2,,
7,N7,0.0,0.0,,
7,N8,0.0,48.0,,
7,N9,0.0,0.0,,
8,N1,0.0,0.0,,
8,N2,0.0,0.0,,
8,N3,0.0,0.0,,
8,N4,0.0,0.0,,
8,N5,0.0,506.25,,
8,N6,0.0,48.6,,
8,N7,0.0,0.0,,
8,N8,0.0,54.0,,
8,N9,0.0,0.0,,
9,N1,0.0,0.0,,
9,N2,0.0,0.0,,
9,N3,0.0,0.0,,
9,N4,0.0,0.0,,
9,N5,0.0,523.125,,
9,N6,0.0,50.22,,
9,N7,0.0,0.0,,
9,N8,0.0,55.8,,
9,N9,0.0,0.0,,
10,N1,0.0,0.0,,
10,N2,0.0,0.0,,
10,N3,0.0,0.0,,
10,N4,0.0,0.0,,
10,N5,0.0,506.25,,
10,N6,0.0,48.6,,
10,N7,0.0,0.0,,
10,N8,0.0,54.0,,
10,N9,0.0,0.0,,
11,N1,0.0,0.0,,
11,N2,0.0,0.0,,
11,N3,0.0,0.0,,
11,N4,0.0,0.0,,
11,N5,0.0,495.0,,
11,N6,0.0,47.52,,
11,N7,0.0,0.0,,
11,N8,0.0,52.8,,
11,N9,0.0,0.0,,
12,N1,0.0,0.0,,
12,N2,0.0,0.0,,
12,N3,0.0,0.0,,
12,N4,0.0,0.0,,
12,N5,0.0,483.75,,
12,N6,0.0,46.44,,
12,N7,0.0,0.0,,
12,N8,0.0,51.6,,
12,N9,0.0,0.0,,
13,N1,0.0,0.0,,
13,N2,0.0,0.0,,
13,N3,0.0,0.0,,
13,N4,0.0,0.0,,
13,N5,0.0,472.5,,
13,N6,0.0,45.36,,
13,N7,0.0,0.0,,
13,N8,0.0,50.4,,
13,N9,0.0,0.0,,
14,N1,0.0,0.0,,
14,N2,0.0,0.0,,
14,N3,0.0,0.0,,
14,N4,0.0,0.0,,
14,N5,0.0,466.875,,
