investor,node,x_power_mw,x_energy_mwh,ratio_hours,share_of_node_limit,last_best_response_access_shadow_price_eur_per_mw_day
I3,N1,0.0,0.0,0.0,0.0,3.959766050693643e-08
I3,N2,0.0,0.0,0.0,0.0,2.0108421123432124e-07
I3,N3,5.522516149579758e-05,0.00011741958742011279,2.1261972666037017,5.522516149579758e-07,1.0493708943929232e-07
I3,N4,0.0,0.0,0.0,0.0,4.07493213639283e-08
I3,N5,0.0,0.0,0.0,0.0,-1.23581693208746e-07
I3,N6,0.0,0.0,0.0,0.0,9.431931095003811e-07
I3,N7,0.0,0.0,0.0,0.0,2.1156160628294768e-08
I3,N8,11.303358129574345,52.81731799439929,4.672710303339584,0.11303358129574345,31.905848979574447
I3,N9,25.17796547553655,50.355962037537076,2.000001234669418,0.2517796547553655,-0.0025221505967301934
I4,N1,0.0,0.0,0.0,0.0,-1.1945726347375276e-07
I4,N2,0.0,0.0,0.0,0.0,-1.2991663402367127e-07
I4,N3,22.589027989244794,45.17812443971478,2.000003030729132,0.22589027989244795,1.500450976300363e-06
I4,N4,0.0,0.0,0.0,0.0,-1.1993863852724038e-07
I4,N5,0.0,0.0,0.0,0.0,-1.7664256578181412e-07
I4,N6,0.0,0.0,0.0,0.0,-1.038954860493737e-07
I4,N7,0.0,0.0,0.0,0.0,-1.2991932947750703e-07
I4,N8,40.859869429365965,167.56139348723912,4.100879318199995,0.40859869429365964,32.74933204480594
I4,N9,6.213308078682242e-05,0.00014570237948784764,2.34500490950626,6.213308078682242e-07,-8.844819752819163e-07
I1,N1,0.0,0.0,0.0,0.0,7.683841104597425e-08
I1,N2,0.0,0.0,0.0,0.0,8.539993884960544e-08
I1,N3,0.000400433819869366,0.0010875727328690465,2.7159862102153274,4.00433819869366e-06,-4.4504614162586625e-07
I1,N4,0.0,0.0,0.0,0.0,7.693753478544778e-08
I1,N5,0.0,0.0,0.0,0.0,8.20929176291089e-08
I1,N6,0.0,0.0,0.0,0.0,8.079933218610737e-08
I1,N7,0.0,0.0,0.0,0.0,8.539988684905934e-08
I1,N8,34.89229448854435,138.93091878920077,3.9817077330587654,0.3489229448854435,32.92871927193426
I1,N9,29.286281845841017,58.650806823342826,2.002671664913718,0.29286281845841017,8.063440861067806e-07
I2,N1,0.0,0.0,0.0,0.0,9.081785077892444e-08
I2,N2,0.0,0.0,0.0,0.0,9.08179109181914e-08
I2,N3,18.2808534952776,48.42549222836116,2.6489732681721163,0.18280853495277602,2.182382823427469e-07
I2,N4,0.0,0.0,0.0,0.0,9.081785076884622e-08
I2,N5,0.0,0.0,0.0,0.0,9.081785318814006e-08
I2,N6,0.0,0.0,0.0,0.0,9.08178717161321e-08
I2,N7,0.0,0.0,0.0,0.0,9.081791393860378e-08
I2,N8,12.944477883040788,69.83762580628479,5.395167455752123,0.1294447788304079,35.36122003389847
I2,N9,0.11635001155960917,0.32577861083141757,2.799987782248845,0.0011635001155960918,1.3548991647786382e-07
