scenario,hour,node,embedded_charge_mw,embedded_discharge_mw,reference_charge_mw,reference_discharge_mw
low,12,N1,2.1206502802713352e-07,2.2397221512174113e-07,0.0,0.0
low,12,N2,3.0090352759715535e-07,1.6985974567939003e-07,0.0,0.0
low,12,N3,4.290583959484432e-07,2.619813853280842e-07,0.0,0.0
low,12,N4,2.1206505242215147e-07,2.2397226283130194e-07,0.0,0.0
low,12,N5,2.371410232872851e-07,2.0157679162247293e-07,0.0,0.0
low,12,N6,1.2636437379154101e-06,1.83454623618783e-07,0.0,0.0
low,12,N7,3.015802959429804e-07,1.70052037416071e-07,0.0,0.0
low,12,N8,3.0620106155057455e-07,3.4819503355181204e-07,0.0,0.0
low,12,N9,4.290583986252316e-07,2.619813845158529e-07,0.0,0.0
low,13,N1,2.1193305304626155e-07,2.2413784588633264e-07,0.0,0.0
low,13,N2,2.946760309702177e-07,1.7264048716035745e-07,0.0,0.0
low,13,N3,0.7072741656601,1.362172960950796e-07,0.7072752858390209,0.0
low,13,N4,2.1193308133416307e-07,2.241378839170527e-07,0.0,0.0
low,13,N5,2.3555647571159524e-07,2.0295846481821657e-07,0.0,0.0
low,13,N6,33.510901513096435,1.1002517489851152e-07,33.510901923747774,0.0
low,13,N7,2.9532736771356556e-07,1.7283639715145533e-07,0.0,0.0
low,13,N8,0.007727763286387421,1.5794896193792498e-07,0.007722914686439708,0.0
low,13,N9,0.7090987555480508,1.3621729753862722e-07,0.7090998757270608,0.0
low,14,N1,2.1070952366023352e-07,2.2569402783056218e-07,0.0,0.0
low,14,N2,2.9268437439324943e-07,1.7356656486817895e-07,0.0,0.0
low,14,N3,0.7072741918035853,1.357707102712313e-07,0.7072752858390209,0.0
low,14,N4,2.1070955017928365e-07,2.2569406807873348e-07,0.0,0.0
low,14,N5,2.3410601491327134e-07,2.042519937110568e-07,0.0,0.0
low,14,N6,33.51090151677152,1.0972409026469423e-07,33.510901923747774,0.0
low,14,N7,2.933276862861368e-07,1.737637163799095e-07,0.0,0.0
low,14,N8,17.59072805573222,1.5736002919684016e-07,17.590722914686353,0.0
low,14,N9,0.7090987816915393,1.3577071172278186e-07,0.7090998757270608,0.0
low,15,N1,2.0835026403739877e-07,2.2879444512968067e-07,0.0,0.0
low,15,N2,2.946406014576048e-07,1.7265687521253222e-07,0.0,0.0
low,15,N3,6.600380207063039e-07,2.1412122962740239e-07,0.0,0.0
low,15,N4,2.0835028318728134e-07,2.2879450087561252e-07,0.0,0.0
low,15,N5,2.3269964967733846e-07,2.055332931149179e-07,0.0,0.0
low,15,N6,8.670001709261898,1.5794529988872468e-07,8.670000000000272,0.0
low,15,N7,2.952917321777902e-07,1.7285284830461425e-07,0.0,0.0
low,15,N8,4.106283058017045e-07,2.6956981919606195e-07,0.0,0.0
low,15,N9,6.600380261795587e-07,2.1412122917303062e-07,0.0,0.0
low,16,N1,3.524286011594983e-07,1.526715453397736e-07,0.0,0.0
low,16,N2,3.008274285182623e-07,1.698928593144365e-07,0.0,0.0
low,16,N3,2.5352963486826744e-07,4.5303069713526075e-07,0.0,0.0
low,16,N4,3.524286629035694e-07,1.5267157412088412e-07,0.0,0.0
low,16,N5,3.327909557516918e-07,1.5790536606284766e-07,0.0,0.0
low,16,N6,2.5352925480399247e-07,4.5303270630128903e-07,0.0,0.0
low,16,N7,3.0150368524737313e-07,1.700852788592919e-07,0.0,0.0
low,16,N8,2.5352931568900717e-07,4.5303248893747277e-07,0.0,0.0
low,16,N9,2.5352963534462284e-07,4.5303069650072036e-07,0.0,0.0
low,17,N1,3.5406853798619806e-07,1.5220554847540508e-07,0.0,0.0
low,17,N2,3.121996066618857e-07,1.6521668762101263e-07,0.0,0.0
low,17,N3,2.5352968788283655e-07,4.530305085392647e-07,0.0,0.0
low,17,N4,3.5406860040272906e-07,1.522055767222509e-07,0.0,0.0
low,17,N5,3.3817652932858524e-07,1.5617233096767004e-07,0.0,0.0
low,17,N6,2.5352925610870717e-07,4.5303269961739593e-07,0.0,0.0
low,17,N7,3.129237513425135e-07,1.654032716108469e-07,0.0,0.0
low,17,N8,2.5352932053142984e-07,4.530324702700875e-07,0.0,0.0
low,17,N9,2.535296879888923e-07,4.5303050920957784e-07,0.0,0.0
low,18,N1,2.1060278543687771e-07,2.2583193251758602e-07,0.0,0.0
low,18,N2,1.957925388469772e-07,2.461510125694594e-07,0.0,0.0
low,18,N3,1.5794552887086386e-07,0.07982096685860031,0.0,0.0
low,18,N4,2.1060280818023452e-07,2.2583198301937222e-07,0.0,0.0
low,18,N5,2.0512277509330963e-07,2.318668481863058e-07,0.0,0.0
low,18,N6,1.579453338001898e-07,0.7367849733205669,0.0,0.0
low,18,N7,1.960256986266786e-07,2.4662111811437814e-07,0.0,0.0
low,18,N8,1.5794536172841412e-07,0.3979466392651669,0.0,0.0
low,18,N9,1.5794552949316155e-07,0.07963125229377331,0.0,0.0
low,19,N1,2.1472134310973524e-07,2.207164661572072e-07,0.0,0.0
low,19,N2,2.0224688338717354e-07,2.3589539429193103e-07,0.0,0.0
low,19,N3,1.5794550850937173e-07,0.08391837042422952,0.0,0.0
low,19,N4,2.147213715522461e-07,2.207165086813754e-07,0.0,0.0
low,19,N5,2.1009217014621044e-07,2.2516905321983573e-07,0.0,0.0
low,19,N6,1.5794529680242273e-07,13.356164875636523,0.0,13.483249999999952
low,19,N7,2.0249110612957915e-07,2.3633279105746842e-07,0.0,0.0
low,19,N8,1.579453246862586e-07,0.828440317882656,0.0,0.0
low,19,N9,1.579455081942604e-07,0.08408354257196736,0.0,0.0
low,20,N1,2.1798498059002185e-07,2.169177261948229e-07,0.0,-0.0
low,20,N2,2.0742026404374887e-07,2.2855880580224683e-07,0.0,0.0
low,20,N3,1.5794548987348452e-07,0.08816998394705801,0.0,0.7072752858390209
low,20,N4,2.17985013669886e-07,2.169177630123123e-07,0.0,0.0
low,20,N5,2.140432752497838e-07,2.2026003622368908e-07,0.0,-0.0
low,20,N6,1.5794526481178206e-07,32.62338141609842,0.0,23.964167463107863
low,20,N7,2.0767460514728834e-07,2.289725998211888e-07,0.0,0.0
low,20,N8,1.5794529267279676e-07,8.285700843849947,0.0,15.417927997330189
low,20,N9,1.579454890667289e-07,0.08853604870569111,0.0,0.5333792537228894
low,21,N1,2.205320808407121e-07,2.1409680836013345e-07,0.0,0.0
low,21,N2,2.1148733637091906e-07,2.2326806861918558e-07,0.0,0.0
low,21,N3,1.5794553476379145e-07,0.07711366264208133,0.0,0.0
low,21,N4,2.2053211703991328e-07,2.140968416295817e-07,0.0,0.0
low,21,N5,2.1713114497496476e-07,2.1665445040683786e-07,0.0,0.0
low,21,N6,1.5794529772480868e-07,9.980807360910944,0.0,10.047500000000042
low,21,N7,2.1175058059796935e-07,2.236645240788872e-07,0.0,0.0
low,21,N8,1.579453262015049e-07,0.7945962400855558,0.0,0.0
low,21,N9,1.5794553365138703e-07,0.07744273600200943,0.0,0.0
low,22,N1,2.22476972446085e-07,2.1202235965515878e-07,0.0,0.0
low,22,N2,2.1459425811588346e-07,2.1947943846325347e-07,0.0,0.0
low,22,N3,1.5794558018173318e-07,0.06848225954438751,0.0,0.0
low,22,N4,2.2247701122263763e-07,2.1202239025440357e-07,0.0,0.0
low,22,N5,2.1948499877354802e-07,2.140314462708279e-07,0.0,0.0
low,22,N6,1.5794533417759168e-07,0.7259319277947293,0.0,0.0
low,22,N7,2.1486497096392906e-07,2.198631902324453e-07,0.0,0.0
low,22,N8,1.5794536289392932e-07,0.39158686054722514,0.0,0.0
low,22,N9,1.5794557896726306e-07,0.06874847439863269,0.0,0.0
low,23,N1,2.2391119904769876e-07,2.1053458970469805e-07,0.0,-0.0
low,23,N2,2.1685981825556572e-07,2.1684398170429028e-07,0.0,-0.0
low,23,N3,1.5794558697938027e-07,0.06723923451492599,0.0,0.5320068118058248
low,23,N4,2.2391123939024364e-07,2.105346187641216e-07,0.0,-0.0
low,23,N5,2.21208909031464e-07,2.1217524086136477e-07,0.0,0.0
low,23,N6,1.5794533446373714e-07,0.7213742386354484,0.0,18.818369120467857
low,23,N7,2.171364085559616e-07,2.172186788704721e-07,0.0,-0.0
low,23,N8,1.57945363353256e-07,0.38934610133283765,0.0,0.0
low,23,N9,1.5794558575158393e-07,0.06749361251837308,0.0,0.7090998757270608
low,24,N1,2.2490489324160447e-07,2.0952397567827868e-07,0.0,0.0
low,24,N2,2.183753280437513e-07,2.1513748571028233e-07,0.0,0.0
low,24,N3,1.5794559137382873e-07,0.06645713519839463,0.0,0.0
low,24,N4,2.2490493447440398e-07,2.095240039013184e-07,0.0,0.0
low,24,N5,2.2238254967032273e-07,2.1094155969385307e-07,0.0,0.0
low,24,N6,1.5794533446960454e-07,0.7220704794014884,0.0,0.0
low,24,N7,2.1865610454664936e-07,2.1550616754441075e-07,0.0,0.0
low,24,N8,1.5794536348483898e-07,0.388854052526926,0.0,0.0
low,24,N9,1.5794559015143636e-07,0.06670156852282463,0.0,0.0
base,1,N1,2.1562596070072433e-07,2.1143674241983355e-07,0.0,-0.0
base,1,N2,2.1405414155421805e-07,2.1192512261066687e-07,0.0,0.0
base,1,N3,1.5352888379612123e-07,0.10866014676743542,0.0,0.7072752858390209
base,1,N4,2.156260042221273e-07,2.1143675670250443e-07,0.0,-0.0
base,1,N5,2.1484942965347193e-07,2.1113836670344125e-07,0.0,0.0
base,1,N6,1.5352874928914877e-07,3.915096042793124,0.0,33.510901923747774
base,1,N7,2.143166217724195e-07,2.1228481699613027e-07,0.0,-0.0
base,1,N8,1.5352875974141654e-07,1.78620703861203,0.0,9.636064651892195
base,1,N9,1.5352888330526892e-07,0.10898776280201437,0.0,0.7090998757270608
base,2,N1,2.1571806775553743e-07,2.1133540451476065e-07,0.0,0.0
base,2,N2,2.1399486126073549e-07,2.1199157736721487e-07,0.0,0.0
base,2,N3,1.5352888402238822e-07,0.10858261577230557,0.0,0.0
base,2,N4,2.1571811102810638e-07,2.1133541908204437e-07,0.0,0.0
base,2,N5,2.148867495653007e-07,2.110971383801082e-07,0.0,0.0
base,2,N6,1.5352874964293704e-07,3.7384767655845814,0.0,0.0
base,2,N7,2.142572303519809e-07,2.1235145081930833e-07,0.0,0.0
base,2,N8,1.5352876004829215e-07,1.7542790531458818,0.0,0.0
base,2,N9,1.5352888353068086e-07,0.10891046572295325,0.0,0.0
base,3,N1,2.1515104952043545e-07,2.1196208484008613e-07,0.0,0.0
base,3,N2,2.132430095334658e-07,2.1284014867574314e-07,0.0,0.0
base,3,N3,1.5352888186419454e-07,0.10973555800706765,0.0,0.0
base,3,N4,2.1515109172071898e-07,2.1196210039417009e-07,0.0,0.0
base,3,N5,2.1425460381946356e-07,2.117995405619014e-07,0.0,0.0
base,3,N6,1.5352875084771914e-07,3.2206797006059715,0.0,0.0
base,3,N7,2.1350347718537857e-07,2.132028775066283e-07,0.0,0.0
base,3,N8,1.5352876108604934e-07,1.6479462094185826,0.0,0.0
base,3,N9,1.5352888136853672e-07,0.1100739637229784,0.0,0.0
base,4,N1,2.139006641878921e-07,2.1336590682593847e-07,0.0,0.0
base,4,N2,2.1176841263321473e-07,2.1453722358569565e-07,0.0,0.0
base,4,N3,1.5352887880654703e-07,0.11153785649165894,0.0,0.0
base,4,N4,2.1390070446022118e-07,2.13365924221644e-07,0.0,0.0
base,4,N5,2.1292625482266064e-07,2.1330086345428647e-07,0.0,0.0
base,4,N6,1.535287545952682e-07,2.2352673030399766,0.0,0.0
base,4,N7,2.120252303957604e-07,2.1490564861671164e-07,0.0,0.0
base,4,N8,1.5352876453136776e-07,1.3649910856038736,0.0,0.0
base,4,N9,1.535288783076441e-07,0.11189141916733931,0.0,0.0
base,5,N1,2.1191445718415946e-07,2.1565990531564321e-07,0.0,0.0
base,5,N2,2.0951323359285949e-07,2.1722006046432873e-07,0.0,0.0
base,5,N3,1.5352886296854938e-07,0.11993584596983985,0.0,0.0
base,5,N4,2.1191449463324024e-07,2.156599257034524e-07,0.0,0.0
base,5,N5,2.1084665575620444e-07,2.1572276711611835e-07,0.0,0.0
base,5,N6,1.5352874949584407e-07,3.910708168396214,0.0,0.0
base,5,N7,2.09764737530024e-07,2.1759737233442995e-07,0.0,0.0
base,5,N8,1.5352875896848336e-07,1.9032478892265574,0.0,0.0
base,5,N9,1.5352886248341195e-07,0.1203414603952992,0.0,0.0
base,6,N1,2.0911194068148453e-07,2.1903780793060124e-07,0.0,-0.0
base,6,N2,2.063923653405801e-07,2.2111813325258339e-07,0.0,0.0
base,6,N3,1.5352884566745896e-07,0.13094648326867586,0.0,-0.0
base,6,N4,2.0911197436406877e-07,2.1903783295007094e-07,0.0,-0.0
base,6,N5,2.079326871170575e-07,2.192716762746647e-07,0.0,0.0
base,6,N6,1.535287478516859e-07,5.233101738006254,0.0,0.0
base,6,N7,2.0663702795609402e-07,2.2150812740534943e-07,0.0,0.0
base,6,N8,1.535287565986735e-07,2.28317929933865,0.0,0.0
base,6,N9,1.5352884523036222e-07,0.13139938797508235,0.0,0.0
base,7,N1,2.053848368278184e-07,2.2380632932403228e-07,0.0,0.0
base,7,N2,2.022938873292404e-07,2.265936834261374e-07,0.0,0.0
base,7,N3,1.5352882220547385e-07,0.14944221126103202,0.0,0.0
base,7,N4,2.053848658667247e-07,2.2380636118244166e-07,0.0,0.0
base,7,N5,2.040734671139271e-07,2.2427398098517054e-07,0.0,0.0
base,7,N6,1.535287469627123e-07,6.587882201819182,0.0,0.0
base,7,N7,2.0253037783100202e-07,2.2700115645661523e-07,0.0,0.0
base,7,N8,1.5352875455321305e-07,2.7310559307673623,0.0,0.0
base,7,N9,1.5352882187854338e-07,0.14994150992449912,0.0,0.0
base,8,N1,2.0059751599206513e-07,2.304446713670101e-07,0.0,0.0
base,8,N2,1.9707945775367142e-07,2.3421727382794217e-07,0.0,0.0
base,8,N3,1.5352878736224438e-07,0.18762418367225833,0.0,0.0
base,8,N4,2.0059753992692393e-07,2.304447123953374e-07,0.0,0.0
base,8,N5,1.9913079350678326e-07,2.3124115698772568e-07,0.0,0.0
base,8,N6,1.5352874629303375e-07,8.594772123904827,0.0,0.0
base,8,N7,1.9730670343169062e-07,2.3464870618372374e-07,0.0,0.0
base,8,N8,1.53528751969173e-07,3.5267008676739375,0.0,0.0
base,8,N9,1.5352878723470967e-07,0.1882138420811622,0.0,0.0
base,9,N1,1.9458671497259514e-07,2.397178664636937e-07,0.0,0.0
base,9,N2,1.905831350902491e-07,2.449148925944959e-07,0.0,0.0
base,9,N3,1.5352872418516088e-07,0.3110819538369759,0.0,0.0
base,9,N4,1.945867341476672e-07,2.3971791727364203e-07,0.0,0.0
base,9,N5,1.9293861342996827e-07,2.409948503331344e-07,0.0,0.0
base,9,N6,1.5352874608597064e-07,11.549066031545074,0.0,0.0
base,9,N7,1.9080036501842198e-07,2.4537975027909697e-07,0.0,0.0
base,9,N8,1.535287481213505e-07,5.733654371351465,0.0,0.0
base,9,N9,1.5352872455660057e-07,0.3112665881784072,0.0,0.0
base,10,N1,3.159581194297066e-07,1.5993894980209985e-07,0.0,0.0
base,10,N2,3.0474440084039855e-07,1.6331790619669967e-07,0.0,0.0
base,10,N3,2.2120724852075578e-07,5.667299416360544e-07,0.0,0.0
base,10,N4,3.1595814698177395e-07,1.599389787433832e-07,0.0,0.0
base,10,N5,3.1114820766783215e-07,1.6092001510037146e-07,0.0,0.0
base,10,N6,2.465989912601082e-07,4.4085633565652834e-07,0.0,0.0
base,10,N7,3.054272775446328e-07,1.6349859933772533e-07,0.0,0.0
base,10,N8,2.1595099104824905e-07,6.093351247445406e-07,0.0,0.0
base,10,N9,2.2127972978885878e-07,5.661490850344655e-07,0.0,0.0
base,11,N1,3.0590771364934894e-07,1.6373323739629192e-07,0.0,0.0
base,11,N2,2.9272524055802424e-07,1.683658349700235e-07,0.0,0.0
base,11,N3,1.9638595679623413e-07,8.212349505822945e-07,0.0,0.0
base,11,N4,3.0590772040780137e-07,1.6373327333162493e-07,0.0,0.0
base,11,N5,3.0039988046888235e-07,1.6514718451913442e-07,0.0,0.0
base,11,N6,2.465989931079292e-07,4.408563365448297e-07,0.0,0.0
base,11,N7,2.9335986334243176e-07,1.6855246352587392e-07,0.0,0.0
base,11,N8,1.8478552940974333e-07,1.2301175639910207e-06,0.0,0.0
base,11,N9,1.9654483588407764e-07,8.159542346191008e-07,0.0,0.0
base,12,N1,1.811516788827209e-07,2.6527113399832703e-07,0.0,0.0
base,12,N2,2.855598576853703e-07,1.7167382458754584e-07,0.0,0.0
base,12,N3,0.7072750792118269,9.704302288842729e-08,0.7072752858390209,0.0
base,12,N4,1.8115173186059316e-07,2.652709920567308e-07,0.0,0.0
base,12,N5,2.0824510723450852e-07,2.2427171991268747e-07,0.0,0.0
base,12,N6,33.51090182091056,5.6767138978587605e-08,33.510901923747774,0.0
base,12,N7,2.861665063889604e-07,1.7186460712693965e-07,0.0,0.0
base,12,N8,1.1533497675311455,1.820462565808108e-07,1.1533479146864352,0.0
base,12,N9,0.7090996689992232,9.705770225375609e-08,0.7090998757270608,0.0
base,13,N1,2.921987634427845e-07,1.6951500089032133e-07,0.0,0.0
base,13,N2,2.8219687806477126e-07,1.7331343682980012e-07,0.0,0.0
base,13,N3,0.7072751604515164,6.76157759682442e-08,0.7072752858390209,0.0
base,13,N4,2.921987548572076e-07,1.6951504649257518e-07,0.0,0.0
base,13,N5,2.879309988703779e-07,1.70626986001015e-07,0.0,0.0
base,13,N6,33.510901842393686,4.861132094567634e-08,33.510901923747774,0.0
base,13,N7,2.827909561772565e-07,1.735062597702886e-07,0.0,0.0
base,13,N8,17.59077587290889,9.274396797806859e-08,17.590776083859026,0.0
base,13,N9,0.7090997503194687,6.762411623720249e-08,0.7090998757270608,0.0
base,14,N1,2.8730757690908493e-07,1.717739703395277e-07,0.0,0.0
base,14,N2,2.821841522404648e-07,1.7331978180033882e-07,0.0,0.0
base,14,N3,0.7072751604515166,6.761577587947181e-08,0.7072752858390209,0.0
base,14,N4,2.8730756646903307e-07,1.7177401970269764e-07,0.0,0.0
base,14,N5,2.8484536108420637e-07,1.7209211979119226e-07,0.0,0.0
base,14,N6,33.510901842393686,4.861132095076053e-08,33.510901923747774,0.0
base,14,N7,2.827781446504707e-07,1.735126302636826e-07,0.0,0.0
base,14,N8,17.59077587290889,9.274396806919254e-08,17.590776083859026,0.0
base,14,N9,0.7090997503194689,6.762411614841267e-08,0.7090998757270608,0.0
base,15,N1,3.641872779088551e-07,1.4834705464328077e-07,0.0,0.0
base,15,N2,2.855201841670952e-07,1.716929514456401e-07,0.0,0.0
base,15,N3,0.7072751540584253,6.977229329894626e-08,0.7072752858390209,0.0
base,15,N4,3.641872747434067e-07,1.4834709181929964e-07,0.0,0.0
base,15,N5,3.3295367589837274e-07,1.5553678975144269e-07,0.0,0.0
base,15,N6,33.51090183377009,5.204492099310271e-08,33.510901923747774,0.0
base,15,N7,2.861267988102949e-07,1.7188374482611113e-07,0.0,0.0
base,15,N8,17.590775872908893,9.27439668873512e-08,17.590776083859026,0.0
base,15,N9,0.7090997439244525,6.978105235628385e-08,0.7090998757270608,0.0
base,16,N1,2.93546437264808e-07,1.6890965606402242e-07,0.0,0.0
base,16,N2,2.926528339623684e-07,1.6839824247067834e-07,0.0,0.0
base,16,N3,1.9638587657446444e-07,8.212377791291714e-07,0.0,0.0
base,16,N4,2.935464423769262e-07,1.6890969885081485e-07,0.0,0.0
base,16,N5,2.9257723442650657e-07,1.6850349607712527e-07,0.0,0.0
base,16,N6,2.4659898747648904e-07,4.408563534423622e-07,0.0,0.0
base,16,N7,2.932869732170841e-07,1.6858499505515e-07,0.0,0.0
base,16,N8,1.8478552959266256e-07,1.230117555326445e-06,0.0,0.0
base,16,N9,1.9654474950683676e-07,8.159572793398533e-07,0.0,0.0
base,17,N1,3.0583095960143465e-07,1.6376198461306273e-07,0.0,0.0
base,17,N2,3.046282286652691e-07,1.6336426577591036e-07,0.0,0.0
base,17,N3,2.2120721464986614e-07,5.667302182430169e-07,0.0,0.0
base,17,N4,3.0583098840409895e-07,1.6376201704998113e-07,0.0,0.0
base,17,N5,3.047066456859534e-07,1.6340182267709097e-07,0.0,0.0
base,17,N6,2.4659899531034536e-07,4.408563221955098e-07,0.0,0.0
base,17,N7,3.053103169262381e-07,1.635451312705886e-07,0.0,0.0
