scenario,hour,node,embedded_charge_mw,embedded_discharge_mw,reference_charge_mw,reference_discharge_mw
base,17,N8,2.1595099391041767e-07,6.093351017073933e-07,0.0,0.0
base,17,N9,2.2127969312269307e-07,5.661493841690676e-07,0.0,0.0
base,18,N1,1.9107379820025147e-07,2.4569377049616235e-07,0.0,0.0
base,18,N2,1.9050652674959359e-07,2.4504952217509336e-07,0.0,0.0
base,18,N3,1.535287245367882e-07,0.3101754079735841,0.0,0.7072752858390209
base,18,N4,1.9107381618467777e-07,2.456938216959486e-07,0.0,0.0
base,18,N5,1.9067650191995952e-07,2.448823827196853e-07,0.0,0.0
base,18,N6,1.5352874739280187e-07,7.411718899787599,0.0,33.510901923747774
base,18,N7,1.9072345811220812e-07,2.455151407642775e-07,0.0,0.0
base,18,N8,1.5352874943123468e-07,4.501150943722464,0.0,0.0
base,18,N9,1.5352872491255299e-07,0.3103384776384434,0.0,0.7090998757270608
base,19,N1,1.977110810931849e-07,2.347574292509156e-07,0.0,0.0
base,19,N2,1.9696950230776946e-07,2.3438629764917194e-07,0.0,0.0
base,19,N3,1.5352878501648777e-07,0.1902900797578173,0.0,0.7072752858390209
base,19,N4,1.9771110479846317e-07,2.3475746999469482e-07,0.0,0.0
base,19,N5,1.972542514174003e-07,2.3406851789465997e-07,0.0,0.0
base,19,N6,1.5352874544580704e-07,10.214337346820312,0.0,0.0
base,19,N7,1.971963254420673e-07,2.3481863236338991e-07,0.0,0.0
base,19,N8,1.5352875148418616e-07,3.58662481956469,0.0,0.8341910824422136
base,19,N9,1.5352878489291355e-07,0.1908947031575751,0.0,0.357658631718718
base,20,N1,2.0302526036534026e-07,2.270015988844788e-07,0.0,0.0
base,20,N2,2.021425254534826e-07,2.2680385223804235e-07,0.0,0.0
base,20,N3,1.5352881182800777e-07,0.15790656074595363,0.0,0.0
base,20,N4,2.030252898540762e-07,2.2700162973530415e-07,0.0,0.0
base,20,N5,2.0251661979301213e-07,2.263969163995683e-07,0.0,-0.0
base,20,N6,1.535287385069003e-07,29.01569256193352,0.0,16.902362755907614
base,20,N7,2.0237845039701306e-07,2.272123825720366e-07,0.0,-0.0
base,20,N8,1.535287466234481e-07,8.094346811712798,0.0,15.82928736836535
base,20,N9,1.5352881152231021e-07,0.1584373788039406,0.0,0.7090998757270608
base,21,N1,2.0719147295945564e-07,2.2145340695204146e-07,0.0,0.0
base,21,N2,2.0618944654908368e-07,2.2137913886349224e-07,0.0,0.0
base,21,N3,1.5352884083213957e-07,0.13397921310715116,0.0,0.0
base,21,N4,2.0719150706479657e-07,2.214534310727858e-07,0.0,0.0
base,21,N5,2.066364263742318e-07,2.209117421618668e-07,0.0,0.0
base,21,N6,1.5352874509444703e-07,9.644578306423577,0.0,0.0
base,21,N7,2.064333802810804e-07,2.2177036687234066e-07,0.0,0.0
base,21,N8,1.5352875421596172e-07,2.7547447904472118,0.0,3.3537500000000193
base,21,N9,1.5352884039861823e-07,0.1344516077781166,0.0,0.0
base,22,N1,2.103555327366601e-07,2.175174949449341e-07,0.0,0.0
base,22,N2,2.0924599061977415e-07,2.1754501456233967e-07,0.0,0.0
base,22,N3,1.5352885993039112e-07,0.12158742799870466,0.0,0.0
base,22,N4,2.1035557082393487e-07,2.1751751426815098e-07,0.0,0.0
base,22,N5,2.0975730527449208e-07,2.17027425909122e-07,0.0,0.0
base,22,N6,1.5352874872783218e-07,4.2636119035002595,0.0,0.0
base,22,N7,2.0949658144511587e-07,2.1792376570338445e-07,0.0,0.0
base,22,N8,1.5352875846794808e-07,1.9382999404736736,0.0,0.0
base,22,N9,1.5352885944725292e-07,0.12200297181685012,0.0,0.0
base,23,N1,2.1263527587323892e-07,2.1481779074928655e-07,0.0,-0.0
base,23,N2,2.1142092345847629e-07,2.149434364387725e-07,0.0,-0.0
base,23,N3,1.535288708552049e-07,0.11532261956468086,0.0,0.35673833777262876
base,23,N4,2.1263531667819298e-07,2.1481780726548387e-07,0.0,0.0
base,23,N5,2.1199495765323527e-07,2.1437424775457364e-07,0.0,0.0
base,23,N6,1.5352874911930598e-07,3.999481743716567,0.0,33.510901923747774
base,23,N7,2.1167662372535413e-07,2.1531354239732807e-07,0.0,0.0
base,23,N8,1.5352875923666987e-07,1.8405632941925165,0.0,17.590776083859026
base,23,N9,1.5352887035942348e-07,0.11569962753462912,0.0,0.0
base,24,N1,2.1412016581097614e-07,2.1311703846524856e-07,0.0,0.0
base,24,N2,2.127955790448541e-07,2.13350327472598e-07,0.0,0.0
base,24,N3,1.5352887759779062e-07,0.11175532073342877,0.0,0.0
base,24,N4,2.1412020819574328e-07,2.1311705356116403e-07,0.0,0.0
base,24,N5,2.1343672708203866e-07,2.127196571098566e-07,0.0,0.0
base,24,N6,1.5352874928787673e-07,3.900598424613807,0.0,0.0
base,24,N7,2.1305470744588483e-07,2.137150235657728e-07,0.0,0.0
base,24,N8,1.5352875960988513e-07,1.7970766252179264,0.0,0.0
base,24,N9,1.5352887710235837e-07,0.11210639378499553,0.0,0.0
high,1,N1,2.479212867179319e-07,2.3262011902876369e-07,0.0,0.0
high,1,N2,2.4422221073173844e-07,2.348764596018281e-07,0.0,0.0
high,1,N3,1.8479281307222416e-07,0.11042288271242053,0.0,0.0
high,1,N4,2.479213408174566e-07,2.3262014623664158e-07,0.0,0.0
high,1,N5,2.462749669878116e-07,2.3285097839423462e-07,0.0,0.0
high,1,N6,1.84792631833199e-07,4.640274425146452,0.0,0.0
high,1,N7,2.445918725935133e-07,2.353174168047513e-07,0.0,0.0
high,1,N8,1.847926405661483e-07,2.010316098419683,0.0,0.0
high,1,N9,1.8479281243144196e-07,0.11072712076525575,0.0,0.0
high,2,N1,2.478679156014445e-07,2.3267478399929304e-07,0.0,0.0
high,2,N2,2.441543392997182e-07,2.3494895586097076e-07,0.0,0.0
high,2,N3,1.8479281308906354e-07,0.1104303392827247,0.0,0.0
high,2,N4,2.478679689450874e-07,2.3267481193894938e-07,0.0,0.0
high,2,N5,2.4621652933935946e-07,2.3291162470746537e-07,0.0,0.0
high,2,N6,1.8479263280303286e-07,4.215096474492028,0.0,0.0
high,2,N7,2.445237931947027e-07,2.3539017578850262e-07,0.0,0.0
high,2,N8,1.8479264136602668e-07,1.9322040568800845,0.0,0.0
high,2,N9,1.8479281243460743e-07,0.11073401020514809,0.0,0.0
high,3,N1,2.472340915459065e-07,2.3332701634327486e-07,0.0,0.0
high,3,N2,2.4334106302329055e-07,2.3582296822887865e-07,0.0,0.0
high,3,N3,1.847928125009577e-07,0.11081995184649228,0.0,0.3567394901707021
high,3,N4,2.472341431667147e-07,2.3332704608141426e-07,0.0,0.0
high,3,N5,2.4552175891693123e-07,2.3363638427989405e-07,0.0,0.0
high,3,N6,1.8479263809355433e-07,2.7182140600580214,0.0,0.0
high,3,N7,2.437076460550178e-07,2.362677818650727e-07,0.0,0.0
high,3,N8,1.8479264619659057e-07,1.5583021970571058,0.0,-0.0
high,3,N9,1.8479281178952027e-07,0.11112484471931043,0.0,0.0
high,4,N1,2.4598258284083175e-07,2.3463251399401705e-07,0.0,0.0
high,4,N2,2.4173907802756826e-07,2.3757559712515746e-07,0.0,0.0
high,4,N3,1.8479295926312884e-07,0.07827329621559506,0.0,0.0
high,4,N4,2.4598265486455983e-07,2.3463252530742058e-07,0.0,0.0
high,4,N5,2.4415083617211973e-07,2.3508814126083226e-07,0.0,0.0
high,4,N6,1.8479279864654434e-07,0.21032677637234992,0.0,0.0
high,4,N7,2.4210010444277815e-07,2.3802760934965293e-07,0.0,0.0
high,4,N8,1.8479280512122824e-07,0.20389620577390613,0.0,-0.0
high,4,N9,1.847929580327391e-07,0.07852490807204306,0.0,0.0
high,5,N1,2.44040185653372e-07,2.3670628728926557e-07,0.0,-0.0
high,5,N2,2.39263871221492e-07,2.4036731109026143e-07,0.0,-0.0
high,5,N3,1.8479278323275363e-07,0.12215436115288236,0.0,0.0
high,5,N4,2.440402340210322e-07,2.3670632155854258e-07,0.0,-0.0
high,5,N5,2.420256002477417e-07,2.3739716728265335e-07,0.0,0.0
high,5,N6,1.8479263383699468e-07,3.9031074964521717,0.0,17.054999999999986
high,5,N7,2.396166171539573e-07,2.4083071206458166e-07,0.0,-0.0
high,5,N8,1.847926411063438e-07,1.9730471264930778,0.0,0.0
high,5,N9,1.8479278257513713e-07,0.12249566724777936,0.0,-0.0
high,6,N1,2.4129827145021394e-07,2.397367549891701e-07,0.0,0.0
high,6,N2,2.3579141152013308e-07,2.444654069215208e-07,0.0,0.0
high,6,N3,1.8479275820827897e-07,0.13382807141193664,0.0,0.0
high,6,N4,2.41298318078382e-07,2.397367929069993e-07,0.0,0.0
high,6,N5,2.3903057093147434e-07,2.4077806443035715e-07,0.0,0.0
high,6,N6,1.847926298232169e-07,6.233971019436493,0.0,0.0
high,6,N7,2.3613312818405126e-07,2.449453962200713e-07,0.0,0.0
high,6,N8,1.8479263662564501e-07,2.5529612851332604,0.0,0.0
high,6,N9,1.8479275768723298e-07,0.13419625529345558,0.0,0.0
high,7,N1,2.3760898789948917e-07,2.440169011614937e-07,0.0,0.0
high,7,N2,2.3115541148472836e-07,2.502949005313809e-07,0.0,0.0
high,7,N3,1.8479272576337697e-07,0.15269386440473984,0.0,0.0
high,7,N4,2.3760903141865167e-07,2.440169460115492e-07,0.0,0.0
high,7,N5,2.350093077994216e-07,2.455672790807502e-07,0.0,0.0
high,7,N6,1.8479262818645652e-07,7.974866531365037,0.0,0.0
high,7,N7,2.3148335536330982e-07,2.507983699093377e-07,0.0,0.0
high,7,N8,1.8479263401629205e-07,3.0469531695987806,0.0,0.0
high,7,N9,1.8479272541737918e-07,0.15309139340661815,0.0,0.0
high,8,N1,2.3278480096881732e-07,2.49995579860842e-07,0.0,0.0
high,8,N2,2.2514825889446429e-07,2.5852862895153106e-07,0.0,0.0
high,8,N3,1.8479267741605083e-07,0.1916524531942769,0.0,0.0
high,8,N4,2.3278483988982468e-07,2.4999563679983134e-07,0.0,0.0
high,8,N5,2.2976453266417853e-07,2.522863192152315e-07,0.0,0.0
high,8,N6,1.8479262660526836e-07,10.392180109200263,0.0,0.0
high,8,N7,2.254597463940324e-07,2.5906535369313324e-07,0.0,0.0
high,8,N8,1.8479263080140525e-07,3.8882213627375677,0.0,-0.0
high,8,N9,1.8479267741518405e-07,0.19210371602603993,0.0,-0.0
high,9,N1,2.2659716766071124e-07,2.583738681030796e-07,0.0,0.0
high,9,N2,2.1751955418378775e-07,2.702660764363015e-07,0.0,0.0
high,9,N3,1.8479258913976112e-07,0.31681030719657177,0.0,0.0
high,9,N4,2.265971998702959e-07,2.5837394655230076e-07,0.0,0.0
high,9,N5,2.2305698895814585e-07,2.617630107469817e-07,0.0,0.0
high,9,N6,1.847926246845145e-07,14.081906532201554,0.0,-0.0
high,9,N7,2.178120085537033e-07,2.708510364959314e-07,0.0,0.0
high,9,N8,1.8479262583519325e-07,6.119683455272138,0.0,0.0
high,9,N9,1.8479258997054022e-07,0.31753094696655076,0.0,0.0
high,10,N1,3.533251772212875e-07,1.7901852421372035e-07,0.0,0.0
high,10,N2,3.300169264653724e-07,1.8750278457614037e-07,0.0,0.0
high,10,N3,2.468753443535826e-07,8.574069267636457e-07,0.0,0.0
high,10,N4,3.5332527929971586e-07,1.7901855905376725e-07,0.0,0.0
high,10,N5,3.4400264209330884e-07,1.8161505210207941e-07,0.0,0.0
high,10,N6,2.4082342533140084e-07,9.463480531881617e-07,0.0,0.0
high,10,N7,3.3082675629620386e-07,1.8775400640580536e-07,0.0,0.0
high,10,N8,2.5260860247336796e-07,7.900840360743324e-07,0.0,0.0
high,10,N9,2.4687571743588524e-07,8.574020722728154e-07,0.0,0.0
high,11,N1,2.1532199101672982e-07,2.7609553947313567e-07,0.0,0.0
high,11,N2,3.1729133391608897e-07,1.9358631571741039e-07,0.0,0.0
high,11,N3,2.5851065558374143e-07,8.517479632583009e-07,0.0,0.0
high,11,N4,2.153220042975657e-07,2.7609561563609916e-07,0.0,0.0
high,11,N5,2.431905092906401e-07,2.4125618391263364e-07,0.0,0.0
high,11,N6,3.042990845373203e-07,6.158833054696862e-07,0.0,-0.0
high,11,N7,3.18038244071361e-07,1.938506476094614e-07,0.0,0.0
high,11,N8,2.3475411210285221e-07,1.1586033860283252e-06,0.0,0.0
high,11,N9,2.585129982689395e-07,8.517203458416595e-07,0.0,-0.0
high,12,N1,3.335329163101853e-07,1.8711277533046143e-07,0.0,0.0
high,12,N2,3.097316609498795e-07,1.9754770731699246e-07,0.0,0.0
high,12,N3,0.7072745484021217,1.7662440541975585e-07,0.7072752858390209,0.0
high,12,N4,3.3353298036795996e-07,1.8711282393348574e-07,0.0,0.0
high,12,N5,3.240928747998778e-07,1.903405179285419e-07,0.0,0.0
high,12,N6,33.510899658306045,2.206462220526469e-07,33.510901923747774,0.0
high,12,N7,3.1044269955824084e-07,1.9782089980348128e-07,0.0,0.0
high,12,N8,13.32909439106259,2.508233647633002e-07,17.590776083859026,0.0
high,12,N9,0.7090991396006671,1.7653807672648684e-07,0.7090998757270608,0.0
high,13,N1,3.2780330927220055e-07,1.897085557815749e-07,0.0,0.0
high,13,N2,3.0619350028249635e-07,1.9950224980397685e-07,0.0,0.0
high,13,N3,0.7072745484016824,1.7662443779604916e-07,0.7072752858390209,0.0
high,13,N4,3.2780336170881964e-07,1.897086095902249e-07,0.0,0.0
high,13,N5,3.1918976150580363e-07,1.9272643962901292e-07,0.0,0.0
high,13,N6,33.510899658305725,2.2064622581070074e-07,33.510901923747774,0.0
high,13,N7,3.068880954071257e-07,1.9977993078500686e-07,0.0,0.0
high,13,N8,13.3038932835556,2.5082336873504747e-07,1.1533489737382954,0.0
high,13,N9,0.7090991396002339,1.765381088756477e-07,0.7090998757270608,0.0
high,14,N1,3.2779492079299e-07,1.897125017006172e-07,0.0,0.0
high,14,N2,3.061832495567698e-07,1.995080474432672e-07,0.0,0.0
high,14,N3,0.7072745484016627,1.7662443775852285e-07,0.7072752858390209,0.0
high,14,N4,3.277949731534327e-07,1.8971255549767095e-07,0.0,0.0
high,14,N5,3.191807531477396e-07,1.927309690848298e-07,0.0,0.0
high,14,N6,33.51089965830573,2.2064622580170408e-07,33.51088306527121,0.0
high,14,N7,3.0687777589522646e-07,1.997857537275815e-07,0.0,0.0
high,14,N8,13.350153657677746,2.50823368553286e-07,17.590776083859026,0.0
high,14,N9,0.709099139600213,1.765381088386204e-07,0.7090998757270608,0.0
high,15,N1,3.3350623703485645e-07,1.8712470020895046e-07,0.0,0.0
high,15,N2,3.096995214406986e-07,1.975652743897959e-07,0.0,0.0
high,15,N3,0.7072745484021096,1.7662440479971974e-07,0.7072752858390209,0.0
high,15,N4,3.335063011684941e-07,1.8712474876907663e-07,0.0,0.0
high,15,N5,3.240643629709634e-07,1.903542180767811e-07,0.0,0.0
high,15,N6,33.51089965830592,2.2064622327456948e-07,33.510901923747774,0.0
high,15,N7,3.1041034237547023e-07,1.9783854282842986e-07,0.0,0.0
high,15,N8,13.942536230184782,2.5082336189621224e-07,17.590776083859026,0.0
high,15,N9,0.7090991396006535,1.7653807610867655e-07,0.7090998757270608,0.0
high,16,N1,2.1529821714530222e-07,2.7613660893100865e-07,0.0,0.0
high,16,N2,3.172327189849952e-07,1.9361616945306554e-07,0.0,0.0
high,16,N3,5.066413999321891e-06,2.4919650241954754e-07,1.3153787636508562e-06,0.0
high,16,N4,2.152982302888661e-07,2.761366852683868e-07,0.0,0.0
high,16,N5,2.4315803802389537e-07,2.412927589065194e-07,0.0,0.0
high,16,N6,6.389988570890327,2.466625625670365e-07,6.389997344051608,0.0
high,16,N7,3.179792242173183e-07,1.9388062803086486e-07,0.0,0.0
high,16,N8,9.297941207353836e-07,3.265299433128346e-07,0.0,0.0
high,16,N9,5.085802400859694e-06,2.491171794745649e-07,1.3405698986787775e-06,0.0
high,17,N1,3.5324794013876137e-07,1.790480465582329e-07,0.0,0.0
high,17,N2,3.2992252239569956e-07,1.8754578371757332e-07,0.0,0.0
high,17,N3,2.32741292376439e-07,1.1084053147647819e-06,0.0,0.0
high,17,N4,3.532480424627685e-07,1.7904808130373218e-07,0.0,0.0
high,17,N5,3.439199741879449e-07,1.8164873456697048e-07,0.0,0.0
high,17,N6,2.3235547779391742e-07,1.1178517685345018e-06,0.0,-0.0
high,17,N7,3.3073167431511556e-07,1.8779718441041867e-07,0.0,0.0
high,17,N8,2.3269787572028067e-07,1.1094625208491604e-06,0.0,0.0
high,17,N9,2.3274170258346672e-07,1.1083953738179199e-06,0.0,-0.0
high,18,N1,2.2654093436614213e-07,2.5845378295457293e-07,0.0,0.0
high,18,N2,2.1744877139102907e-07,2.703820855910049e-07,0.0,0.0
high,18,N3,1.8479259032442058e-07,0.31493330544899145,0.0,-0.0
high,18,N4,2.2654096767248302e-07,2.5845386015690524e-07,0.0,0.0
high,18,N5,2.2299606557637756e-07,2.618538152030976e-07,0.0,0.0
high,18,N6,1.8479262584735495e-07,10.406491943378116,0.0,26.176642379191716
high,18,N7,2.1774091463208936e-07,2.7096776794073485e-07,0.0,0.0
high,18,N8,1.8479262706538991e-07,5.235560396567462,0.0,-0.0
high,18,N9,1.8479259113477044e-07,0.3156489979717533,0.0,0.35765980618664395
high,19,N1,2.32703965698651e-07,2.500994873789886e-07,0.0,0.0
high,19,N2,2.250450980771223e-07,2.5867694099235273e-07,0.0,-0.0
high,19,N3,1.8479267730415066e-07,0.19169660386305926,0.0,0.7072752858390209
high,19,N4,2.3270400562793497e-07,2.5009954326396806e-07,0.0,-0.0
high,19,N5,2.2967653135790945e-07,2.5240370229177457e-07,0.0,-0.0
high,19,N6,1.8479262671897223e-07,9.601443341324163,0.0,33.510901923747774
high,19,N7,2.2535612730082328e-07,2.592145416690837e-07,0.0,0.0
high,19,N8,1.8479263098577548e-07,3.7553407690866525,0.0,17.590776083859026
high,19,N9,1.847926772850805e-07,0.19214930064988103,0.0,0.7090998757270608
high,20,N1,2.3749669557159425e-07,2.4415081197970033e-07,0.0,0.0
high,20,N2,2.31010964625029e-07,2.5048319043765465e-07,0.0,0.0
high,20,N3,1.847927187419394e-07,0.1567738089915554,0.0,0.7072752858390209
high,20,N4,2.3749674022639283e-07,2.441508556824932e-07,0.0,0.0
high,20,N5,2.348866729635583e-07,2.457178423894674e-07,0.0,0.0
high,20,N6,1.847926214057549e-07,25.37133319722411,0.0,12.779856891762044
high,20,N7,2.313382706669402e-07,2.509877139463e-07,0.0,0.0
high,20,N8,1.8479262737807694e-07,5.709386680251651,0.0,12.06251794667185
high,20,N9,1.8479271838535308e-07,0.15718934103692817,0.0,0.7090998757270608
high,21,N1,2.411455705485383e-07,2.3990903083188065e-07,0.0,0.0
high,21,N2,2.3559412895648932e-07,2.4470458673260385e-07,0.0,0.0
high,21,N3,1.8479275628021893e-07,0.13472331640223087,0.0,0.0
high,21,N4,2.4114561882139633e-07,2.399090671140495e-07,0.0,0.0
high,21,N5,2.3886345276012465e-07,2.409710462514484e-07,0.0,0.0
high,21,N6,1.8479262772925143e-07,8.415928415482034,0.0,0.0
high,21,N7,2.359349897477258e-07,2.4518584502154614e-07,0.0,0.0
high,21,N8,1.8479263483725859e-07,2.849528214032477,0.0,0.0
high,21,N9,1.8479275576069505e-07,0.13509663550383785,0.0,0.0
high,22,N1,2.4383538747903126e-07,2.3692825851461545e-07,0.0,0.0
high,22,N2,2.389988090927837e-07,2.4067223484688954e-07,0.0,0.0
high,22,N3,1.8479278077664864e-07,0.12317658947210981,0.0,0.0
high,22,N4,2.4383543865081974e-07,2.369282900509212e-07,0.0,0.0
high,22,N5,2.4180116683158365e-07,2.3764510442628118e-07,0.0,0.0
high,22,N6,1.8479263065394563e-07,5.274830329975928,0.0,0.0
high,22,N7,2.3935043591165767e-07,2.4113716882603473e-07,0.0,0.0
high,22,N8,1.847926385325818e-07,2.250025716651917,0.0,0.0
high,22,N9,1.8479278018138748e-07,0.12352386944281057,0.0,0.0
high,23,N1,2.45710339853759e-07,2.34919499205295e-07,0.0,0.0
high,23,N2,2.4138681792910394e-07,2.379663554492489e-07,0.0,0.0
high,23,N3,1.8479279596812745e-07,0.11685993590610444,0.0,0.0
high,23,N4,2.457103928554351e-07,2.3491952807784595e-07,0.0,0.0
high,23,N5,2.4385226878270055e-07,2.3540800648310374e-07,0.0,0.0
high,23,N6,1.8479263127684149e-07,4.887769103594708,0.0,0.0
high,23,N7,2.4174640905734096e-07,2.3842022929749404e-07,0.0,0.0
high,23,N8,1.8479263964178852e-07,2.1135072590260564,0.0,0.0
high,23,N9,1.847927953411874e-07,0.11718930539160487,0.0,0.0
high,24,N1,2.4687530754165154e-07,2.336987771807073e-07,0.0,0.0
high,24,N2,2.4287757541365654e-07,2.363256087177707e-07,0.0,0.0
high,24,N3,1.847928051865255e-07,0.11331642594522226,0.0,0.7072752858390209
high,24,N4,2.4687536147238827e-07,2.3369880478123798e-07,0.0,0.0
high,24,N5,2.451281894908529e-07,2.3405008424842195e-07,0.0,0.0
high,24,N6,1.8479263161697728e-07,4.705563721624092,0.0,33.510901923747774
high,24,N7,2.4324234994698686e-07,2.3677269268372004e-07,0.0,0.0
high,24,N8,1.8479264024228144e-07,2.045136064592606,0.0,17.590776083859026
high,24,N9,1.8479280454894345e-07,0.11363328640651255,0.0,0.7090998757270608
