sweep,investor,termination,optimal,solve_seconds,best_feasible_objective,best_objective_bound,proximal_penalty,configured_proximal_penalty,proximal_unpenalized_sweeps,effective_damping,complementarity_epsilon,complementarity_max_product,complementarity_max_violation,primal_dual_gap_eur_per_day,profit_eur_per_day,old_power_mw,best_response_power_mw,new_power_mw,old_energy_mwh,best_response_energy_mwh,new_energy_mwh,old_access_request_mw,best_response_access_request_mw,new_access_request_mw,max_raw_deviation_mw,max_raw_deviation_mwh,max_iterate_change_mw,max_iterate_change_mwh,max_raw_bid_deviation_eur_per_mwh,max_iterate_bid_change_eur_per_mwh,max_raw_quantity_bid_deviation_mw,max_iterate_quantity_bid_change_mw,max_raw_access_quantity_deviation_mw,max_iterate_access_quantity_change_mw,max_raw_access_bid_deviation_eur_per_mw_day,max_iterate_access_bid_change_eur_per_mw_day
1,I1,optimal,True,2.5255166001152247,,,0.0,0.0,10,0.25,,,,,19006.68283951979,0.0,187.1821507306474,46.7955376094449,0.0,547.1949706346221,136.7987424787466,,,,66.87439429066028,181.55737303619512,16.71859857266507,45.38934325904878,499.6717710523708,124.9179427630927,0.0,0.0,0.0,0.0,0.0,0.0
1,I2,optimal,True,15.06064199982211,,,0.0,0.0,10,0.25,,,,,18060.43017837686,0.0,187.1821503578017,46.795537589450426,0.0,547.1949699841813,136.79874249604532,,,,66.87439429066028,181.55737303619512,16.71859857266507,45.38934325904878,499.6717710523708,124.9179427630927,0.0,0.0,0.0,0.0,0.0,0.0
1,I3,optimal,True,4.968765800120309,,,0.0,0.0,10,0.25,,,,,127907.20188464697,0.0,187.18215122116547,46.79553760191335,0.0,547.1949716744837,136.79874246877233,,,,66.87439429066028,181.55737303619512,16.71859857266507,45.38934325904878,499.6717710523708,124.9179427630927,0.0,0.0,0.0,0.0,0.0,0.0
1,I4,optimal,True,4.925332400016487,,,0.0,0.0,10,0.25,,,,,207384.1088301261,0.0,207.42566863866767,51.85641691170268,0.0,588.4413019320162,147.11032490738788,,,,66.87439429066028,181.55737303619512,16.71859857266507,45.38934325904878,499.6717710523708,124.9179427630927,0.0,0.0,0.0,0.0,0.0,0.0
2,I1,optimal,True,7.427887300029397,,,0.0,0.0,10,0.25,,,,,4698.008519936423,46.7955376094449,46.51080186066395,46.72435336918814,136.7987424787466,136.79874102603057,136.798741474788,,,,16.576452878790235,47.8166121900466,4.144113219697557,11.954153047511653,463.93430017879166,115.98357504469791,0.0,0.0,0.0,0.0,0.0,0.0
2,I2,optimal,True,3.63906339998357,,,0.0,0.0,10,0.25,,,,,4461.587149459367,46.795537589450426,46.51080156068105,46.724353333155435,136.79874249604532,136.7987403146236,136.7987414307274,,,,16.576452878790235,47.8166121900466,4.144113219697557,11.954153047511653,463.93430017879166,115.98357504469791,0.0,0.0,0.0,0.0,0.0,0.0
2,I3,optimal,True,15.823319399962202,,,0.0,0.0,10,0.25,,,,,128427.78197943779,46.79553760191335,67.04049170150805,51.85677608983879,136.79874246877233,187.80697354382335,149.55080013135014,,,,16.576452878790235,47.8166121900466,4.144113219697557,11.954153047511653,463.93430017879166,115.98357504469791,0.0,0.0,0.0,0.0,0.0,0.0
2,I4,optimal,True,7.5493288999423385,,,0.0,0.0,10,0.25,,,,,201460.08512619455,51.85641691170268,76.33543601394871,57.97617156931699,147.11032490738788,225.56963149547215,166.72515127647745,,,,16.576452878790235,47.8166121900466,4.144113219697557,11.954153047511653,463.93430017879166,115.98357504469791,0.0,0.0,0.0,0.0,0.0,0.0
3,I1,optimal,True,14.64801360014826,,,0.0,0.0,10,0.25,,,,,3599.9620131397996,46.72435336918814,36.21306463594777,44.09653114665842,136.798741474788,104.48967555794395,128.721474899105,,,,40.62062984940776,115.57761050219601,10.15515746235194,28.894402625549006,452.8103327939436,113.2025831984859,0.0,0.0,0.0,0.0,0.0,0.0
3,I2,optimal,True,14.619442999828607,,,0.0,0.0,10,0.25,,,,,3419.8251916701856,46.724353333155435,35.531737841366336,43.926199347766136,136.7987414307274,104.48967617149981,128.72147487365183,,,,40.62062984940776,115.57761050219601,10.15515746235194,28.894402625549006,452.8103327939436,113.2025831984859,0.0,0.0,0.0,0.0,0.0,0.0
3,I3,optimal,True,32.43143059988506,,,0.0,0.0,10,0.25,,,,,125466.70541814338,51.85677608983879,43.77344947624683,49.83594443524505,149.55080013135014,122.3876273889179,142.76000693556867,,,,40.62062984940776,115.57761050219601,10.15515746235194,28.894402625549006,452.8103327939436,113.2025831984859,0.0,0.0,0.0,0.0,0.0,0.0
3,I4,optimal,True,24.126387999858707,,,0.0,0.0,10,0.25,,,,,198665.6073632886,57.97617156931699,121.9513154907827,73.96995754968341,166.72515127647745,346.2267632444197,211.60055426846301,,,,40.62062984940776,115.57761050219601,10.15515746235194,28.894402625549006,452.8103327939436,113.2025831984859,0.0,0.0,0.0,0.0,0.0,0.0
4,I1,optimal,True,18.290147500112653,,,0.0,0.0,10,0.25,,,,,2828.2163735141185,44.09653114665842,28.908658484533042,40.29956275294922,128.721474899105,82.20216551335885,117.09164707483154,,,,33.95361265111572,101.06174605030137,8.48840316277893,25.26543651257535,497.84365900528593,124.46091475132148,0.0,0.0,0.0,0.0,0.0,0.0
4,I2,optimal,True,6.61868799990043,,,0.0,0.0,10,0.25,,,,,2686.739130004907,43.926199347766136,28.224211597642867,40.00070209647355,128.72147487365183,82.20216620308386,117.0916470577496,,,,33.95361265111572,101.06174605030137,8.48840316277893,25.26543651257535,497.84365900528593,124.46091475132148,0.0,0.0,0.0,0.0,0.0,0.0
4,I3,optimal,True,63.17038180003874,,,0.0,0.0,10,0.25,,,,,124156.09645683138,49.83594443524505,50.42879540951523,49.98415716532224,142.76000693556867,168.18855253872343,149.11714328799852,,,,33.95361265111572,101.06174605030137,8.48840316277893,25.26543651257535,497.84365900528593,124.46091475132148,0.0,0.0,0.0,0.0,0.0,0.0
4,I4,optimal,True,45.12472580000758,,,0.0,0.0,10,0.25,,,,,188200.3774718142,73.96995754968341,120.66681627194232,85.64417219226381,211.60055426846301,367.43820449090316,250.5599667049321,,,,33.95361265111572,101.06174605030137,8.48840316277893,25.26543651257535,497.84365900528593,124.46091475132148,0.0,0.0,0.0,0.0,0.0,0.0
5,I1,optimal,True,19.111413200153038,,,0.0,0.0,10,0.25,,,,,1846.2459265597743,40.29956275294922,24.905050892339233,36.450934747864615,117.09164707483154,54.30531649457847,101.39506433174714,,,,35.2404481292691,96.5895479119371,8.810112032317274,24.14738697798428,621.267375800047,155.31684395001176,0.0,0.0,0.0,0.0,0.0,0.0
5,I2,optimal,True,22.201193700078875,,,0.0,0.0,10,0.25,,,,,1731.7006396686627,40.00070209647355,27.105815567620038,36.77698046426018,117.0916470577496,54.21163116831975,101.37164308539214,,,,35.2404481292691,96.5895479119371,8.810112032317274,24.14738697798428,621.267375800047,155.31684395001176,0.0,0.0,0.0,0.0,0.0,0.0
5,I3,optimal,True,79.71747509995475,,,0.0,0.0,10,0.25,,,,,124767.16916517321,49.98415716532224,87.68107718333547,59.40838715183118,149.11714328799852,272.9709225215188,180.08058803389048,,,,35.2404481292691,96.5895479119371,8.810112032317274,24.14738697798428,621.267375800047,155.31684395001176,0.0,0.0,0.0,0.0,0.0,0.0
5,I4,optimal,True,20.99545740010217,,,0.0,0.0,10,0.25,,,,,203820.72323552685,85.64417219226381,143.9721542353774,100.22616765784512,250.5599667049321,420.23888441412595,292.97969600902553,,,,35.2404481292691,96.5895479119371,8.810112032317274,24.14738697798428,621.267375800047,155.31684395001176,0.0,0.0,0.0,0.0,0.0,0.0
6,I1,optimal,True,7.889790500048548,,,0.0,0.0,10,0.25,,,,,1102.2848154636886,36.450934747864615,39.187371104023555,37.13504366366362,101.39506433174714,78.37474334049226,95.63998371171205,,,,32.09380835097968,89.99746407908373,8.023452087744921,22.49936601977093,313.83160796451455,78.45790199112864,0.0,0.0,0.0,0.0,0.0,0.0
6,I2,optimal,True,10.90425659995526,,,0.0,0.0,10,0.25,,,,,278.9234833616591,36.77698046426018,30.850291258229568,35.29530801562152,101.37164308539214,67.6750954774197,92.94750586754549,,,,32.09380835097968,89.99746407908373,8.023452087744921,22.49936601977093,313.83160796451455,78.45790199112864,0.0,0.0,0.0,0.0,0.0,0.0
6,I3,optimal,True,26.499322999967262,,,0.0,0.0,10,0.25,,,,,127003.6223751769,59.40838715183118,78.60933150939141,64.2086221915959,180.08058803389048,258.9755923028069,199.80433647021042,,,,32.09380835097968,89.99746407908373,8.023452087744921,22.49936601977093,313.83160796451455,78.45790199112864,0.0,0.0,0.0,0.0,0.0,0.0
6,I4,optimal,True,22.769083500141278,,,0.0,0.0,10,0.25,,,,,205106.5192874856,100.22616765784512,147.03506238039995,111.92839131987898,292.97969600902553,400.3942420496969,319.83333244441735,,,,32.09380835097968,89.99746407908373,8.023452087744921,22.49936601977093,313.83160796451455,78.45790199112864,0.0,0.0,0.0,0.0,0.0,0.0
7,I1,optimal,True,9.080032899975777,,,0.0,0.0,10,0.25,,,,,408.077509031316,37.13504366366362,17.727624418945844,32.28318860261656,95.63998371171205,35.45525932920875,80.59380209212338,,,,25.420258450995767,34.75692574402501,6.35506461274894,8.689231436006253,542.9692614606533,135.74231536516334,0.0,0.0,0.0,0.0,0.0,0.0
7,I2,optimal,True,6.436322399880737,,,0.0,0.0,10,0.25,,,,,157.8443151530987,35.29530801562152,23.559017267471003,32.361235228767654,92.94750586754549,47.11803469053239,81.49013785326727,,,,25.420258450995767,34.75692574402501,6.35506461274894,8.689231436006253,542.9692614606533,135.74231536516334,0.0,0.0,0.0,0.0,0.0,0.0
7,I3,optimal,True,9.227260100189596,,,0.0,0.0,10,0.25,,,,,128586.97824253394,64.2086221915959,102.27324253485352,73.72477638706061,199.80433647021042,247.63951317603747,211.76312839173204,,,,25.420258450995767,34.75692574402501,6.35506461274894,8.689231436006253,542.9692614606533,135.74231536516334,0.0,0.0,0.0,0.0,0.0,0.0
7,I4,optimal,True,15.813056699931622,,,0.0,0.0,10,0.25,,,,,210614.34814785194,111.92839131987898,159.99554159939004,123.94517741400506,319.83333244441735,388.95488107663476,337.1137157520893,,,,25.420258450995767,34.75692574402501,6.35506461274894,8.689231436006253,542.9692614606533,135.74231536516334,0.0,0.0,0.0,0.0,0.0,0.0
8,I1,optimal,True,10.90597840002738,,,0.0,0.0,10,0.25,,,,,102.10306022845656,32.28318860261656,5.947519202014274,25.699271186669737,80.59380209212338,11.8950386172367,63.41911105703561,,,,16.52853033921322,27.65516641144519,4.132132584803301,6.913791602861295,601.5047499729319,150.37618749323298,0.0,0.0,0.0,0.0,0.0,0.0
8,I2,optimal,True,6.135870600119233,,,0.0,0.0,10,0.25,,,,,79.85034349626503,32.361235228767654,8.777206956404306,26.46522812559642,81.49013785326727,17.55441411548295,65.50620682398832,,,,16.52853033921322,27.65516641144519,4.132132584803301,6.913791602861295,601.5047499729319,150.37618749323298,0.0,0.0,0.0,0.0,0.0,0.0
8,I3,optimal,True,15.926146500045434,,,0.0,0.0,10,0.25,,,,,127831.5093860636,73.72477638706061,84.6776017349047,76.46298272402163,211.76312839173204,226.0442139143347,215.33339977238273,,,,16.52853033921322,27.65516641144519,4.132132584803301,6.913791602861295,601.5047499729319,150.37618749323298,0.0,0.0,0.0,0.0,0.0,0.0
8,I4,optimal,True,11.44658809993416,,,0.0,0.0,10,0.25,,,,,210120.5472707885,123.94517741400506,149.86651658086907,130.42551211311076,337.1137157520893,386.5196988286892,349.4652112837558,,,,16.52853033921322,27.65516641144519,4.132132584803301,6.913791602861295,601.5047499729319,150.37618749323298,0.0,0.0,0.0,0.0,0.0,0.0
9,I1,optimal,True,11.660720800049603,,,0.0,0.0,10,0.25,,,,,0.0,25.699271186669737,0.0,19.274453390002304,63.41911105703561,0.0,47.56433329277671,,,,13.500790528321767,32.63641207645103,3.3751976320804413,8.159103019112756,568.2161921817132,142.0540480454283,0.0,0.0,0.0,0.0,0.0,0.0
9,I2,optimal,True,4.707035300089046,,,0.0,0.0,10,0.25,,,,,6.533104214903517,26.46522812559642,6.140417368186772,21.38402513228459,65.50620682398832,12.28083518464947,52.199863286433356,,,,13.500790528321767,32.63641207645103,3.3751976320804413,8.159103019112756,568.2161921817132,142.0540480454283,0.0,0.0,0.0,0.0,0.0,0.0
9,I3,optimal,True,9.989082200219855,,,0.0,0.0,10,0.25,,,,,128263.46244144738,76.46298272402163,64.93697013039304,73.58147954880972,215.33339977238273,225.460790277478,217.86524731102963,,,,13.500790528321767,32.63641207645103,3.3751976320804413,8.159103019112756,568.2161921817132,142.0540480454283,0.0,0.0,0.0,0.0,0.0,0.0
9,I4,optimal,True,11.635101099964231,,,0.0,0.0,10,0.25,,,,,205530.10582025134,130.42551211311076,128.29508532157882,129.8929053685284,349.4652112837558,367.7514087858705,354.03676053149036,,,,13.500790528321767,32.63641207645103,3.3751976320804413,8.159103019112756,568.2161921817132,142.0540480454283,0.0,0.0,0.0,0.0,0.0,0.0
10,I1,optimal,True,11.632643999997526,,,0.0,0.0,10,0.25,,,,,0.0,19.274453390002304,0.0,14.455840042501727,47.56433329277671,0.0,35.67324996958253,,,,10.125592896241326,24.477309057338275,2.5313982240603314,6.119327264334569,352.5355632537165,88.13389081342912,0.0,0.0,0.0,0.0,0.0,0.0
10,I2,optimal,True,15.639982000226155,,,0.0,0.0,10,0.25,,,,,333.49819648380014,21.38402513228459,6.005348631958579,17.539355952629563,52.199863286433356,12.010697589423154,42.15257172512483,,,,10.125592896241326,24.477309057338275,2.5313982240603314,6.119327264334569,352.5355632537165,88.13389081342912,0.0,0.0,0.0,0.0,0.0,0.0
10,I3,optimal,True,28.173298300011083,,,0.0,0.0,10,0.25,,,,,128890.72939683823,73.58147954880972,93.18115433785323,78.48139818257978,217.86524731102963,228.68799979889823,220.5709352754856,,,,10.125592896241326,24.477309057338275,2.5313982240603314,6.119327264334569,352.5355632537165,88.13389081342912,0.0,0.0,0.0,0.0,0.0,0.0
10,I4,optimal,True,12.618423099862412,,,0.0,0.0,10,0.25,,,,,207793.61277351747,129.8929053685284,134.61996704745627,131.0746695485067,354.03676053149036,372.5580949408642,358.66709080372317,,,,10.125592896241326,24.477309057338275,2.5313982240603314,6.119327264334569,352.5355632537165,88.13389081342912,0.0,0.0,0.0,0.0,0.0,0.0
11,I1,optimal,True,15.711185700027272,,,0.0,0.0,10,0.25,,,,,7.28116425545781,14.455840042501727,2.213095213557996,11.395153835265795,35.67324996958253,4.426190432233739,27.861485085245334,,,,10.912961369144309,14.71380723427933,2.728240342286078,3.6784518085698323,580.052095667132,145.013023916783,0.0,0.0,0.0,0.0,0.0,0.0
11,I2,optimal,True,5.0968518001027405,,,0.0,0.0,10,0.25,,,,,150.32834910320167,17.539355952629563,2.887230460203128,13.876324402389827,42.15257172512483,5.774461411658921,33.058043774556644,,,,10.912961369144309,14.71380723427933,2.728240342286078,3.6784518085698323,580.052095667132,145.013023916783,0.0,0.0,0.0,0.0,0.0,0.0
11,I3,optimal,True,9.43767869984731,,,0.0,0.0,10,0.25,,,,,128908.7980971868,78.48139818257978,96.46516849254952,82.97733792164394,220.5709352754856,226.68521292283052,222.09949829985348,,,,10.912961369144309,14.71380723427933,2.728240342286078,3.6784518085698323,580.052095667132,145.013023916783,0.0,0.0,0.0,0.0,0.0,0.0
11,I4,optimal,True,5.7570255000609905,,,0.0,0.0,10,0.25,,,,,208587.19699448431,131.0746695485067,135.32425547448852,132.137065996264,358.66709080372317,372.54919267121176,362.1376161594799,,,,10.912961369144309,14.71380723427933,2.728240342286078,3.6784518085698323,580.052095667132,145.013023916783,0.0,0.0,0.0,0.0,0.0,0.0
12,I1,optimal,True,6.632413299987093,,,0.0,0.0,10,0.25,,,,,0.0,11.395153835265795,0.0,8.546365376449346,27.861485085245334,0.0,20.896113813934,,,,6.248919807525245,14.875033952811215,1.562229951881311,3.7187584882028037,535.372511461301,133.84312786532524,0.0,0.0,0.0,0.0,0.0,0.0
12,I2,optimal,True,2.6599041998852044,,,0.0,0.0,10,0.25,,,,,-1.7533761673635875e-05,13.876324402389827,8.673503860924413e-07,10.407243399709284,33.058043774556644,1.7942681713126877e-06,24.793533033769688,,,,6.248919807525245,14.875033952811215,1.562229951881311,3.7187584882028037,535.372511461301,133.84312786532524,0.0,0.0,0.0,0.0,0.0,0.0
12,I3,optimal,True,11.952837000135332,,,0.0,0.0,10,0.25,,,,,129185.1051920896,82.97733792164394,83.72162633302051,83.16340987910343,222.09949829985348,212.01329810463972,219.5779479341505,,,,6.248919807525245,14.875033952811215,1.562229951881311,3.7187584882028037,535.372511461301,133.84312786532524,0.0,0.0,0.0,0.0,0.0,0.0
12,I4,optimal,True,14.595941100036725,,,0.0,0.0,10,0.25,,,,,209282.48940611412,132.137065996264,133.0693911630232,132.37014714802206,362.1376161594799,353.9638727671193,360.09417997642674,,,,6.248919807525245,14.875033952811215,1.562229951881311,3.7187584882028037,535.372511461301,133.84312786532524,0.0,0.0,0.0,0.0,0.0,0.0
13,I1,optimal,True,3.273754300083965,,,0.0,0.0,10,0.25,,,,,189.59867290069582,8.546365376449346,3.3118900804795897,7.2377463704392175,20.896113813934,6.623780382058108,17.328030058161747,,,,6.366548399981323,13.22226908985688,1.5916370999953315,3.3055672724642164,430.6651585924808,107.66628964812018,0.0,0.0,0.0,0.0,0.0,0.0
13,I2,optimal,True,5.6227158000692725,,,0.0,0.0,10,0.25,,,,,97.16872555630822,10.407243399709284,6.623779280827753,9.461377138068716,24.793533033769688,13.247558688012127,21.907038964109873,,,,6.366548399981323,13.22226908985688,1.5916370999953315,3.3055672724642164,430.6651585924808,107.66628964812018,0.0,0.0,0.0,0.0,0.0,0.0
13,I3,optimal,True,23.680440899915993,,,0.0,0.0,10,0.25,,,,,128934.1022684145,83.16340987910343,86.4135961013628,83.97595640286946,219.5779479341505,226.1817865686548,221.2289074991045,,,,6.366548399981323,13.22226908985688,1.5916370999953315,3.3055672724642164,430.6651585924808,107.66628964812018,0.0,0.0,0.0,0.0,0.0,0.0
13,I4,optimal,True,16.385605599964038,,,0.0,0.0,10,0.25,,,,,208231.71114051907,132.37014714802206,130.32882405426582,131.85981631756815,360.09417997642674,369.56411408386833,362.4616633584968,,,,6.366548399981323,13.22226908985688,1.5916370999953315,3.3055672724642164,430.6651585924808,107.66628964812018,0.0,0.0,0.0,0.0,0.0,0.0
14,I1,optimal,True,6.335295000113547,,,0.0,0.0,10,0.25,,,,,88.33252828808912,7.2377463704392175,1.5087290897690628,5.805492028131077,17.328030058161747,3.017458424793688,13.750387069323626,,,,7.269803283818298,13.22258492764486,1.8174508209545763,3.3056462319112114,503.100708921318,97.37232450182802,0.0,0.0,0.0,0.0,0.0,0.0
14,I2,optimal,True,3.2365856000687927,,,0.0,0.0,10,0.25,,,,,-3.705411097660291e-06,9.461377138068716,6.66414658242877e-08,7.096032861174018,21.907038964109873,4.669148874525508e-07,16.43027927597061,,,,7.269803283818298,13.22258492764486,1.8174508209545763,3.3056462319112114,503.100708921318,97.37232450182802,0.0,0.0,0.0,0.0,0.0,0.0
14,I3,optimal,True,8.672975900117308,,,0.0,0.0,10,0.25,,,,,128934.47540939495,83.97595640286946,71.90918610492575,80.95926372911624,221.2289074991045,220.29119791662063,220.99447987894314,,,,7.269803283818298,13.22258492764486,1.8174508209545763,3.3056462319112114,503.100708921318,97.37232450182802,0.0,0.0,0.0,0.0,0.0,0.0
14,I4,optimal,True,22.091195499990135,,,0.0,0.0,10,0.25,,,,,208577.1924121104,131.85981631756815,142.688675933926,134.56703115731187,362.4616633584968,363.1497523441845,362.6336854358825,,,,7.269803283818298,13.22258492764486,1.8174508209545763,3.3056462319112114,503.100708921318,97.37232450182802,0.0,0.0,0.0,0.0,0.0,0.0
15,I1,optimal,True,8.145264099817723,,,0.0,0.0,10,0.25,,,,,103.991437249503,5.805492028131077,1.6847125308499342,4.775297153810791,13.750387069323626,3.369425078873473,11.155146571711088,,,,5.523376820960037,23.193865228668685,1.3808442052400096,5.798466307167175,571.4926529830632,142.8731632457658,0.0,0.0,0.0,0.0,0.0,0.0
15,I2,optimal,True,9.387093600118533,,,0.0,0.0,10,0.25,,,,,0.0,7.096032861174018,0.0,5.322024645880513,16.43027927597061,0.0,12.322709456977956,,,,5.523376820960037,23.193865228668685,1.3808442052400096,5.798466307167175,571.4926529830632,142.8731632457658,0.0,0.0,0.0,0.0,0.0,0.0
15,I3,optimal,True,11.494081999873742,,,0.0,0.0,10,0.25,,,,,128917.05773197886,80.95926372911624,70.8275676822497,78.42633971275559,220.99447987894314,221.18884146481255,221.04307024797737,,,,5.523376820960037,23.193865228668685,1.3808442052400096,5.798466307167175,571.4926529830632,142.8731632457658,0.0,0.0,0.0,0.0,0.0,0.0
