fleet,case,gamma,node,hour,lambda_eur_per_mwh,hard_min_norm_lambda_eur_per_mwh,lambda_difference_eur_per_mwh,balance_residual_mw
final_gamma1e4,hard_min_norm,,N6,8,60.00000061551018,60.00000061551018,0.0,0.0
final_gamma1e4,hard_min_norm,,N6,9,60.000000614457406,60.000000614457406,0.0,0.0
final_gamma1e4,hard_min_norm,,N6,10,52.200000548286866,52.200000548286866,0.0,0.0
final_gamma1e4,hard_min_norm,,N6,11,41.33073212006645,41.33073212006645,0.0,0.0
final_gamma1e4,hard_min_norm,,N6,12,29.65149068235781,29.65149068235781,0.0,0.0
final_gamma1e4,hard_min_norm,,N6,13,29.651490674450105,29.651490674450105,0.0,0.0
final_gamma1e4,hard_min_norm,,N6,14,29.651490685410035,29.651490685410035,0.0,0.0
final_gamma1e4,hard_min_norm,,N6,15,29.651490689573844,29.651490689573844,0.0,0.0
final_gamma1e4,hard_min_norm,,N6,16,29.651490694924167,29.651490694924167,0.0,0.0
final_gamma1e4,hard_min_norm,,N6,17,52.20000054007397,52.20000054007397,0.0,0.0
final_gamma1e4,hard_min_norm,,N6,18,60.000000605930474,60.000000605930474,0.0,0.0
final_gamma1e4,hard_min_norm,,N6,19,60.000000611612556,60.000000611612556,0.0,0.0
final_gamma1e4,hard_min_norm,,N6,20,60.00000061499488,60.00000061499488,0.0,0.0
final_gamma1e4,hard_min_norm,,N6,21,60.00000061648447,60.00000061648447,0.0,0.0
final_gamma1e4,hard_min_norm,,N6,22,60.00000061662913,60.00000061662913,0.0,0.0
final_gamma1e4,hard_min_norm,,N6,23,60.00000061607678,60.00000061607678,0.0,0.0
final_gamma1e4,hard_min_norm,,N6,24,60.000000615343474,60.000000615343474,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,1,60.00000061059471,60.00000061059471,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,2,60.000000609700955,60.000000609700955,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,3,60.00000060912779,60.00000060912779,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,4,60.00000060891964,60.00000060891964,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,5,60.00000060958655,60.00000060958655,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,6,60.00000061107072,60.00000061107072,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,7,60.00000061342937,60.00000061342937,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,8,60.0000006149785,60.0000006149785,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,9,60.00000061481085,60.00000061481085,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,10,52.20000055429558,52.20000055429558,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,11,52.20000052454766,52.20000052454766,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,12,52.200000521898616,52.200000521898616,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,13,52.200000519590105,52.200000519590105,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,14,52.20000051783659,52.20000051783659,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,15,52.20000051642541,52.20000051642541,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,16,52.20000051739304,52.20000051739304,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,17,52.200000546564794,52.200000546564794,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,18,60.00000060944305,60.00000060944305,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,19,60.00000061378137,60.00000061378137,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,20,60.0000006158462,60.0000006158462,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,21,60.000000616181296,60.000000616181296,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,22,60.00000061509262,60.00000061509262,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,23,60.0000006134989,60.0000006134989,0.0,0.0
final_gamma1e4,hard_min_norm,,N7,24,60.00000061214415,60.00000061214415,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,1,60.00000061433206,60.00000061433206,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,2,60.000000613715464,60.000000613715464,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,3,60.00000061330941,60.00000061330941,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,4,60.000000613151535,60.000000613151535,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,5,60.00000061349897,60.00000061349897,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,6,60.000000614142195,60.000000614142195,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,7,60.00000061472337,60.00000061472337,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,8,60.00000061412707,60.00000061412707,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,9,60.00000061191696,60.00000061191696,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,10,52.200000539860554,52.200000539860554,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,11,49.91707365139942,49.91707365139942,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,12,38.23783220285403,38.23783220285403,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,13,38.23783220214491,38.23783220214491,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,14,38.237832196000554,38.237832196000554,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,15,38.237832207353534,38.237832207353534,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,16,38.23783222992621,38.23783222992621,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,17,52.2000005312708,52.2000005312708,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,18,60.00000060345612,60.00000060345612,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,19,60.00000061043265,60.00000061043265,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,20,60.00000061456914,60.00000061456914,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,21,60.000000616406794,60.000000616406794,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,22,60.0000006167244,60.0000006167244,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,23,60.00000061626124,60.00000061626124,0.0,0.0
final_gamma1e4,hard_min_norm,,N8,24,60.000000615568304,60.000000615568304,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,1,60.00000061100689,60.00000061100689,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,2,60.00000061047005,60.00000061047005,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,3,60.000000610172314,60.000000610172314,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,4,60.00000061014209,60.00000061014209,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,5,60.00000061067024,60.00000061067024,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,6,60.00000061156497,60.00000061156497,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,7,60.00000061274597,60.00000061274597,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,8,60.00000061360319,60.00000061360319,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,9,60.00000061379941,60.00000061379941,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,10,52.20000055429555,52.20000055429555,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,11,46.72097608321039,46.72097608321039,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,12,35.04173464258523,35.04173464258523,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,13,35.041734640926286,35.041734640926286,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,14,35.04173464128196,35.04173464128196,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,15,35.041734648636506,35.041734648636506,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,16,35.041734661451144,35.041734661451144,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,17,52.20000054656478,52.20000054656478,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,18,60.00000060918349,60.00000060918349,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,19,60.00000061168328,60.00000061168328,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,20,60.00000061323542,60.00000061323542,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,21,60.00000061383793,60.00000061383793,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,22,60.00000061361668,60.00000061361668,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,23,60.000000612954686,60.000000612954686,0.0,0.0
final_gamma1e4,hard_min_norm,,N9,24,60.00000061221574,60.00000061221574,0.0,0.0
final_gamma1e4,gamma_1e-04,0.0001,N1,1,59.999999999713,60.00000059602806,-5.96315061329733e-07,-0.0059999999999713
final_gamma1e4,gamma_1e-04,0.0001,N1,2,59.99999999889006,60.00000059540318,-5.965131180118988e-07,-0.0059999999998890064
final_gamma1e4,gamma_1e-04,0.0001,N1,3,59.99999999336908,60.000000594938,-6.015689208993535e-07,-0.005999999999336908
final_gamma1e4,gamma_1e-04,0.0001,N1,4,59.999999855471174,60.0000005947238,-7.392526271132738e-07,-0.005999999985547118
final_gamma1e4,gamma_1e-04,0.0001,N1,5,59.999999996772935,60.00000059516778,-5.983948483390122e-07,-0.005999999999677294
final_gamma1e4,gamma_1e-04,0.0001,N1,6,59.99999999977765,60.00000059626607,-5.964884195464037e-07,-0.005999999999977765
final_gamma1e4,gamma_1e-04,0.0001,N1,7,59.99999999997925,60.000000598038376,-5.98059124001793e-07,-0.005999999999997925
final_gamma1e4,gamma_1e-04,0.0001,N1,8,59.99999999999721,60.00000059940591,-5.994087004523863e-07,-0.005999999999999721
final_gamma1e4,gamma_1e-04,0.0001,N1,9,59.999999999533294,60.00000059991497,-6.00381675042172e-07,-0.00599999999995333
final_gamma1e4,gamma_1e-04,0.0001,N1,10,52.20000000030932,52.200000550144956,-5.498356330235765e-07,-0.0052200000000309325
final_gamma1e4,gamma_1e-04,0.0001,N1,11,59.9999999995988,60.00000059186339,-5.922645911482505e-07,-0.00599999999995988
final_gamma1e4,gamma_1e-04,0.0001,N1,12,52.21991325238717,60.00000058684511,-7.780087334457939,-0.0052219913252387175
final_gamma1e4,gamma_1e-04,0.0001,N1,13,52.26251144983176,60.00000058978897,-7.737489139957205,-0.005226251144983177
final_gamma1e4,gamma_1e-04,0.0001,N1,14,52.15643778419073,60.00000057101784,-7.843562786827114,-0.005215643778419073
final_gamma1e4,gamma_1e-04,0.0001,N1,15,52.21991324617998,60.00000057396442,-7.780087327784443,-0.005221991324617998
final_gamma1e4,gamma_1e-04,0.0001,N1,16,59.999999991101724,60.00000058980814,-5.987064142232157e-07,-0.005999999999110173
final_gamma1e4,gamma_1e-04,0.0001,N1,17,52.20000000018232,52.20000054039812,-5.402158009815139e-07,-0.005220000000018233
final_gamma1e4,gamma_1e-04,0.0001,N1,18,59.99999999930884,60.00000059628223,-5.969733862798421e-07,-0.005999999999930884
final_gamma1e4,gamma_1e-04,0.0001,N1,19,60.00000000011147,60.000000598214385,-5.981029147505978e-07,-0.0060000000000111475
final_gamma1e4,gamma_1e-04,0.0001,N1,20,60.00000000046622,60.000000599009674,-5.985434512467691e-07,-0.0060000000000466226
final_gamma1e4,gamma_1e-04,0.0001,N1,21,60.00000000020395,60.000000599058595,-5.9885464764875e-07,-0.006000000000020395
final_gamma1e4,gamma_1e-04,0.0001,N1,22,60.00000000003633,60.000000598395644,-5.983593140967969e-07,-0.0060000000000036335
final_gamma1e4,gamma_1e-04,0.0001,N1,23,59.99999999996021,60.00000059748019,-5.975199783847529e-07,-0.0059999999999960215
final_gamma1e4,gamma_1e-04,0.0001,N1,24,59.99999999987248,60.0000005967435,-5.968710183879011e-07,-0.005999999999987248
final_gamma1e4,gamma_1e-04,0.0001,N2,1,59.99999999960036,60.00000058348825,-5.838878891495369e-07,-0.005999999999960036
final_gamma1e4,gamma_1e-04,0.0001,N2,2,59.99999999877227,60.00000058259449,-5.83822220789898e-07,-0.005999999999877227
final_gamma1e4,gamma_1e-04,0.0001,N2,3,59.99999999325092,60.00000058202133,-5.887704119800219e-07,-0.005999999999325092
final_gamma1e4,gamma_1e-04,0.0001,N2,4,59.999999855353735,60.000000581813175,-7.26459440159033e-07,-0.005999999985535374
final_gamma1e4,gamma_1e-04,0.0001,N2,5,59.99999999665502,60.000000582480084,-5.858250631263218e-07,-0.005999999999665502
final_gamma1e4,gamma_1e-04,0.0001,N2,6,59.99999999966699,60.00000058396425,-5.842972612413178e-07,-0.0059999999999666995
final_gamma1e4,gamma_1e-04,0.0001,N2,7,59.999999999891585,60.000000586322905,-5.864313195047544e-07,-0.005999999999989159
final_gamma1e4,gamma_1e-04,0.0001,N2,8,59.99999999990423,60.00000058787203,-5.87967797116562e-07,-0.005999999999990424
final_gamma1e4,gamma_1e-04,0.0001,N2,9,59.99999999932905,60.000000587704385,-5.883753360080846e-07,-0.005999999999932905
final_gamma1e4,gamma_1e-04,0.0001,N2,10,52.2000000000989,52.2000005331478,-5.330488974664149e-07,-0.00522000000000989
final_gamma1e4,gamma_1e-04,0.0001,N2,11,52.199999999908414,52.20000051827382,-5.1836540393424e-07,-0.005219999999990841
final_gamma1e4,gamma_1e-04,0.0001,N2,12,52.199999999877846,52.20000051694929,-5.170714416635747e-07,-0.005219999999987785
final_gamma1e4,gamma_1e-04,0.0001,N2,13,52.19999999982445,52.200000515795026,-5.159705764867795e-07,-0.005219999999982445
final_gamma1e4,gamma_1e-04,0.0001,N2,14,52.199999999751824,52.200000514918266,-5.15166441061865e-07,-0.005219999999975183
final_gamma1e4,gamma_1e-04,0.0001,N2,15,52.199999999659624,52.20000051421266,-5.145530366235107e-07,-0.005219999999965963
final_gamma1e4,gamma_1e-04,0.0001,N2,16,52.199999999692835,52.20000051469648,-5.150036415102477e-07,-0.005219999999969284
final_gamma1e4,gamma_1e-04,0.0001,N2,17,52.200000000036034,52.2000005292824,-5.292463640671485e-07,-0.005220000000003604
final_gamma1e4,gamma_1e-04,0.0001,N2,18,59.99999999912079,60.00000058233659,-5.832158009866362e-07,-0.005999999999912079
final_gamma1e4,gamma_1e-04,0.0001,N2,19,60.00000000008378,60.0000005866749,-5.865911205660268e-07,-0.006000000000008378
final_gamma1e4,gamma_1e-04,0.0001,N2,20,60.00000000050227,60.00000058873973,-5.882374622956377e-07,-0.006000000000050227
final_gamma1e4,gamma_1e-04,0.0001,N2,21,60.00000000020814,60.00000058907483,-5.888666905207174e-07,-0.006000000000020814
final_gamma1e4,gamma_1e-04,0.0001,N2,22,59.99999999998276,60.00000058798616,-5.880033953076236e-07,-0.005999999999998277
final_gamma1e4,gamma_1e-04,0.0001,N2,23,59.999999999873275,60.00000058639243,-5.86519156797749e-07,-0.005999999999987328
final_gamma1e4,gamma_1e-04,0.0001,N2,24,59.99999999976922,60.00000058503768,-5.852684594742641e-07,-0.005999999999976922
final_gamma1e4,gamma_1e-04,0.0001,N3,1,59.999999999714596,60.00000061108061,-6.113660120377062e-07,-0.00599999999997146
final_gamma1e4,gamma_1e-04,0.0001,N3,2,59.99999999888849,60.00000061051385,-6.116253601362587e-07,-0.0059999999998888495
final_gamma1e4,gamma_1e-04,0.0001,N3,3,59.99999999337047,60.000000610196615,-6.168261421635179e-07,-0.005999999999337048
final_gamma1e4,gamma_1e-04,0.0001,N3,4,59.9999998554757,60.00000061015027,-7.546745734998694e-07,-0.00599999998554757
final_gamma1e4,gamma_1e-04,0.0001,N3,5,59.99999999677292,60.000000610678406,-6.139054846698855e-07,-0.005999999999677292
final_gamma1e4,gamma_1e-04,0.0001,N3,6,59.99999999977896,60.00000061157317,-6.117942135119847e-07,-0.005999999999977896
final_gamma1e4,gamma_1e-04,0.0001,N3,7,59.99999999999538,60.00000061275471,-6.127593294991129e-07,-0.005999999999999539
final_gamma1e4,gamma_1e-04,0.0001,N3,8,59.99999999999454,60.00000061361061,-6.136160664027557e-07,-0.0059999999999994546
