hour,lambda_system,system_net_injection_residual_mw
1,67.15000058788908,-5.6206510276751595e-14
2,67.15000056048417,5.860883176983194e-14
3,67.15000051571663,1.981411668057167e-14
4,67.15000046197487,-3.408639253410594e-14
5,67.1500005298397,-2.6952961870222017e-14
6,67.15000059237737,-1.1506861987970783e-14
7,67.15000063086033,3.2276965940258105e-14
8,67.15000064152416,-5.57968368890512e-14
9,67.15000061466621,9.518417286238555e-14
10,60.000000632592624,-2.0736405011178606e-14
11,60.000000584856544,-5.1387782667925276e-14
12,60.00000057218872,1.6430219738653383e-14
13,60.000000543360635,-2.9639662763942176e-15
14,60.00000051729326,-4.9394082891731966e-14
15,60.00000050991943,-4.545648030043531e-14
16,60.00000056840187,3.240202175224183e-14
17,60.000000603495494,3.917579801802662e-14
18,67.15000058660222,3.470292619060241e-14
19,67.15000042399923,-6.314000090454873e-14
20,67.15000045206604,6.513388273988614e-14
21,67.15000063498275,-7.852303317523691e-15
22,67.15000062955855,4.969911994364765e-14
23,67.15000061149922,2.231758589836434e-14
24,67.15000059740593,-4.196681493672853e-14
