node,x_power_mw,x_energy_mwh,energy_power_ratio_h
N1,-9.562888773011096e-11,8.36022008606687e-09,0.0
N2,-1.4046669045401426e-09,-1.8416418816090747e-09,0.0
N3,-1.5222368745761642e-09,-2.704892712827636e-09,0.0
N4,-1.6187808419857882e-09,-3.4092042866931863e-09,0.0
N5,49.30045943858663,118.87286130107314,2.4111917546965778
