hour,lambda_system,system_net_injection_residual_mw
1,55.00000054044963,-4.263256414560601e-14
2,55.000000540049875,-5.684341886080802e-14
3,55.00000053971161,-1.4210854715202004e-14
4,55.00000053932671,0.0
5,55.00000053986378,4.263256414560601e-14
6,55.0000005409785,-1.4210854715202004e-14
7,75.00000073997273,8.526512829121202e-14
8,75.00000074042782,-1.2434497875801753e-14
9,75.00000074010421,0.0
10,55.00000054256681,2.842170943040401e-14
11,55.517493256875255,2.842170943040401e-14
12,55.517493256298955,-5.684341886080802e-14
13,55.517493255512626,-1.4210854715202004e-14
14,55.51749325348226,7.105427357601002e-14
15,55.51749325518698,2.842170943040401e-14
16,55.517493256178675,7.105427357601002e-14
17,60.33333392606194,2.842170943040401e-14
18,75.00000073988122,2.842170943040401e-14
19,75.00000074902532,6.394884621840902e-14
20,120.0000011888407,2.1316282072803006e-14
21,75.00000074239944,-4.973799150320701e-14
22,75.00000074019809,-1.4210854715202004e-14
23,75.0000007394493,-4.973799150320701e-14
24,55.000000542701386,7.105427357601002e-15
