hour,lambda_system,system_net_injection_residual_mw
1,67.17039865897857,-8.861007765898137e-15
2,67.1655521600083,-4.071232440853099e-14
3,67.16205866185132,3.651543153745528e-14
4,67.16138381486682,-6.780121472228016e-14
5,67.16438868809996,-6.942279277048903e-14
6,67.17310466019481,-2.7348647614738984e-14
7,67.18746992079232,-2.987900057963399e-14
8,67.19055121071213,-7.235661920752435e-15
9,67.1770128279069,2.171965647021264e-16
10,67.1666669837558,-8.40277867746938e-14
11,60.03030568333673,2.2114546307334474e-14
12,60.01500113024643,4.919535651820097e-15
13,60.009994964474636,-6.33725285844436e-14
14,60.01077235582548,-1.619656794843019e-14
15,60.014021750695136,3.219338139903935e-14
16,60.02262251285351,-5.082633822775577e-16
17,67.09019242319513,5.1793234660965055e-14
18,67.15682138478377,4.424172161948652e-14
19,67.17888420956805,2.245086446052737e-14
20,67.1839180367346,5.295256097715439e-15
21,67.18451107209181,3.675082266930381e-14
22,67.18356016886561,-4.8064009168505034e-14
23,67.18105702542802,9.30482203828338e-15
24,67.17554645797189,6.005194527001025e-14
