hour,line,flow_mw,limit_mw,abs_utilization,mu_upper_dual,mu_lower_dual
1,L14,344.5000034354941,400.0,0.8612500085887352,9.742507773959694e-09,-9.97561832289763e-09
1,L45,311.56746600128423,400.0,0.7789186650032106,9.809847169261845e-09,-9.974772377777054e-09
1,L46,32.932537427446775,200.0,0.16466268713723387,9.898468799788436e-09,-9.920633786374508e-09
1,L69,-2.7074625525717058,200.0,0.013537312762858529,9.915607511806941e-09,-9.905656935297154e-09
1,L57,-59.68253400743689,400.0,0.14920633501859223,9.961677622398688e-09,-9.946818705304018e-09
1,L93,-101.98999147582751,400.0,0.25497497868956875,9.965447848008872e-09,-9.937328675635083e-09
1,L72,1.077654256626691e-06,400.0,2.6941356415667276e-09,9.955454603928079e-09,-9.955454604172575e-09
1,L98,99.28253196237881,200.0,0.4964126598118941,9.813316069990918e-09,-9.941494334138693e-09
1,L78,-59.68253616272392,200.0,0.2984126808136196,9.932750096947449e-09,-9.868058198952337e-09
2,L14,348.4375034748621,400.0,0.8710937586871553,9.729339379170844e-09,-9.975730131352057e-09
2,L45,304.94688800647236,400.0,0.762367220016181,9.822783620347773e-09,-9.974525667278217e-09
2,L46,43.49061546162216,200.0,0.2174530773081108,9.892198968784089e-09,-9.924085188630474e-09
2,L69,9.470615481528599,200.0,0.047353077407642996,9.910599640098857e-09,-9.911216639608751e-09
2,L57,-49.42811200225243,400.0,0.12357028000563108,9.960832295357148e-09,-9.948365190199695e-09
2,L93,-77.75749611527633,400.0,0.1943937402881908,9.963786225978438e-09,-9.942143744958573e-09
2,L72,1.958158742977264e-06,400.0,4.89539685744316e-09,9.95545460382506e-09,-9.955454604275592e-09
2,L98,87.22811356867983,200.0,0.43614056784339916,9.833910326704097e-09,-9.939128929624202e-09
2,L78,-49.42811591854834,200.0,0.24714057959274172,9.930102844998447e-09,-9.877184204893699e-09
3,L14,352.3750035142322,400.0,0.8809375087855805,9.71475150253802e-09,-9.975840919034615e-09
3,L45,301.03827534521184,400.0,0.7525956883630296,9.8297729901166e-09,-9.974374421878048e-09
3,L46,51.33672816224969,200.0,0.25668364081124845,9.887078524018719e-09,-9.926434334105107e-09
3,L69,18.39672818214761,200.0,0.09198364091073805,9.90658036028446e-09,-9.91485464490172e-09
3,L57,-42.08672466351564,400.0,0.1052168116587891,9.960209376732028e-09,-9.949409275388032e-09
3,L93,-60.29000536566719,400.0,0.15072501341416797,9.96249838270309e-09,-9.945152891156805e-09
3,L72,6.0955378400891404e-06,400.0,1.523884460022285e-08,9.955454603315439e-09,-9.955454604785215e-09
3,L98,78.68673510015805,200.0,0.3934336755007902,9.845866438086586e-09,-9.937347792216558e-09
3,L78,-42.08673685456941,200.0,0.21043368427284703,9.928093999539715e-09,-9.882930903064713e-09
4,L14,355.00000354048143,400.0,0.8875000088512036,9.704120083488951e-09,-9.975914217276405e-09
4,L45,300.8634357240263,400.0,0.7521585893100657,9.830085294595465e-09,-9.974367329591068e-09
4,L46,54.136567809684315,200.0,0.27068283904842155,9.885307267662048e-09,-9.927167110861279e-09
4,L69,21.736567829663212,200.0,0.10868283914831606,9.905099191030545e-09,-9.916048864303267e-09
4,L57,-36.636564284702274,400.0,0.09159141071175568,9.959720715101982e-09,-9.950177768224304e-09
4,L93,-56.91577044858927,400.0,0.1422894261214732,9.96230114041002e-09,-9.945569394734e-09
4,L72,3.00788851085372,400.0,0.0075197212771343,9.955088373056624e-09,-9.955814910508424e-09
4,L98,78.65233971426827,200.0,0.3932616985713413,9.845209042163158e-09,-9.937455763404532e-09
4,L78,-42.65234130518373,200.0,0.21326170652591867,9.928409186914422e-09,-9.882085711629769e-09
5,L14,352.37500351423665,400.0,0.8809375087855916,9.714751502537985e-09,-9.975840919034615e-09
5,L45,304.9901784676315,400.0,0.7624754461690787,9.822720622974374e-09,-9.974526968477498e-09
5,L46,47.38482503983806,200.0,0.23692412519919032,9.889981806421481e-09,-9.92514747846266e-09
5,L69,13.90482506001191,200.0,0.06952412530005955,9.908828897959216e-09,-9.91289670055315e-09
5,L57,-43.75982154109537,400.0,0.10939955385273842,9.960338776452803e-09,-9.949198541894584e-09
5,L93,-71.9401363734638,400.0,0.1798503409336595,9.963458638798884e-09,-9.94296069024021e-09
5,L72,2.442571627582081,400.0,0.006106429068955203,9.955133766808799e-09,-9.955770885274631e-09
5,L98,85.84496302178572,200.0,0.42922481510892857,9.834742088552941e-09,-9.939016438611248e-09
5,L78,-48.64496479401667,200.0,0.24322482397008335,9.930119305171884e-09,-9.877133353141316e-09
6,L14,344.50000343550073,400.0,0.8612500085887518,9.742507773959082e-09,-9.975618322897635e-09
6,L45,316.9913949333479,400.0,0.7924784873333698,9.798164230206896e-09,-9.974964634456296e-09
6,L46,27.50860849539543,200.0,0.13754304247697713,9.90151270354604e-09,-9.918668871961492e-09
6,L69,-9.21139148407332,200.0,0.046056957420366605,9.918129506492678e-09,-9.90229218974589e-09
6,L57,-65.50860507537286,400.0,0.16377151268843215,9.962151875055656e-09,-9.945877576425377e-09
6,L93,-115.51999698237762,400.0,0.28879999245594407,9.966331208096605e-09,-9.934197204942055e-09
6,L72,3.1632768289224202e-06,400.0,7.90819207230605e-09,9.955454603662244e-09,-9.95545460443841e-09
