hour,lambda_system,system_net_injection_residual_mw
1,55.000000543395416,1.4210854715202004e-14
2,55.000000540902285,1.0658141036401503e-14
3,55.00000054032237,0.0
4,55.00000054016356,-1.4210854715202004e-14
5,55.0000005404603,-7.815970093361102e-14
6,55.00000054440198,-1.4210854715202004e-14
7,75.00000073625851,5.684341886080802e-14
8,75.00000073991372,-4.263256414560601e-14
9,75.0000007386382,0.0
10,55.00000054277579,0.0
11,60.333333925905734,-2.842170943040401e-14
12,55.51749325638667,-5.684341886080802e-14
13,55.51749325553776,0.0
14,55.5174932533273,-4.973799150320701e-14
15,55.51749325554326,0.0
16,55.517493256255975,-5.684341886080802e-14
17,60.33333392064122,0.0
18,75.00000073056815,0.0
19,75.00000074056437,-1.7763568394002505e-14
20,75.00000074087036,5.684341886080802e-14
21,75.00000074035188,2.842170943040401e-14
22,75.00000073953716,4.263256414560601e-14
23,75.00000070207903,-2.842170943040401e-14
24,55.00000055666575,2.842170943040401e-14
