hour,lambda_system,system_net_injection_residual_mw
1,67.15000064007477,-4.6201162841991893e-11
2,67.15000062705494,-4.613449430378027e-11
3,67.1500006249621,-4.614918351786427e-11
4,67.15000062312727,-4.6169313007622177e-11
5,67.15000062293544,-4.6166543663113456e-11
6,67.15000063221858,-4.6202778132115007e-11
7,67.15000074202571,-4.617152057137894e-11
8,67.15000074436686,-4.6122918733020714e-11
9,67.15000058763462,-4.6083206143383655e-11
10,60.00000059163633,-4.1198616856579955e-11
11,60.000000590034325,-4.1110480089493646e-11
12,60.00000058961278,-4.123528429933681e-11
13,60.000000588747945,-4.124482781025601e-11
14,60.000000587558986,-4.124813082454623e-11
15,60.000000587861045,-4.121838523125957e-11
16,60.000000589527644,-4.121319549845032e-11
17,60.00000059068315,-4.1213783312344665e-11
18,67.15000066364419,-4.6171164599939655e-11
19,67.15000070650704,-4.6013275335404925e-11
20,67.1500007006405,-4.612661023564196e-11
21,67.15000072342933,-4.625697101906392e-11
22,67.15000071479975,-4.612222901494995e-11
23,67.15000070909167,-4.6159845326990086e-11
24,67.15000050544371,-4.619486960633048e-11
