hour,lambda_system,system_net_injection_residual_mw
1,60.000000577253395,-1.5469948319874305e-14
2,60.00000055764003,5.765079986149765e-14
3,60.00000047942057,2.0335410154310935e-14
4,60.00000021339317,-5.6217986749315e-14
5,60.00000052306564,-3.158770115619913e-14
6,60.00000058019136,2.0204165577161795e-14
7,60.00000058981191,7.941956727055923e-14
8,60.00000059129238,6.884074280300276e-14
9,60.00000057800363,-1.0893953661770754e-13
10,52.20000053509185,1.5935820947344148e-14
11,60.00000055856237,-5.507621348861981e-14
12,60.00000055163507,-6.427942057914804e-14
13,52.20000062704274,-6.140459228479671e-14
14,52.20000050620307,-5.778396674683336e-14
15,60.00000037728166,7.17449930324496e-15
16,60.00000052472525,2.299337214491868e-14
17,52.20000052581273,-1.1996417788994754e-14
18,60.000000575169636,-1.5785920459605564e-14
19,60.000000602534904,-1.7255960185092203e-14
20,60.000000632538175,-4.316299476557938e-14
21,60.00000061085922,5.761735923565935e-14
22,60.00000059383307,9.624898576249414e-16
23,60.00000058865859,1.7945873574704374e-15
24,60.00000058372388,3.094087719453598e-14
