node,x_power_mw,x_energy_mwh,energy_power_ratio_h,private_headroom_limit_mw,private_headroom_slack_mw,headroom_binding,access_shadow_price_eur_per_mw_day,headroom_complementarity_residual_eur_per_day
N1,1.4962143039473807e-05,3.2956540350229744e-05,2.202661761973689,100.0,99.99998503785696,False,4.916690240208595e-06,0.0004916689504566368
N2,7.525062400318577e-06,1.6136666493315273e-05,2.14438972527751,100.0,99.9999924749376,False,8.299472011613382e-07,8.299471387072933e-05
N3,24.11060180295924,51.69366915285755,2.1440223506371736,67.60326717544577,43.49266537248653,False,1.6178085298682102e-06,7.036280502631245e-05
N4,1.3977790691025646e-05,3.0946621380485814e-05,2.2139851758085705,100.0,99.99998602220931,False,4.243819857991604e-06,0.0004243819264799347
N5,1.5294031761396793e-05,3.3765499855649974e-05,2.207756619211192,100.0,99.99998470596825,False,5.2317496111214585e-06,0.0005231748810976012
N6,8.869723392619943e-06,1.980331425139282e-05,2.2326867901957548,100.0,99.99999113027661,False,-1.5673002833862302e-06,-0.00015673001443710304
N7,7.5256616142603e-06,1.613782905830201e-05,2.1443734631547344,100.0,99.99999247433838,False,8.303322434502375e-07,8.303321809622426e-05
N8,32.97456526776699,139.5486988976034,4.232010271080475,32.97456521409855,0.0,True,32.92886518448586,0.0
N9,13.820953345805544,31.087574040962885,2.249307501670824,74.87729267033667,61.05633932453113,False,1.5904404337994459e-06,9.710647080151346e-05
