investor,hour,node,lambda_best_response_eur_per_mwh,lambda_joint_eur_per_mwh,difference_eur_per_mwh
I1,1,N1,60.00000058525322,59.99999999712439,5.881288274167673e-07
I1,1,N2,60.000000582920705,59.99999999599777,5.869229369181994e-07
I1,1,N3,60.00000058537289,59.99999999714194,5.882309466187507e-07
I1,1,N4,60.00000058559864,59.99999999727751,5.883211287027734e-07
I1,1,N5,60.00000058578431,59.99999999735963,5.884246832010831e-07
I1,1,N6,60.00000058557088,59.99999999723967,5.883312113041939e-07
I1,1,N7,60.0000005845718,59.99999999677699,5.877948083821138e-07
I1,1,N8,60.000000585207665,59.999999997060726,5.881469391511018e-07
I1,1,N9,60.00000058537404,59.99999999714242,5.882316216343497e-07
I1,2,N1,60.00000057316455,59.99999998866774,5.844968100632286e-07
I1,2,N2,60.00000057069307,59.99999998748908,5.832039846609405e-07
I1,2,N3,60.00000057317079,59.99999998865209,5.8451869477949e-07
I1,2,N4,60.000000573449086,59.999999988797576,5.846515094276583e-07
I1,2,N5,60.0000005735681,59.99999998885123,5.847168722539209e-07
I1,2,N6,60.00000057338547,59.9999999887548,5.846306692092185e-07
I1,2,N7,60.00000057234416,59.99999998826831,5.840758561248549e-07
I1,2,N8,60.00000057298965,59.99999998856446,5.84425187355464e-07
I1,2,N9,60.00000057317194,59.99999998865256,5.845193769005164e-07
I1,3,N1,60.00000046104326,59.99999993158016,5.294630938124101e-07
I1,3,N2,60.00000045854102,59.999999930398346,5.28142670930265e-07
I1,3,N3,60.00000046107453,59.99999993159362,5.294809071187956e-07
I1,3,N4,60.000000461311394,59.99999993170649,5.296049039316131e-07
I1,3,N5,60.00000046140081,59.999999931748675,5.296521337072591e-07
I1,3,N6,60.000000461281076,59.99999993169062,5.295904585977951e-07
I1,3,N7,60.00000046019211,59.99999993117757,5.290145423941794e-07
I1,3,N8,60.00000046088431,59.99999993150309,5.293812179729684e-07
I1,3,N9,60.00000046107561,59.99999993159406,5.294815466072578e-07
I1,4,N1,59.99999364701427,59.99999867904664,-5.032032369456374e-06
I1,4,N2,59.99999364452648,59.99999867787238,-5.033345900073982e-06
I1,4,N3,59.99999364711221,59.99999867909198,-5.031979767977646e-06
I1,4,N4,59.99999364728587,59.99999867917489,-5.031889017459434e-06
I1,4,N5,59.99999364736725,59.99999867921343,-5.031846178837895e-06
I1,4,N6,59.999993647302155,59.999998679181815,-5.0318796596116044e-06
I1,4,N7,59.99999364617757,59.9999986786516,-5.032474028610068e-06
I1,4,N8,59.999993646916046,59.9999986789994,-5.032083350897665e-06
I1,4,N9,59.99999364711252,59.99999867909213,-5.031979611658244e-06
I1,5,N1,60.00000053302026,59.99999996658316,5.66437101667816e-07
I1,5,N2,60.00000053052643,59.99999996540351,5.651229173508909e-07
I1,5,N3,60.00000053302709,59.99999996658255,5.664445410502594e-07
I1,5,N4,60.00000053329388,59.99999996671139,5.665824858169799e-07
I1,5,N5,60.00000053339648,59.99999996675942,5.666370626045136e-07
I1,5,N6,60.0000005332398,59.99999996668248,5.665573183932793e-07
I1,5,N7,60.00000053217752,59.99999996618274,5.65994781709378e-07
I1,5,N8,60.00000053284145,59.99999996649374,5.6634770828623e-07
I1,5,N9,60.00000053302832,59.99999996658305,5.664452729092773e-07
I1,6,N1,60.00000058646976,59.99999999777541,5.886943483801588e-07
I1,6,N2,60.00000058420154,59.99999999666872,5.875328170645844e-07
I1,6,N3,60.000000586616004,59.99999999779101,5.88824995872983e-07
