iteration,investor,termination,solve_seconds,optimistic_mpec_profit_eur_per_day,strong_duality_gap,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,max_undamped_delta_power_mw
1,I1,optimal,2.641939700115472,6937.068459755896,0.006351178628392518,95.36365687696807,248.61624693569922,4.103549790001626,6.9979964490348845,58.62213985716609
1,I2,optimal,5.235063700005412,2983.1588318905197,0.006393018469680101,53.18160151359266,134.78487769539646,1.65839419465048,3.0794778864811496,23.691345637864003
1,I3,optimal,4.822730999905616,421974.8704549196,0.006554605031851679,122.68300408286275,599.6709280881798,8.39212989723341,22.475533268789757,119.8875699604773
1,I4,optimal,2.242163000162691,351120.5631658156,0.00654743768973276,55.75265607506659,196.41757032326132,3.02070184208981,7.266314730297706,43.15288345842586
2,I1,optimal,2.453760700300336,4826.130497641849,0.006479699397459626,97.08945328979802,237.2263964196057,0.6999999751944453,0.6999999725856909,12.945865037527767
2,I2,optimal,2.2802662001922727,2193.9705564592596,0.006547671626321971,51.706909907259494,125.57823187588137,0.6999999731099653,0.6999999420875306,7.3038071186279865
2,I3,optimal,3.7462070998735726,399770.02475049836,0.006513294763863087,122.24059639383455,598.265662949245,0.6999979190633876,0.6999976161851595,3.8393310517113264
2,I4,optimal,2.486462500412017,351437.9805709215,0.0065379522275179625,55.61993357452259,202.62280798009482,0.7915256818321601,0.807667530105051,7.401484893543401
3,I1,optimal,3.8162776003591716,3932.167575175148,0.006482804368715733,97.04963583856475,220.73929184174344,3.7894858166941434,3.9502272761569537,10.401141519906624
3,I2,optimal,3.3290614001452923,1871.0956063323108,0.0065347946947440505,51.69496409643237,127.48324227014255,0.6300000363376679,0.6300000737792049,8.73050140469351
3,I3,optimal,2.514812800101936,399624.27524584054,0.006198364426381886,122.23703362750706,603.707908951435,0.6999828888103807,0.6999802176821085,11.34644329162677
3,I4,optimal,9.032004899811,351441.00596786523,0.006534884683787823,55.61884514554697,204.25545548826426,1.4806294241243592,1.7432655675546702,24.80408783129705
4,I1,optimal,6.134655000176281,3934.4452897237543,0.006429953558836132,97.04930849457348,226.30053499106464,2.1974565473042174,2.2051550146557584,10.462025289044146
4,I2,optimal,4.9399775001220405,1601.2944760689834,0.006510576116852462,51.768923091075564,115.10431605845739,0.3882816873010264,0.4380724922112946,8.169314442198832
4,I3,optimal,1.9633627999573946,399309.78983758506,0.006525793869514018,122.18516504169803,608.9700816062067,0.6612227507816066,0.6983834542102946,16.71227705250631
4,I4,optimal,5.197528999764472,351426.10828708834,0.00653534394223243,55.60328459304704,205.83410706929368,0.18900021197452951,0.20989550567394166,7.4403527451356375
5,I1,optimal,2.056648200377822,3738.184860871788,0.0064491729135625064,97.04463937339483,231.53999336337563,0.6999986660305056,0.6999981667498896,37.06794670237849
5,I2,optimal,3.9207279002293944,1571.6691949027775,0.006405672873370349,51.76752199755009,111.42165784489748,0.696100843561494,0.6967316622469898,8.195874130799062
5,I3,optimal,1.9808551003225148,399103.98358126986,0.006529048027005047,122.1847459907974,608.3539171628686,0.6838892042605131,0.6903651811364837,5.791401314802442
5,I4,optimal,16.081355600152165,351435.13107605296,0.006536706117913127,55.603158723333834,205.64925783350597,0.0961812773572887,0.09476568249679056,3.1481430399797006
6,I1,optimal,2.929946199990809,3797.133302984607,0.006453364621847868,97.04460089100685,235.52603443252283,0.6998810909749682,0.6998201411962927,11.96269066281522
6,I2,optimal,5.594906299840659,1582.1599934865956,0.0063404368702322245,51.76751013651336,110.78892272777757,0.6971724009968693,0.6968334664420683,2.494082108133007
6,I3,optimal,2.563222700264305,399124.29556719435,0.0065308097982779145,122.18474361977276,605.9511481008009,0.6735716330410444,0.6715724839316148,1.81525831926389
6,I4,optimal,2.3631498999893665,351444.26273854804,0.006546085467562079,55.60315795228088,204.9284264878968,1.3458624840611264,0.6999999797402184,36.57831394106192
