hour,node,shed_mw,bound_mw,marginal_wtp_eur_per_mwh,xi_shed_dual
1,N1,-9.937374942700643e-09,0.0,4000.0,-57624.67771076414
1,N2,-9.937374395858787e-09,0.0,4000.0,-57624.685823822954
1,N3,-9.93737455775348e-09,0.0,4000.0,-57624.6834245653
1,N4,-9.93737439585886e-09,0.0,4000.0,-57624.374166779875
1,N5,-9.937176468681253e-09,371.25,3999.999999732332,9.33448643416444e-09
1,N6,-9.937177004708863e-09,35.64,3999.9999972117907,3.0675670225354822e-09
1,N7,-9.93737439585879e-09,0.0,4000.0,-57624.68582409748
1,N8,-9.937176998392151e-09,39.6,3999.999997490612,3.7608103202830175e-09
1,N9,-9.937374395858927e-09,0.0,4000.0,-57624.68582326343
2,N1,-9.937375025880659e-09,0.0,4000.0,-57624.67656726188
2,N2,-9.937374472790006e-09,0.0,4000.0,-57624.68477124082
2,N3,-9.937374596218903e-09,0.0,4000.0,-57624.68294118976
2,N4,-9.937374472790096e-09,0.0,4000.0,-57624.68476802521
2,N5,-9.937176573056418e-09,354.375,3999.999999719586,9.302795311981789e-09
2,N6,-9.937177084710124e-09,34.02,3999.999997079019,2.737451166465143e-09
2,N7,-9.93737447279001e-09,0.0,4000.0,-57624.68477131753
2,N8,-9.93717707868135e-09,37.8,3999.9999973711174,3.463706049819817e-09
2,N9,-9.937374472790134e-09,0.0,4000.0,-57624.68477029844
3,N1,-9.937375087583698e-09,0.0,4000.0,-57624.67564481109
3,N2,-9.937374528243822e-09,0.0,4000.0,-57624.683939462404
3,N3,-9.937374623945756e-09,0.0,4000.0,-57624.682521738716
3,N4,-9.937374528244004e-09,0.0,4000.0,-57624.68393774502
3,N5,-9.937176646832582e-09,343.125,3999.999999710392,9.279936141882827e-09
3,N6,-9.937177142236822e-09,32.94,3999.9999969832493,2.4993348112668304e-09
3,N7,-9.937374528243822e-09,0.0,4000.0,-57624.68393981334
3,N8,-9.93717713640004e-09,36.6,3999.999997284924,3.2494013301414176e-09
3,N9,-9.937374528244026e-09,0.0,4000.0,-57624.68394005173
4,N1,-9.93737510246384e-09,0.0,4000.0,-57624.67539124295
4,N2,-9.93737453418317e-09,0.0,4000.0,-57624.68381761393
4,N3,-9.937374629302549e-09,0.0,4000.0,-57624.68240864426
4,N4,-9.937374538957601e-09,0.0,4000.0,-57624.68374560273
4,N5,-9.937176666599413e-09,337.5,3999.999999705565,9.26793507758087e-09
4,N6,-9.937177153879155e-09,32.4,3999.99999693297,2.374323724787702e-09
4,N7,-9.93737453418318e-09,0.0,4000.0,-57624.683818085774
4,N8,-9.937177148138371e-09,36.0,3999.999997239673,3.1368913523102447e-09
4,N9,-9.937374538957633e-09,0.0,4000.0,-57624.68374776714
5,N1,-9.937375050599677e-09,0.0,4000.0,-57624.67626292874
5,N2,-9.937374487382192e-09,0.0,4000.0,-57624.68461828745
5,N3,-9.937374605453486e-09,0.0,4000.0,-57624.68286655444
5,N4,-9.937374491259325e-09,0.0,4000.0,-57624.68455701081
5,N5,-9.937176600628088e-09,348.75,3999.999999715063,9.291550075078266e-09
5,N6,-9.937177104157236e-09,33.48,3999.9999970319063,2.6203132820530695e-09
5,N7,-9.937374487382202e-09,0.0,4000.0,-57624.6846183837
5,N8,-9.937177098224444e-09,37.2,3999.999997328716,3.358281953848992e-09
5,N9,-9.937374491259363e-09,0.0,4000.0,-57624.684559268295
6,N1,-9.93737489974705e-09,0.0,4000.0,-57624.67853731511
6,N2,-9.93737435290439e-09,0.0,4000.0,-57624.686653591816
6,N3,-9.937374536276415e-09,0.0,4000.0,-57624.68393219128
6,N4,-9.937374352904517e-09,0.0,4000.0,-57624.68664767954
6,N5,-9.937176407483695e-09,382.5,3999.9999997402047,9.35406036257137e-09
6,N6,-9.937176959760317e-09,36.72,3999.999997293797,3.271462110108313e-09
6,N7,-9.937374352904393e-09,0.0,4000.0,-57624.68665352287
6,N8,-9.937176953251631e-09,40.8,3999.9999975644173,3.9443158990985016e-09
6,N9,-9.937374352904576e-09,0.0,4000.0,-57624.68665023187
7,N1,-9.937374659748052e-09,0.0,4000.0,-57624.682241825554
7,N2,-9.937374133735602e-09,0.0,4000.0,-57624.69004857765
7,N3,-9.937374426694675e-09,0.0,4000.0,-57624.68563456018
7,N4,-9.937374133735658e-09,0.0,4000.0,-57624.69004266739
7,N5,-9.93717607909868e-09,450.0,3999.999999779174,9.450951308185676e-09
7,N6,-9.937176735156926e-09,43.2,3999.999997699728,4.280742793593489e-09
7,N7,-9.937374133735605e-09,0.0,4000.0,-57624.690048563316
