sweep,investor,termination,optimal,solve_seconds,best_feasible_objective,best_objective_bound,proximal_penalty,complementarity_epsilon,complementarity_max_product,complementarity_max_violation,primal_dual_gap_eur_per_day,profit_eur_per_day,old_power_mw,best_response_power_mw,new_power_mw,old_energy_mwh,best_response_energy_mwh,new_energy_mwh,max_raw_deviation_mw,max_raw_deviation_mwh,max_iterate_change_mw,max_iterate_change_mwh,max_raw_bid_deviation_eur_per_mwh,max_iterate_bid_change_eur_per_mwh
5,I4,optimal,True,35.91148700006306,,,0.0,0.001,0.0010002949497583782,2.94949758378139e-07,1.8620187432970852,186363.0669442965,46.79537116355795,46.795069338939406,46.79529468151713,136.79828740163907,136.79760614223645,136.7981132051201,17.785830166417504,50.27694716470939,4.446457541604376,12.569236791177346,0.0,0.0
6,I1,optimal,True,48.38756849989295,,,0.0,0.001,0.0010014524896467588,1.4524896467587797e-06,1.852514581871219,4704.811033626554,46.795257968661005,46.79491928685641,46.79517251146452,136.7995766565518,136.80028821335532,136.79975285926844,7.3893567311304835,12.078440302819745,1.847339182782619,3.019610075704936,0.0,0.0
6,I2,optimal,True,42.345645599998534,,,0.0,0.001,0.0010014525227620551,1.4525227620550921e-06,1.8264299257425591,4468.246238018867,46.79525782379855,46.79491052972418,46.79517019475106,136.7995786007723,136.80028890901775,136.7997545205755,7.3893567311304835,12.078440302819745,1.847339182782619,3.019610075704936,0.0,0.0
6,I3,optimal,True,216.3522510000039,,,0.0,0.001,0.0010003207539091186,3.207539091185617e-07,1.8952710887533613,125701.32117936233,46.79661399108266,46.79762184976878,46.79686577283377,136.79812731030023,136.79740615815686,136.7979465556023,7.3893567311304835,12.078440302819745,1.847339182782619,3.019610075704936,0.0,0.0
6,I4,optimal,True,54.952916000038385,,,0.0,0.001,0.0010003693163981805,3.6931639818050567e-07,1.9030602226848714,186363.00986199378,46.79529468151713,46.7949909407384,46.79521798867289,136.7981132051201,136.7974269684986,136.79793970544642,7.3893567311304835,12.078440302819745,1.847339182782619,3.019610075704936,0.0,0.0
7,I1,optimal,True,44.90128440002445,,,0.0,0.001,0.0010014524939348046,1.4524939348046096e-06,1.834375947189983,4704.816912433941,46.79517251146452,46.79484141747262,46.795088875214255,136.79975285926844,136.80046710158584,136.7999295962594,5.37111839790915,10.234321542198595,1.3427795994772858,2.5585803855496483,0.0,0.0
7,I2,optimal,True,73.90690479998011,,,0.0,0.001,0.00100145251702451,1.4525170245098876e-06,1.8945983518497087,4468.253246331198,46.79517019475106,46.794819771423874,46.79508204119931,136.7997545205755,136.80046432190946,136.79993084198182,5.37111839790915,10.234321542198595,1.3427795994772858,2.5585803855496483,0.0,0.0
7,I3,optimal,True,96.119947600062,,,0.0,0.001,0.0010003202602341741,3.2026023417410475e-07,1.8678825849783607,125701.32035351038,46.79686577283377,46.797872603718616,46.79711706790046,136.7979465556023,136.79722356116667,136.79776490269256,5.37111839790915,10.234321542198595,1.3427795994772858,2.5585803855496483,0.0,0.0
7,I4,optimal,True,30.333203100017272,,,0.0,0.001,0.0010003531477904778,3.531477904778011e-07,1.8585499050095677,186363.01314225962,46.79521798867289,46.79491342021617,46.795140718384566,136.79793970544642,136.79726376427809,136.79776676267062,5.37111839790915,10.234321542198595,1.3427795994772858,2.5585803855496483,0.0,0.0
8,I1,optimal,True,46.26911949994974,,,0.0,0.001,0.0010014525147404962,1.4525147404961976e-06,1.8518248739419505,4704.823004991411,46.795088875214255,46.7947621542315,46.79500640106068,136.7999295962594,136.80064501552522,136.8001067194972,10.099585068126927,34.749920741903495,2.524896267031732,8.687480185475877,0.0,0.0
8,I2,optimal,True,57.21937419997994,,,0.0,0.001,0.0010014525325578593,1.452532557859234e-06,1.8449593936093152,4468.259877835115,46.79508204119931,46.79472950299969,46.79499331699177,136.79993084198182,136.80064256274017,136.8001074617786,10.099585068126927,34.749920741903495,2.524896267031732,8.687480185475877,0.0,0.0
8,I3,optimal,True,48.11311469995417,,,0.0,0.001,0.0010003028279621786,3.0282796217862007e-07,1.8448096954380162,125701.32473030388,46.79711706790046,46.7981225712197,46.79736787257288,136.79776490269256,136.7970428344306,136.79758315920083,10.099585068126927,34.749920741903495,2.524896267031732,8.687480185475877,0.0,0.0
8,I4,optimal,True,26.73860310006421,,,0.0,0.001,0.0010004522673288762,4.522673288762276e-07,1.8757640546537004,186362.9846531917,46.795140718384566,46.79483315378411,46.79506286929041,136.79776676267062,136.79708903369746,136.79759420720157,10.099585068126927,34.749920741903495,2.524896267031732,8.687480185475877,0.0,0.0
9,I1,optimal,True,37.15629230008926,,,0.0,0.001,0.0010014525278112436,1.45252781124359e-06,1.8407254868070595,4704.8321144206975,46.79500640106068,46.79468451798783,46.79492514720746,136.8001067194972,136.80082263364818,136.80028398365795,3.6065550714554706,14.07559723646757,0.9016387678638678,3.518899309116893,0.0,0.0
9,I2,optimal,True,51.615921300021,,,0.0,0.001,0.0010014525416715402,1.452541671540181e-06,1.8235784002463333,4468.265219075227,46.79499331699177,46.794639771338964,46.794904149550746,136.8001074617786,136.80082070652333,136.80028416246392,3.6065550714554706,14.07559723646757,0.9016387678638678,3.518899309116893,0.0,0.0
9,I3,optimal,True,88.00845459999982,,,0.0,0.001,0.0010003186311924783,3.1863119247829523e-07,1.8390678486903198,125701.35007364383,46.79736787257288,46.79837130233487,46.79761824666499,136.79758315920083,136.79686175976946,136.79740154547417,3.6065550714554706,14.07559723646757,0.9016387678638678,3.518899309116893,0.0,0.0
9,I4,optimal,True,66.21655690006446,,,0.0,0.001,0.001000320917501706,3.20917501705955e-07,1.9053619839251041,186362.98318092214,46.79506286929041,46.79475249982167,46.79498457971469,136.79759420720157,136.79691129049021,136.79742179247006,3.6065550714554706,14.07559723646757,0.9016387678638678,3.518899309116893,0.0,0.0
10,I1,optimal,True,76.09965479990933,,,0.0,0.001,0.0010014525333095368,1.452533309536817e-06,1.8828767124796286,4704.838799233282,46.79492514720746,46.794569996550294,46.79483568054219,136.80028398365795,136.80099665090958,136.80046074028974,4.732102192993736,11.215154496402917,1.183025548248434,2.8037886241007293,0.0,0.0
10,I2,optimal,True,82.6935965999728,,,0.0,0.001,0.0010014525435631028,1.4525435631028254e-06,1.8776417404878885,4468.272468562724,46.794904149550746,46.79454813819192,46.794814563272055,136.80028416246392,136.80099569908097,136.80046084108324,4.732102192993736,11.215154496402917,1.183025548248434,2.8037886241007293,0.0,0.0
10,I3,optimal,True,89.08927640004549,,,0.0,0.001,0.001000314545323827,3.14545323827067e-07,1.8660949075128883,125701.36153801897,46.79761824666499,46.79862004112595,46.79786821242444,136.79740154547417,136.79667924593218,136.79721995206063,4.732102192993736,11.215154496402917,1.183025548248434,2.8037886241007293,0.0,0.0
10,I4,optimal,True,36.787438999977894,,,0.0,0.001,0.0010003149610448142,3.149610448142156e-07,1.8907165614655241,186362.9805736508,46.79498457971469,46.794673668561984,46.79490579526568,136.79742179247006,136.79674310712747,136.79724941758238,4.732102192993736,11.215154496402917,1.183025548248434,2.8037886241007293,0.0,0.0
11,I1,optimal,True,67.29811499989592,,,0.0,0.001,0.0010014525187588992,1.4525187588992124e-06,1.885865842748899,4704.845776352723,46.79483568054219,46.794488186106186,46.79474817162111,136.80046074028974,136.80117347503528,136.80063759596084,3.2105324553952315,9.604941292348869,0.8026331138488061,2.401235323087217,0.0,0.0
11,I2,optimal,True,38.16075599996839,,,0.0,0.001,0.0010014525253310052,1.4525253310051361e-06,1.7985432865098119,4468.279313337534,46.794814563272055,46.79446761054616,46.79472694037893,136.80046084108324,136.8011752108069,136.80063762970454,3.2105324553952315,9.604941292348869,0.8026331138488061,2.401235323087217,0.0,0.0
11,I3,optimal,True,69.76151159999426,,,0.0,0.001,0.0010003184853847797,3.18485384779698e-07,1.8569783476996236,125701.38759972293,46.79786821242444,46.79887827848677,46.79812016863091,136.79721995206063,136.79649877932027,136.7970384909913,3.2105324553952315,9.604941292348869,0.8026331138488061,2.401235323087217,0.0,0.0
11,I4,optimal,True,45.6530876000179,,,0.0,0.001,0.0010002853720025985,2.8537200259847254e-07,1.8887885267613456,186363.00575906542,46.79490579526568,46.7946029114462,46.794829204630844,136.79724941758238,136.7965711444963,136.79707709492527,3.2105324553952315,9.604941292348869,0.8026331138488061,2.401235323087217,0.0,0.0
12,I1,optimal,True,27.47002030001022,,,0.0,0.001,0.0010014525290020016,1.4525290020015857e-06,1.7921620626584627,4704.852076598907,46.79474817162111,46.79440240502878,46.79466059720984,136.80063759596084,136.80135432332145,136.80081446547482,1.9929767599842165,7.000069920343034,0.49824418999605413,1.7500174800857593,0.0,0.0
12,I2,optimal,True,52.14168400003109,,,0.0,0.001,0.001001452534818705,1.4525348187050414e-06,1.8612276859930716,4468.285487465814,46.79472694037893,46.79437879869026,46.794639258152664,136.80063762970454,136.80135018233406,136.800814439841,1.9929767599842165,7.000069920343034,0.49824418999605413,1.7500174800857593,0.0,0.0
12,I3,optimal,True,39.499112399993464,,,0.0,0.001,0.0010003172945738836,3.1729457388362733e-07,1.790423824393656,125701.38339360779,46.79812016863091,46.79913116786724,46.79837205586472,136.7970384909913,136.7963200480374,136.79685706321,1.9929767599842165,7.000069920343034,0.49824418999605413,1.7500174800857593,0.0,0.0
12,I4,optimal,True,43.476352100027725,,,0.0,0.001,0.0010002678410643044,2.6784106430433226e-07,1.8980437480495311,186363.0198376368,46.794829204630844,46.794526207502926,46.79475251979734,136.79707709492527,136.7963972160666,136.7969048200801,1.9929767599842165,7.000069920343034,0.49824418999605413,1.7500174800857593,0.0,0.0
13,I1,optimal,True,52.60830239998177,,,0.0,0.001,0.0010014525301284165,1.4525301284165192e-06,1.8518028383259661,4704.858311981794,46.79466059720984,46.79431308425236,46.79457303332722,136.80081446547482,136.80152824563018,136.80099132181272,1.2472525710145232,4.85090597848329,0.31181314275363103,1.2127264946208243,0.0,0.0
13,I2,optimal,True,64.15859919996001,,,0.0,0.001,0.0010014525353313215,1.4525353313214664e-06,1.8679011807544157,4468.291489380679,46.794639258152664,46.79429091239931,46.79455158820305,136.800814439841,136.80152656555092,136.80099124192648,1.2472525710145232,4.85090597848329,0.31181314275363103,1.2127264946208243,0.0,0.0
13,I3,optimal,True,59.282509300042875,,,0.0,0.001,0.001000312205468228,3.1220546822807727e-07,1.8289464478148147,125701.37958570286,46.79837205586472,46.799381573439106,46.79862395069734,136.79685706321,136.79613704475915,136.79667564201438,1.2472525710145232,4.85090597848329,0.31181314275363103,1.2127264946208243,0.0,0.0
13,I4,optimal,True,47.266841399949044,,,0.0,0.001,0.0010002761668186162,2.7616681861622125e-07,1.885698079946451,186363.02330498662,46.79475251979734,46.79444907229413,46.79467563412892,136.7969048200801,136.79622796781692,136.796732625264,1.2472525710145232,4.85090597848329,0.31181314275363103,1.2127264946208243,0.0,0.0
14,I1,optimal,True,39.282549800002016,,,0.0,0.001,0.001001452529840285,1.4525298402850214e-06,1.8179065271979198,4704.864476792084,46.79457303332722,46.79422702357515,46.79448552303485,136.80099132181272,136.80170693572964,136.80116815291856,1.4992041146502366,3.0846654836590943,0.3748010286625565,0.7711663709147736,0.0,0.0
14,I2,optimal,True,36.01670329994522,,,0.0,0.001,0.001001452534180271,1.4525341802710742e-06,1.8280616819974966,4468.297431762103,46.79455158820305,46.79420410056461,46.79446397272667,136.80099124192648,136.80170453657823,136.8011680234634,1.4992041146502366,3.0846654836590943,0.3748010286625565,0.7711663709147736,0.0,0.0
14,I3,optimal,True,117.07406309992075,,,0.0,0.001,0.0010003088952352391,3.0889523523910077e-07,1.8292801561183296,125701.37678759747,46.79862395069734,46.79963361962362,46.79887590314701,136.79667564201438,136.7959555007517,136.79649420998481,1.4992041146502366,3.0846654836590943,0.3748010286625565,0.7711663709147736,0.0,0.0
14,I4,optimal,True,29.228506700019352,,,0.0,0.001,0.0010002499077532369,2.499077532368537e-07,1.869846431480255,186363.02440659425,46.79467563412892,46.79437162170028,46.7945988601636,136.796732625264,136.79605775135053,136.79656040048593,1.4992041146502366,3.0846654836590943,0.3748010286625565,0.7711663709147736,0.0,0.0
15,I1,optimal,True,105.9599092999706,,,0.0,0.001,0.0010014525318204576,1.4525318204575578e-06,1.9015759303001687,4704.870635940866,46.79448552303485,46.79413757967069,46.79439799998191,136.80116815291856,136.80188000600916,136.80134498462988,0.994220833550763,2.0419522207529752,0.24855520838769252,0.5104880551882474,0.0,0.0
15,I2,optimal,True,42.320245099952444,,,0.0,0.001,0.0010014525352127106,1.452535212710616e-06,1.838292634813115,4468.303341955898,46.79446397272667,46.794116310486956,46.79437634409021,136.8011680234634,136.80188108570576,136.80134480940703,0.994220833550763,2.0419522207529752,0.24855520838769252,0.5104880551882474,0.0,0.0
15,I3,optimal,True,126.37485389993526,,,0.0,0.001,0.0010002738731130472,2.738731130472096e-07,1.8772100890637375,125701.36749080326,46.79887590314701,46.799885046762846,46.79912782563308,136.79649420998481,136.7957716815756,136.79631277546076,0.994220833550763,2.0419522207529752,0.24855520838769252,0.5104880551882474,0.0,0.0
15,I4,optimal,True,40.167587099946104,,,0.0,0.001,0.0010002469756150302,2.4697561503013964e-07,1.8901967949350365,186363.01443349617,46.7945988601636,46.79429562561756,46.79452203312354,136.79656040048593,136.79588089996298,136.7963882015348,0.994220833550763,2.0419522207529752,0.24855520838769252,0.5104880551882474,0.0,0.0
16,I1,optimal,True,28.600460899993777,,,0.0,0.001,0.0010014525300347497,1.4525300347496915e-06,1.8037385704228655,4704.876808139527,46.79439799998191,46.79405206028599,46.7943104882389,136.80134498462988,136.8020608110398,136.80152181311334,0.8229806159854043,2.6061454346016433,0.20574515399635018,0.6515363586504108,0.0,0.0
16,I2,optimal,True,90.09785879997071,,,0.0,0.001,0.0010014525351435498,1.4525351435497932e-06,1.893449115275871,4468.309348787784,46.79437634409021,46.79402785964481,46.794288732029656,136.80134480940703,136.80205603135113,136.80152159532616,0.8229806159854043,2.6061454346016433,0.20574515399635018,0.6515363586504108,0.0,0.0
16,I3,optimal,True,75.33103380003013,,,0.0,0.001,0.0010002858417668902,2.8584176689017485e-07,1.8589548546588048,125701.3473488698,46.79912782563308,46.800137679152435,46.799379788501874,136.79631277546076,136.79559162481078,136.79613135990047,0.8229806159854043,2.6061454346016433,0.20574515399635018,0.6515363586504108,0.0,0.0
16,I4,optimal,True,25.677650999976322,,,0.0,0.001,0.0010002980417924971,2.980417924971189e-07,1.8425524607300758,186362.9856849177,46.79452203312354,46.79422221814285,46.794445222890786,136.7963882015348,136.7957168853585,136.79621600131748,0.8229806159854043,2.6061454346016433,0.20574515399635018,0.6515363586504108,0.0,0.0
17,I1,optimal,True,32.63705969997682,,,0.0,0.001,0.0010014525335129958,1.4525335129958114e-06,1.8203943155240268,4704.883077719942,46.7943104882389,46.793964380583795,46.79422296893337,136.80152181311334,136.80223728755908,136.80169863709176,5.959099126557842,22.3108551505359,1.4897747816394604,5.577713787633975,0.0,0.0
17,I2,optimal,True,28.336110100033693,,,0.0,0.001,0.001001452534924003,1.4525349240029732e-06,1.8067374384845607,4468.315465825843,46.794288732029656,46.793941840074254,46.794201110762764,136.80152159532616,136.8022360517432,136.80169837929378,5.959099126557842,22.3108551505359,1.4897747816394604,5.577713787633975,0.0,0.0
17,I3,optimal,True,70.02007830003276,,,0.0,0.001,0.0010002840631253898,2.840631253898159e-07,1.8514390345662832,125701.3094837376,46.799379788501874,46.80039009303102,46.7996317473294,136.79613135990047,136.79541087042824,136.79594994466117,5.959099126557842,22.3108551505359,1.4897747816394604,5.577713787633975,0.0,0.0
17,I4,optimal,True,48.42972649994772,,,0.0,0.001,0.0010003829545031484,3.8295450314833855e-07,1.8770594326779246,186362.94398237814,46.794445222890786,46.79414179320102,46.794368404230426,136.79621600131748,136.79553978585517,136.79604380455362,5.959099126557842,22.3108551505359,1.4897747816394604,5.577713787633975,0.0,0.0
18,I1,optimal,True,54.91144290007651,,,0.0,0.001,0.001001452528673219,1.4525286732190116e-06,1.8644175583613105,4704.889439026621,46.79422296893337,46.79387605257365,46.794135450423454,136.80169863709176,136.80241252904952,136.80187547430646,2.0002414702471203,7.316418704809216,0.5000603675617796,1.8291046762022987,0.0,0.0
18,I2,optimal,True,49.80389680003282,,,0.0,0.001,0.0010014525293812978,1.4525293812977895e-06,1.8315841628354974,4468.321500393985,46.794201110762764,46.793853594276584,46.79411349132332,136.80169837929378,136.80241164838696,136.8018751644383,2.0002414702471203,7.316418704809216,0.5000603675617796,1.8291046762022987,0.0,0.0
18,I3,optimal,True,145.38402870006394,,,0.0,0.001,0.0010002870667117378,2.8706671173777017e-07,1.8921452464419417,125701.3047994707,46.7996317473294,46.80064073258534,46.79988371049075,136.79594994466117,136.7952269487305,136.79576853116077,2.0002414702471203,7.316418704809216,0.5000603675617796,1.8291046762022987,0.0,0.0
18,I4,optimal,True,34.44285660004243,,,0.0,0.001,0.0010002582897361656,2.582897361655574e-07,1.8789459082763642,186362.92400012043,46.794368404230426,46.79406577533713,46.79429172917501,136.79604380455362,136.79536760343822,136.7958715576186,2.0002414702471203,7.316418704809216,0.5000603675617796,1.8291046762022987,0.0,0.0
19,I1,optimal,True,23.406636200030334,,,0.0,0.001,0.0010014525099372468,1.4525099372468195e-06,1.814687369915191,4704.895778973118,46.794135450423454,46.79378950718118,46.794047894103386,136.80187547430646,136.80259163656842,136.802052315134,3.4856989622064347,10.96965100247565,0.8714247405516087,2.742412750618911,0.0,0.0
19,I2,optimal,True,51.89845239999704,,,0.0,0.001,0.0010014525308125724,1.4525308125723762e-06,1.854821888380684,4468.32767282295,46.79411349132332,46.79376547623159,46.79402583654597,136.8018751644383,136.80258776516652,136.80205196147585,3.4856989622064347,10.96965100247565,0.8714247405516087,2.742412750618911,0.0,0.0
19,I3,optimal,True,37.70638549991418,,,0.0,0.001,0.0010002857557417605,2.8575574176044685e-07,1.8026980356080458,125701.23382340679,46.79988371049075,46.80089496366565,46.800135618072666,136.79576853116077,136.79505038797979,136.79558712600476,3.4856989622064347,10.96965100247565,0.8714247405516087,2.742412750618911,0.0,0.0
19,I4,optimal,True,26.98033970000688,,,0.0,0.001,0.0010002844643410697,2.8446434106963597e-07,1.8717786484630778,186362.87583034704,46.79429172917501,46.793989301510585,46.79421491687838,136.7958715576186,136.79519713152789,136.79569935432144,3.4856989622064347,10.96965100247565,0.8714247405516087,2.742412750618911,0.0,0.0
20,I1,optimal,True,32.77803879999556,,,0.0,0.001,0.0010014525073727253,1.4525073727253077e-06,1.8190683136926964,4704.90230633306,46.794047894103386,46.79370142860976,46.79396036770177,136.802052315134,136.80276730618792,136.80222914496318,2.406465055541739,9.028011324302561,0.6016162638854343,2.2570028310756385,0.0,0.0
20,I2,optimal,True,32.474546500016004,,,0.0,0.001,0.001001452507377784,1.4525073777839782e-06,1.8279961668886244,4468.333914474224,46.79402583654597,46.793678227306856,46.79393821205563,136.80205196147585,136.80276516033197,136.80222874932358,2.406465055541739,9.028011324302561,0.6016162638854343,2.2570028310756385,0.0,0.0
20,I3,optimal,True,74.60429340007249,,,0.0,0.001,0.0010002820871945312,2.8208719453121263e-07,1.8240756050217897,125701.18176438601,46.800135618072666,46.801145519306964,46.80038754381063,136.79558712600476,136.79486736762271,136.79540571295007,2.406465055541739,9.028011324302561,0.6016162638854343,2.2570028310756385,0.0,0.0
20,I4,optimal,True,39.81281840009615,,,0.0,0.001,0.0010002563367300659,2.5633673006583355e-07,1.8642715486348607,186362.85003487187,46.79421491687838,46.79391198317676,46.794138220394736,136.79569935432144,136.79502504749917,136.79552711404241,2.406465055541739,9.028011324302561,0.6016162638854343,2.2570028310756385,0.0,0.0
