unit,hour,node,p_charge_mw,p_discharge_mw,net_injection_mw,lambda_joint_eur_per_mwh,spot_revenue_eur
I1,1,N1,-2.2344014626986833e-09,-1.816874103982721e-09,4.175273587159623e-10,59.99999999712582,2.5051641521757687e-08
I1,1,N2,-2.2342697347884772e-09,-1.8164009148929735e-09,4.1786881989550376e-10,59.99999999599936,2.5072129192058483e-08
I1,1,N3,-5.7726454573002065e-09,0.3660970879312212,0.36609709370386667,59.99999999714051,21.96582562118515
I1,1,N4,-2.234347334145752e-09,-1.816859558911014e-09,4.17487775234738e-10,59.999999997278955,2.5049266512948277e-08
I1,1,N5,-2.2343319718744855e-09,-1.8168133948231351e-09,4.175185770513504e-10,59.99999999736113,2.5051114621979248e-08
I1,1,N6,-5.772645435208909e-09,2.5717262666014395,2.571726272374085,59.99999999724111,154.30357633535
I1,1,N7,-2.234300121108916e-09,-1.8166961493707105e-09,4.176039717382055e-10,59.999999996778584,2.5056238302947054e-08
I1,1,N8,-5.772645435651424e-09,2.590123173321808,2.5901231790944537,59.99999999706238,155.40739073805844
I1,1,N9,-5.772645457405247e-09,0.3646969130683425,0.364696918840988,59.99999999714108,21.88181512941664
I1,2,N1,-1.9854387514810803e-09,-2.0442466078056584e-09,-5.880785632457815e-11,59.99999998867722,-3.528471378808821e-09
I1,2,N2,-1.9833723889875525e-09,-2.0454103247438072e-09,-6.203793575625476e-11,59.999999987498704,-3.7222761445997312e-09
I1,2,N3,-5.772645458496331e-09,0.35759282308454854,0.357592828857194,59.99999998865945,21.45556972737634
I1,2,N4,-1.9852552469259594e-09,-2.0443322848325297e-09,-5.907703790657029e-11,59.99999998880707,-3.544622273732972e-09
I1,2,N5,-1.98501483035691e-09,-2.044468048519827e-09,-5.945321816291717e-11,59.999999988860765,-3.5671930891127668e-09
I1,2,N6,-5.77264543671363e-09,2.118507263802514,2.1185072695751597,59.999999988764245,127.11043615070655
I1,2,N7,-1.984593651401224e-09,-2.0446805647870167e-09,-6.008691338579256e-11,59.99999998827792,-3.60521480244321e-09
I1,2,N8,-5.7726454371589575e-09,2.126510033982357,2.1265100397550025,59.99999998857415,127.59060236100298
I1,2,N9,-5.772645458600263e-09,0.35626394224245345,0.3562639480150989,59.99999998866,21.375836876865904
I1,3,N1,-2.136765817917638e-09,-1.915641526266113e-09,2.2112429165152486e-10,59.999999930631596,1.3267457483752453e-08
I1,3,N2,-2.1366364756460813e-09,-1.9152172523484227e-09,2.2141922329765858e-10,59.99999992944975,1.3285153382238333e-08
I1,3,N3,-5.772645468456199e-09,0.2989916241167037,0.2989916298893492,59.99999993064413,17.939497772624126
I1,3,N4,-2.1367152743333005e-09,-1.915616346540488e-09,2.2109892779281245e-10,59.999999930757895,1.3265935652259392e-08
I1,3,N5,-2.136687888208388e-09,-1.9155762917594425e-09,2.2111159644894544e-10,59.99999993080008,1.3266695771635823e-08
I1,3,N6,-5.772645447828214e-09,0.9160580761511046,0.91605808192375,59.999999930741936,54.963484851980596
I1,3,N7,-2.1366543621279586e-09,-1.915459217441853e-09,2.2119514468610543e-10,59.999999930228974,1.3271708665733315e-08
I1,3,N8,-5.77264544827219e-09,0.9158007455365486,0.915800751309194,59.999999930554466,54.94804501495337
I1,3,N9,-5.772645468555284e-09,0.29808371492650976,0.29808372069915523,59.99999993064461,17.885023221275603
I1,4,N1,-2.12750000049777e-09,-1.9435235868302584e-09,1.8397641366751158e-10,59.999998695501986,1.1038584580053829e-08
I1,4,N2,-2.1273104674294246e-09,-1.9433392478649023e-09,1.8397121956452228e-10,59.99999869432773,1.1038272933665217e-08
I1,4,N3,-5.772645765141836e-09,0.05966374122011917,0.059663746992764936,59.99999869554737,3.5798247417373643
I1,4,N4,-2.127429638808774e-09,-1.9435308895229834e-09,1.8389874928579052e-10,59.99999869563023,1.1033924717275463e-08
I1,4,N5,-2.1274071970173163e-09,-1.943496931264197e-09,1.8391026575311929e-10,59.99999869566878,1.1034615705307256e-08
I1,4,N6,-5.772645751934207e-09,0.06822679471400256,0.06822680048664831,59.99999869563716,4.093607940206395
I1,4,N7,-2.127394090034996e-09,-1.9433975021805723e-09,1.8399658785442387e-10,59.99999869510695,1.1039795031169564e-08
I1,4,N8,-5.7726457522423016e-09,0.06821867402621545,0.0682186797988612,59.99999869545476,4.093120698937318
