hour,lambda_system,system_net_injection_residual_mw
1,67.15000065467362,4.880018026813768e-14
2,67.15000065234692,-3.499568704677539e-14
3,67.150000649981,3.716184932055723e-14
4,67.15000064823714,-2.700180623192059e-15
5,67.15000065073065,-2.859381598514392e-14
6,67.15000065552393,-2.841549266217633e-14
7,67.15000066279606,1.7324467542331377e-14
8,67.15000066727771,-8.764171714297124e-14
9,67.15000066073405,-4.547075990197902e-14
10,60.00000061399861,-1.4000980051361273e-14
11,60.00000059013285,-1.777757470086209e-14
12,60.00000058836241,-1.5424586932839424e-16
13,60.000000585919075,1.4451375300735275e-15
14,60.00000058337684,1.543346873999896e-14
15,60.000000584111426,-2.562392578882525e-14
16,60.00000058763682,7.212205448618323e-14
17,60.00000059436497,-4.49021038439761e-14
18,67.15000065684181,1.9672206298465107e-14
19,92.88860034187412,1.1940132398033635e-13
20,50000.0000978693,-5.4894767102546326e-14
21,92.88860036692806,-2.5623922798567337e-14
22,67.15000066882578,5.5062849561124946e-14
23,67.15000065899574,9.509596326815752e-14
24,67.15000065610433,-4.326455546186688e-14
