iteration,investor,termination,solve_seconds,optimistic_mpec_profit_eur_per_day,max_access_shadow_price_eur_per_mw_day,strong_duality_gap,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,max_undamped_delta_power_mw
1,I1,optimal,20.78915159997996,12901.996338136567,42.9429732255879,0.0003084956551901996,100.60602969770628,351.35220585322924,63.55341113762671,103.17242300443282,90.79058733946674
1,I2,optimal,7.44581449998077,5740.691639315204,23.85462447164843,0.00031141936779022217,56.11864747484218,147.0136284991108,19.027590618852823,19.027590942265185,27.182272312646894
1,I3,optimal,14.847910500015132,138913.82602161486,48.99377098968258,0.0007412307313643396,62.825237089568134,263.172395525176,19.684452938959794,33.47846248318115,28.12064705565685
1,I4,optimal,5.813335599959828,204480.79049020397,48.98711459086125,0.0010612268233671784,47.359200029745786,219.78256058958956,2.615952133303557,7.277820068860418,41.32898882926329
2,I1,optimal,9.11659220000729,8198.14520117093,17.968715836136425,0.00034589151619002223,82.19691556339382,270.37461887685174,0.699999495211363,0.6999998168547763,21.51481464664539
2,I2,optimal,3.7066378000890836,4590.096682083116,19.363922558795316,0.0003241845406591892,50.45274403164331,161.76838650511326,0.6999979098043182,0.6999978274297142,4.484610288743732
2,I3,optimal,5.530037200078368,139147.30336711855,33.43632411089971,0.0010305469622835517,74.43044546247806,265.83611543824014,0.8159853399289293,0.6999994743914667,17.060323036195044
2,I4,optimal,3.442029199912213,204565.9125723755,49.05087175785862,0.0013382020406425,39.60225047131271,175.31470960339118,0.6999991544690579,0.6999995263091037,12.398700237970688
3,I1,optimal,6.273303700028919,8054.285559486201,17.968470083934026,0.00034409970976412296,77.1202433968108,244.07515192674413,0.699998285588624,0.699999371828109,5.856405705596806
3,I2,optimal,3.7623749000485986,5462.4673108003935,19.363369957137344,0.00034270540345460176,48.886792242921565,155.601068300201,0.6999975054910508,0.6999972721406755,1.345391683248114
3,I3,optimal,6.013433899963275,139070.9281823781,49.07245047287683,0.0011797936749644578,77.95218773362413,275.52021507438,0.7406374291683216,0.7185760987320382,28.1204902712256
3,I4,optimal,3.0887084000278264,204536.85894771974,0.0038830191549561292,0.0017929397872649133,37.35781331477541,165.27542256801223,0.6991720626128136,0.6994265688947066,3.7075350239626226
4,I1,optimal,6.481777000008151,8093.26289139749,17.96660779692021,0.0003576986491680145,75.55213944195172,236.79638156464398,0.23309611393333576,0.6999980195807393,1.7841856725752763
4,I2,optimal,9.753701100009494,5473.765421206821,19.36288571577523,0.0003435526741668582,48.40347358814186,153.93420480682857,0.28252263029808544,0.28252343063170293,0.5131275939424054
4,I3,optimal,6.7873279000632465,139070.21150206248,49.20234742397502,0.001334405387751758,79.01110648815903,278.52328274913407,0.6803012427849006,0.6999976205772123,9.685136230372642
4,I4,optimal,3.8849424000363797,204538.8269795932,49.85095119083659,0.0016494051087647676,36.65689543987288,162.23416241681258,0.6999891379838192,0.6999940422442613,1.1307380785194283
5,I1,optimal,5.264344300027005,8094.081966056399,17.972154980358166,0.00034710526233538985,75.09455569019812,234.6383332012017,0.06992210199119656,0.2241233830843078,0.515974543366454
