hour,lambda_system,system_net_injection_residual_mw
1,55.00422453882297,-1.4210854715202004e-14
2,54.99503253865143,0.0
3,54.98790453845093,8.526512829121202e-14
4,54.983840538095535,-2.842170943040401e-14
5,54.989968538524444,1.4210854715202004e-14
6,55.00835253894014,5.684341886080802e-14
7,75.0054007376066,0.0
8,75.0170022324824,1.4210854715202004e-14
9,75.00737388955297,-3.552713678800501e-14
10,55.007240539224725,5.684341886080802e-14
11,55.53609239806041,-8.526512829121202e-14
12,55.5236425066253,1.4210854715202004e-14
13,55.51615850580233,2.842170943040401e-14
14,55.513633140874184,-7.105427357601002e-15
15,55.5143703826947,-4.263256414560601e-14
16,55.528386592547584,4.263256414560601e-14
17,60.318427378012544,2.842170943040401e-14
18,74.98653104036335,1.4210854715202004e-14
19,75.02782074133708,4.973799150320701e-14
20,119.99158132048325,1.4210854715202004e-14
21,75.02292474108779,8.881784197001252e-15
22,75.00335433491547,4.263256414560601e-14
23,74.99033673763466,8.526512829121202e-14
24,55.01148053915631,9.947598300641403e-14
