node,x_power_mw,x_energy_mwh,energy_power_ratio_h
N1,20.898667842582135,136.92807180605223,6.5520000048545715
N2,0.0,2.790403481854278e-09,0.0
N3,0.0,0.0,0.0
N4,0.0,0.0,0.0
N5,28.401320754659316,139.31898799169406,4.905370042301233
