hour,lambda_system,system_net_injection_residual_mw
1,67.15000063841752,5.545154627714826e-14
2,67.1500006294094,-9.664225687333165e-15
3,67.15000061865952,2.4069497290806215e-14
4,67.15000060890284,1.8884087534235456e-14
5,67.15000062145101,-5.332294721321206e-14
6,67.15000064037649,-2.3155751122036215e-14
7,67.15000065966488,-1.3104235564304508e-14
8,67.15000066720705,8.327001087634131e-14
9,67.15000065115578,-8.226148571109283e-14
10,60.000000970117206,-4.344678303648368e-14
11,60.00000059198607,3.982636833031486e-14
12,60.00000058858425,-5.417086500549378e-14
13,60.00000058622504,-1.0973886225896818e-15
14,60.000000584195696,-3.5593970983030934e-14
15,60.00000058219007,1.2939444311799449e-14
16,60.000000585495286,-2.4364869296438312e-14
17,60.0000006110685,2.9782553304616595e-14
18,67.15000064124364,-1.5371689096626128e-14
19,67.15000068428994,-4.816483233566913e-14
20,67.15000076732885,-1.806830711826719e-14
21,67.15000073644218,1.166149511613045e-13
22,67.15000067107047,3.6111326762725815e-14
23,67.15000065272294,-3.684834825200464e-14
24,67.1500006439972,7.0964599289762614e-15
