investor,node,x_power_mw,x_energy_mwh,ratio_hours,share_of_node_limit
I1,N1,0.004411282901471461,0.012382253891238083,2.8069507596322523,4.411282901471461e-05
I1,N2,0.0047565400567327505,0.013352454376952316,2.807177952396782,4.7565400567327507e-05
I1,N3,0.004385188190193454,0.01230893223443301,2.8069336367272295,4.385188190193454e-05
I1,N4,0.004451557567705963,0.012494499609574697,2.806770308940098,4.451557567705963e-05
I1,N5,0.004818731255944511,0.013526320506660337,2.807029441613686,4.818731255944511e-05
I1,N6,97.85246117218676,198.48198015773917,2.0283800507427094,0.9785246117218677
I1,N7,73.73863848365637,293.0954744499421,3.9747882585993852,0.7373863848365637
I1,N8,56.80153931907604,265.8278341625356,4.679940673249693,0.5680153931907604
I1,N9,0.004595992657712384,0.012903859182352689,2.807632679895419,4.5959926577123837e-05
I2,N1,0.0028807794434207086,0.00808439479228449,2.806322021891714,2.8807794434207086e-05
I2,N2,38.27773160086384,107.48355494707461,2.8079917605318325,0.3827773160086384
I2,N3,0.002858982263472007,0.008023305257228344,2.8063501336607373,2.8589822634720072e-05
I2,N4,0.0028588525345039795,0.008023051688465555,2.8063887841831554,2.8588525345039797e-05
I2,N5,0.003468627131800207,0.009735361735846208,2.80669018776705,3.4686271318002075e-05
I2,N6,0.0032952226507734945,0.008927447722666359,2.7092092610406158,3.2952226507734944e-05
I2,N7,18.943171273464902,38.033643074028014,2.0077759169767178,0.189431712734649
I2,N8,40.91659036586904,188.25771627709827,4.601011829033907,0.40916590365869043
I2,N9,0.027097753076984026,0.07608653223444249,2.8078539212562235,0.00027097753076984023
