iteration,investor,termination,solve_seconds,profit_belief_eur_per_day,strong_duality_gap,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,max_undamped_delta_power_mw
1,I1,optimal,8.57335660001263,16076.803554628354,0.010957603517454118,119.39971693201757,329.61588918097954,5.593688975634608,10.134511721817846,79.90984250906583
1,I2,optimal,8.668871800415218,6827.566415151234,0.010926963412202895,80.77479874025279,214.7129726227776,2.2930620805058597,4.903012217396133,32.75802972151228
2,I1,optimal,6.860059500206262,13368.602116606133,0.010967183974571526,140.355629185955,401.5804560810126,21.933333155972036,21.933333105401367,93.99999959613838
2,I2,optimal,4.899383199866861,7286.469726954086,0.009382456948515028,89.08349461979755,216.6315941121941,0.9203750555559668,0.9203750441292562,18.440331449199146
3,I1,optimal,8.201692700386047,15038.713939324243,0.011046228639315814,142.84960236300336,562.9375587094994,2.3475881193501733,6.337557907200971,13.340862024105391
3,I2,optimal,8.163581499829888,7876.710195064649,0.011072798690292984,89.83031962444937,278.075877633604,9.564095142728835,23.224182759073887,38.169932774470524
4,I1,optimal,12.016414899844676,12041.01403832669,0.011063440004363656,143.0736503098941,604.3421494208674,1.365554149744448,2.227309013911292,35.93411536664202
4,I2,optimal,5.829525500070304,7389.995206104508,0.01105830742744729,89.89753365144253,303.92590368533394,2.605073580300234,3.477458792742085,42.615209347772534
5,I1,optimal,4.842950899619609,12353.216690252368,0.011063746584113687,143.0938148857473,612.2626791787344,0.6994419736400856,0.6994185750964582,15.107728436867113
5,I2,optimal,5.029541700147092,7243.207222142511,0.011056798161007464,89.90358264734945,306.46320441853334,5.3297403963218155,12.562567957625243,7.613914851888309
6,I1,optimal,4.7842440996319056,12211.637891382568,0.011063269805163145,143.09562996494265,613.0777805804056,0.38237177712458575,0.5319463859304555,27.49406428187811
6,I2,optimal,6.622489899862558,7230.266057134082,0.011059083451982588,89.90412678160428,306.7636487662568,0.6999989327191328,0.6999989753394525,10.944776983138894
7,I1,optimal,4.410688099917024,12196.71010538841,0.011065627564676106,143.09579358561504,613.1674991255213,0.3504992739348997,0.34169136550342083,17.476754548231163
7,I2,optimal,5.695731499698013,7228.9958241781205,0.011030144232790917,89.90467755921482,306.8082323838731,0.680112144944037,0.6835625048702636,3.2131270124435005
8,I1,optimal,39.836610599886626,11545.06838244671,0.011175165825989097,208.61985548230615,733.1477251135841,15.286618837010757,35.772739499793424,30.49633834971334
8,I2,optimal,5.4513145997188985,6884.216679273677,0.009290007932577282,92.24184021099161,326.5935705270069,23.26569776685588,23.179839780677813,33.236711095508404
9,I1,optimal,7.3450242998078465,11559.229151083315,0.011132295825518668,226.63803057459944,755.2920560670398,0.6597292015674557,0.6811077621215325,13.895227102544098
