investor,hour,node,installed_power_mw,charge_offer_mw,charge_bid_price_eur_per_mwh,accepted_charge_mw,discharge_offer_mw,discharge_offer_price_eur_per_mwh,accepted_discharge_mw,joint_lambda_eur_per_mwh
I1,1,N1,0.0,0.0,-7.5,-4.5456749929582996e-09,0.0,7.5,-4.036958040091698e-09,59.99999999642171
I1,1,N2,0.0,0.0,-7.5,-4.5462308894334135e-09,0.0,7.5,-4.042305139821019e-09,59.999999993562454
I1,1,N3,0.0,0.0,-7.5,-4.5414031248238906e-09,0.0,7.5,-4.038566716155782e-09,59.99999999689962
I1,1,N4,0.0,0.0,-7.5,-4.543450211491549e-09,0.0,7.5,-4.036495303114846e-09,59.9999999969552
I1,1,N5,0.0,0.0,-7.5,-4.5420363366849426e-09,0.0,7.5,-4.0355244785353856e-09,59.99999999724182
I1,1,N6,0.07996023816540235,0.0799353506949057,-7.502225642415091,4.2134016537298005e-09,0.07990770697897524,7.530993330126469,4.8382925215502225e-08,59.999999997091486
I1,1,N7,0.0,0.0,-7.5,-4.543559673690049e-09,0.0,7.5,-4.038500614368639e-09,59.99999999572477
I1,1,N8,84.92350515897463,84.92325824767448,-7.501685211518674,-7.846268012776143e-09,84.92348751840348,153.38554810826653,-3.1237667872992675e-09,59.99999999668283
I1,1,N9,0.0,0.0,-7.5,-4.541591774014078e-09,0.0,7.5,-4.038349253099803e-09,59.99999999689962
I1,2,N1,0.0,0.0,-7.5,-4.508728073346878e-09,0.0,7.5,-4.08326573498496e-09,59.99988748891655
I1,2,N2,0.0,0.0,-7.5,-4.517921967111085e-09,0.0,7.5,-4.080541950298876e-09,59.99988748554361
I1,2,N3,0.0,0.0,-7.5,-4.5090710332570574e-09,0.0,7.5,-4.0803985575496225e-09,59.999887488434055
I1,2,N4,0.0,0.0,-7.5,-4.508697520625022e-09,0.0,7.5,-4.080817813827006e-09,59.99988748924698
I1,2,N5,0.0,0.0,-7.5,-4.508923731029666e-09,0.0,7.5,-4.078460935432165e-09,59.99988748937085
I1,2,N6,0.07996023816540235,0.07993535097814153,-7.502247553323999,4.213472104479402e-09,0.07990770702492617,7.532007037529198,4.836775205189018e-08,59.99988748906964
I1,2,N7,0.0,0.0,-7.5,-4.5121696911635195e-09,0.0,7.5,-4.07972246533758e-09,59.99988748770593
