hour,lambda_system,system_net_injection_residual_mw
1,67.14999995575099,-2.1417033306686675e-14
2,67.14999991541156,2.3568605207789054e-14
3,67.15000034003532,-6.259354052353826e-15
4,67.15000013920961,-3.6834989076662396e-14
5,67.15000028973162,3.8446915228277877e-14
6,67.15000052998857,-3.8594932641006345e-14
7,67.15000058199462,-2.7924133762616755e-14
8,67.15000060961127,7.925087581514387e-15
9,67.15000049245339,-8.424964551130801e-14
10,60.00000067543211,-3.375737961904818e-14
11,60.00000057971606,-3.972129213296762e-14
12,60.00000055583575,1.7765502712851568e-14
13,60.00000053859608,-5.565362294060961e-14
14,60.00000051712157,-1.2724212803150768e-14
15,60.00000049100247,9.171883253791847e-15
16,60.000000546648984,1.8933483683305244e-15
17,60.00000061711783,3.107193131500344e-14
18,67.15000051324434,7.88417154316245e-14
19,67.15000018220815,-1.567235226892554e-14
20,67.14996094353009,3.0832476913994555e-14
21,67.15000085832584,-1.559913388069704e-13
22,67.15000061695714,-1.8816016935804336e-14
23,67.15000057185343,-1.491853233290126e-14
24,67.15000054149287,4.422182364261341e-14
